tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e7d5a2a3b2dcda64_score,player_61777212_x,player_61777212_y,player_61777212_move_target,player_61777212_item,player_61777212_score,player_61777212_cut_speed,player_61777212_speed,player_2469028c_x,player_2469028c_y,player_2469028c_move_target,player_2469028c_item,player_2469028c_score,player_2469028c_cut_speed,player_2469028c_speed,e1f5c5a2a184cb40_score,63a9805ec688bac1_message,dc1ec4982328be8a_score
7139,test,True,0,1,tomato,1.2166666666666648,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7140,test,True,0,1,tomato,1.224999999999998,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7141,test,True,0,1,tomato,1.2333333333333314,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7142,test,True,0,1,tomato,1.2416666666666647,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7143,test,True,0,1,tomato,1.249999999999998,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7144,test,True,0,1,tomato,1.2583333333333313,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7145,test,True,0,1,tomato,1.2666666666666646,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7146,test,True,0,1,tomato,1.274999999999998,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7147,test,True,0,1,tomato,1.2833333333333312,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7148,test,True,0,1,tomato,1.2916666666666645,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7149,test,True,0,1,tomato,1.2999999999999978,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7150,test,True,0,1,tomato,1.3083333333333311,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7151,test,True,0,1,tomato,1.3166666666666644,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7152,test,True,0,1,tomato,1.3249999999999977,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7153,test,True,0,1,tomato,1.333333333333331,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7154,test,True,0,1,tomato,1.3416666666666643,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7155,test,True,0,1,tomato,1.3499999999999976,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7156,test,True,0,1,tomato,1.358333333333331,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7157,test,True,0,1,tomato,1.3666666666666643,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7158,test,True,0,1,tomato,1.3749999999999976,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7159,test,True,0,1,tomato,1.3833333333333309,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7160,test,True,0,1,tomato,1.3916666666666642,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7161,test,True,0,1,tomato,1.3999999999999975,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7162,test,True,0,1,tomato,1.4083333333333308,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7163,test,True,0,1,tomato,1.416666666666664,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7164,test,True,0,1,tomato,1.4249999999999974,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7165,test,True,0,1,tomato,1.4333333333333307,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7166,test,True,0,1,tomato,1.441666666666664,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7167,test,True,0,1,tomato,1.4499999999999973,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7168,test,True,0,1,tomato,1.4583333333333306,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7169,test,True,0,1,tomato,1.466666666666664,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7170,test,True,0,1,tomato,1.4749999999999972,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7171,test,True,0,1,tomato,1.4833333333333305,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7172,test,True,0,1,tomato,1.4916666666666638,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7173,test,True,0,1,tomato,1.4999999999999971,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7174,test,True,0,1,tomato,1.5083333333333304,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7175,test,True,0,1,tomato,1.5166666666666637,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7176,test,True,0,1,tomato,1.524999999999997,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7177,test,True,0,1,tomato,1.5333333333333303,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7178,test,True,0,1,tomato,1.5416666666666636,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7179,test,True,0,1,tomato,1.549999999999997,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7180,test,True,0,1,tomato,1.5583333333333302,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7181,test,True,0,1,tomato,1.5666666666666635,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7182,test,True,0,1,tomato,1.5749999999999968,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7183,test,True,0,1,tomato,1.5833333333333302,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7184,test,True,0,1,tomato,1.5916666666666635,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7185,test,True,0,1,tomato,1.5999999999999968,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7186,test,True,0,1,tomato,1.60833333333333,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7187,test,True,0,1,tomato,1.6166666666666634,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7188,test,True,0,1,tomato,1.6249999999999967,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7189,test,True,0,1,tomato,1.63333333333333,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7190,test,True,0,1,tomato,1.6416666666666633,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7191,test,True,0,1,tomato,1.6499999999999966,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7192,test,True,0,1,tomato,1.6583333333333299,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7193,test,True,0,1,tomato,1.6666666666666632,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7194,test,True,0,1,tomato,1.6749999999999965,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7195,test,True,0,1,tomato,1.6833333333333298,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7196,test,True,0,1,tomato,1.691666666666663,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7197,test,True,0,1,tomato,1.6999999999999964,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7198,test,True,0,1,tomato,1.7083333333333297,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7199,test,True,0,1,tomato,1.716666666666663,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7200,test,True,0,1,tomato,1.7249999999999963,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7201,test,True,0,1,tomato,1.7333333333333296,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7202,test,True,0,1,tomato,1.741666666666663,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7203,test,True,0,1,tomato,1.7499999999999962,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7204,test,True,0,1,tomato,1.7583333333333295,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
7205,test,True,0,1,tomato,1.7666666666666628,1,0,2,,0.0,0,1,0,None_cut,3.408333333333324,3,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,5,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,5.0
