tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,788c26c8958953f3_score,player_265b6013_x,player_265b6013_y,player_265b6013_move_target,player_265b6013_item,player_265b6013_score,player_265b6013_cut_speed,player_265b6013_speed,player_4857e50c_x,player_4857e50c_y,player_4857e50c_move_target,player_4857e50c_item,player_4857e50c_score,player_4857e50c_cut_speed,player_4857e50c_speed,6ee8c79efa730821_score,4472fd1d4e3946b1_message,8c9af0cd6a948515_score
6417,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.656854249491516,50.343145750508484,,tomato,4,1.0,12.0,73.50000000000398,40.0,,,1,0.2,30.0,,,5.0
6418,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.656854249491516,50.343145750508484,,tomato,4,1.0,12.0,74.75000000000426,40.0,,,1,0.2,30.0,,,5.0
6419,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.656854249491516,50.343145750508484,,tomato,4,1.0,12.0,76.00000000000455,40.0,,,1,0.2,30.0,,,5.0
6420,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.656854249491516,50.343145750508484,,tomato,4,1.0,12.0,77.25000000000483,40.0,,,1,0.2,30.0,,,5.0
6421,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.656854249491516,50.343145750508484,,tomato,4,1.0,12.0,78.50000000000512,40.0,,,1,0.2,30.0,,,5.0
6422,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.656854249491516,50.343145750508484,,tomato,4,1.0,12.0,79.7500000000054,40.0,,,1,0.2,30.0,,,5.0
6423,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.656854249491516,50.343145750508484,,tomato,4,1.0,12.0,81.00000000000568,40.0,,,1,0.2,30.0,,,5.0
6424,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.010407640084736,49.989592359915264,,tomato,4,1.0,12.0,82.25000000000597,40.0,,,1,0.2,30.0,,,5.0
6425,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.363961030677956,49.636038969322044,,tomato,4,1.0,12.0,83.50000000000625,40.0,,,1,0.2,30.0,,,5.0
6426,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.717514421271176,49.282485578728824,,tomato,4,1.0,12.0,84.75000000000654,40.0,,,1,0.2,30.0,,,5.0
6427,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.071067811864395,48.928932188135605,,tomato,4,1.0,12.0,86.00000000000682,40.0,,,1,0.2,30.0,,,5.0
6428,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.424621202457615,48.575378797542385,,tomato,4,1.0,12.0,87.2500000000071,40.0,,,1,0.2,30.0,,,5.0
6429,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.778174593050835,48.221825406949165,,tomato,4,1.0,12.0,88.50000000000739,40.0,,,1,0.2,30.0,,,5.0
6430,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.13172798364405,47.868272016355945,,tomato,4,1.0,12.0,89.75000000000767,40.0,,,1,0.2,30.0,,,5.0
6431,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.48528137423727,47.514718625762725,,tomato,4,1.0,12.0,91.00000000000796,40.0,,,1,0.2,30.0,,,5.0
6432,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.8388347648305,47.161165235169506,,tomato,4,1.0,12.0,92.25000000000824,40.0,,,1,0.2,30.0,,,5.0
6433,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.19238815542371,46.807611844576286,,tomato,4,1.0,12.0,93.50000000000853,40.0,,,1,0.2,30.0,,,5.0
6434,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.54594154601693,46.454058453983066,,tomato,4,1.0,12.0,94.75000000000881,40.0,,,1,0.2,30.0,,,5.0
6435,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.89949493661015,46.100505063389846,,tomato,4,1.0,12.0,96.0000000000091,40.0,,,1,0.2,30.0,,,5.0
6436,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.25304832720337,45.74695167279663,,tomato,4,1.0,12.0,97.25000000000938,40.0,,,1,0.2,30.0,,,5.0
6437,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.6066017177966,45.39339828220341,,tomato,4,1.0,12.0,98.50000000000966,40.0,,,1,0.2,30.0,,,5.0
6438,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.96015510838981,45.03984489161019,,tomato,4,1.0,12.0,99.75000000000995,40.0,,,1,0.2,30.0,,,5.0
6439,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.31370849898303,44.68629150101697,,tomato,4,1.0,12.0,101.00000000001023,40.0,,,1,0.2,30.0,,,5.0
6440,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.66726188957625,44.33273811042375,,tomato,4,1.0,12.0,102.25000000001052,40.0,,,1,0.2,30.0,,,5.0
6441,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.02081528016947,43.97918471983053,,tomato,4,1.0,12.0,103.5000000000108,40.0,,,1,0.2,30.0,,,5.0
6442,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.37436867076269,43.62563132923731,,tomato,4,1.0,12.0,104.75000000001108,40.0,,,1,0.2,30.0,,,5.0
6443,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.72792206135591,43.27207793864409,,tomato,4,1.0,12.0,106.00000000001137,40.0,,,1,0.2,30.0,,,5.0
6444,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.08147545194913,42.91852454805087,,tomato,4,1.0,12.0,107.25000000001165,40.0,,,1,0.2,30.0,,,5.0
6445,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.43502884254235,42.56497115745765,,tomato,4,1.0,12.0,108.50000000001194,40.0,,,1,0.2,30.0,,,5.0
6446,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.78858223313557,42.21141776686443,,tomato,4,1.0,12.0,109.75000000001222,40.0,,,1,0.2,30.0,,,5.0
6447,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.14213562372879,41.85786437627121,,tomato,4,1.0,12.0,111.0000000000125,40.0,,,1,0.2,30.0,,,5.0
6448,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.49568901432201,41.50431098567799,,tomato,4,1.0,12.0,112.25000000001279,40.0,,,1,0.2,30.0,,,5.0
6449,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.84924240491523,41.15075759508477,,tomato,4,1.0,12.0,113.50000000001307,40.0,,,1,0.2,30.0,,,5.0
6450,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.20279579550845,40.79720420449155,,tomato,4,1.0,12.0,114.75000000001336,40.0,,,1,0.2,30.0,,,5.0
6451,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.55634918610167,40.44365081389833,,tomato,4,1.0,12.0,116.00000000001364,40.0,,,1,0.2,30.0,,,5.0
6452,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.69207586119096,40.088738108376525,,tomato,4,1.0,12.0,117.25000000001393,40.0,,,1,0.2,30.0,,,5.0
6453,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.34296242757794,39.7307998309169,,tomato,4,1.0,12.0,118.50000000001421,40.0,,,1,0.2,30.0,,,5.0
6454,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.99384899396493,39.37286155345728,,tomato,4,1.0,12.0,119.7500000000145,40.0,,,1,0.2,30.0,,,5.0
6455,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.64473556035192,39.01492327599765,,tomato,4,1.0,12.0,120.65378202977331,39.15675848912626,,,1,0.2,30.0,,,5.0
6456,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.2956221267389,38.65698499853803,,tomato,4,1.0,12.0,121.54313831077206,38.278381915299555,,,1,0.2,30.0,,,5.0
6457,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.94650869312589,38.299046721078405,,tomato,4,1.0,12.0,122.43249459177082,37.40000534147284,,,1,0.2,30.0,,,5.0
6458,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.59739525951288,37.94110844361878,,tomato,4,1.0,12.0,123.32185087276957,36.52162876764613,,,1,0.2,30.0,,,5.0
6459,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.10303040217126,38.01596422379773,,tomato,4,1.0,12.0,124.21120715376833,35.643252193819414,,,1,0.2,30.0,,,5.0
6460,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.60866554482963,38.090820003976674,,tomato,4,1.0,12.0,125.10056343476708,34.76487561999271,,,1,0.2,30.0,,,5.0
6461,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.11430068748801,38.16567578415562,,tomato,4,1.0,12.0,125.98991971576584,33.886499046165994,,,1,0.2,30.0,,,5.0
6462,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.61993583014639,38.24053156433455,,tomato,4,1.0,12.0,126.87927599676459,33.00812247233928,,,1,0.2,30.0,,,5.0
6463,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.12557097280477,38.315387344513496,,tomato,4,1.0,12.0,127.76863227776334,32.12974589851257,,,1,0.2,30.0,,,5.0
6464,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.63120611546314,38.39024312469244,,tomato,4,1.0,12.0,128.6579885587621,31.251369324685733,,,1,0.2,30.0,,,5.0
6465,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.13684125812152,38.465098904871375,,tomato,4,1.0,12.0,129.54734483976085,30.372992750858877,,,1,0.2,30.0,,,5.0
6466,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.6424764007799,38.53995468505032,,tomato,4,1.0,12.0,130.4367011207596,29.49461617703202,,,1,0.2,30.0,,,5.0
6467,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.14811154343828,38.61481046522926,,tomato,4,1.0,12.0,131.32605740175836,28.616239603205166,,,1,0.2,30.0,,,5.0
6468,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.65374668609665,38.6896662454082,,tomato,4,1.0,12.0,132.21541368275712,27.73786302937831,,,1,0.2,30.0,,,5.0
6469,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.15938182875503,38.76452202558714,,tomato,4,1.0,12.0,133.10476996375587,26.859486455551455,,,1,0.2,30.0,,,5.0
6470,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.66501697141389,38.839377805766006,,tomato,4,1.0,12.0,133.99412624475463,25.98110988172474,,,1,0.2,30.0,,,5.0
6471,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.17065211407298,38.91423358594484,,tomato,4,1.0,12.0,134.88348252575338,25.10273330789824,,,1,0.2,30.0,,,5.0
6472,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.67628725673207,38.98908936612368,,tomato,4,1.0,12.0,135.77283880675213,24.224356734071804,,,1,0.2,30.0,,,5.0
6473,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.181922399391155,39.06394514630251,,tomato,4,1.0,12.0,136.0,24.0,,,1,0.2,30.0,,,5.0
6474,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.68755754205024,39.138800926481345,,tomato,4,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,5.0
6475,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.19319268470933,39.213656706660174,,tomato,4,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,5.0
6476,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.69882782736842,39.28851248683901,,tomato,4,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,5.0
6477,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.20446297002751,39.36336826701784,,tomato,4,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,5.0
6478,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.710098112686595,39.43822404719668,,tomato,4,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,5.0
6479,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.21573325534568,39.513079827375506,,tomato,4,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,5.0
6480,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.72136839800477,39.58793560755434,,tomato,4,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,5.0
6481,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.22700354066386,39.66279138773317,,tomato,4,1.0,12.0,136.0,24.0,,plate,1,0.2,30.0,,,5.0
