tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d7be2e5b362066ab_score,player_108f7b2c_x,player_108f7b2c_y,player_108f7b2c_move_target,player_108f7b2c_item,player_108f7b2c_score,player_108f7b2c_cut_speed,player_108f7b2c_speed,player_d9bb93d3_x,player_d9bb93d3_y,player_d9bb93d3_move_target,player_d9bb93d3_item,player_d9bb93d3_score,player_d9bb93d3_cut_speed,player_d9bb93d3_speed
3337,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4583333333333337,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,tomato_salad,1,0.2,30.0
3338,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,tomato_salad,1,0.2,30.0
3339,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,tomato_salad,1,0.2,30.0
3340,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.583333333333334,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,tomato_salad,1,0.2,30.0
3341,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6250000000000007,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.88388347648305,39.11611652351695,,tomato_salad,1,0.2,30.0
3342,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6666666666666674,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,25.7677669529661,38.2322330470339,,tomato_salad,1,0.2,30.0
3343,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.7083333333333341,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,26.65165042944915,37.34834957055085,,tomato_salad,1,0.2,30.0
3344,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.7500000000000009,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,27.535533905932198,36.4644660940678,,tomato_salad,1,0.2,30.0
3345,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.7916666666666676,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,28.419417382415247,35.58058261758475,,tomato_salad,1,0.2,30.0
3346,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.8333333333333344,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,29.303300858898297,34.6966991411017,,tomato_salad,1,0.2,30.0
3347,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.875000000000001,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,30.187184335381346,33.812815664618654,,tomato_salad,1,0.2,30.0
3348,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,31.071067811864395,32.928932188135605,,tomato_salad,1,0.2,30.0
3349,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.9583333333333346,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,31.954951288347445,32.045048711652555,,tomato_salad,1,0.2,30.0
3350,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.0000000000000013,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,32.838834764830494,31.161165235169506,,tomato_salad,1,0.2,30.0
3351,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.041666666666668,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,33.722718241313544,30.277281758686456,,tomato_salad,1,0.2,30.0
3352,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.0833333333333344,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,34.60660171779659,29.393398282203407,,tomato_salad,1,0.2,30.0
3353,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.125000000000001,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,35.72651592879248,29.948638914731305,,tomato_salad,1,0.2,30.0
3354,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.1666666666666674,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,36.84643013978837,30.503879547259203,,tomato_salad,1,0.2,30.0
3355,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.208333333333334,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,37.966344350784254,31.0591201797871,,tomato_salad,1,0.2,30.0
3356,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.2500000000000004,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,39.08625856178014,31.614360812315,,tomato_salad,1,0.2,30.0
3357,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.291666666666667,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,40.20617277277603,32.1696014448429,,tomato_salad,1,0.2,30.0
3358,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3333333333333335,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,41.326086983771916,32.724842077370795,,tomato_salad,1,0.2,30.0
3359,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.375,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,42.4460011947678,33.28008270989869,,tomato_salad,1,0.2,30.0
3360,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4166666666666665,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,43.56591540576369,33.83532334242659,,tomato_salad,1,0.2,30.0
3361,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.458333333333333,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,44.68582961675958,34.39056397495449,,tomato_salad,1,0.2,30.0
3362,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.4999999999999996,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,45.805743827755464,34.94580460748239,,tomato_salad,1,0.2,30.0
3363,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.541666666666666,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,46.92565803875135,35.501045240010285,,tomato_salad,1,0.2,30.0
3364,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.5833333333333326,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,48.04557224974724,36.05628587253818,,tomato_salad,1,0.2,30.0
3365,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.624999999999999,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,49.165486460743125,36.61152650506608,,tomato_salad,1,0.2,30.0
3366,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.6666666666666656,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,50.28540067173901,37.16676713759398,,tomato_salad,1,0.2,30.0
3367,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.708333333333332,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,51.4053148827349,37.72200777012188,,tomato_salad,1,0.2,30.0
3368,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.7499999999999987,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,52.52522909373011,38.277248402649775,,tomato_salad,1,0.2,30.0
3369,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.791666666666665,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,53.64514330472529,38.83248903517767,,tomato_salad,1,0.2,30.0
3370,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8333333333333317,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,54.765057515720464,39.387729667705635,,tomato_salad,1,0.2,30.0
3371,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.8749999999999982,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,55.894076197699064,39.90462161699375,,tomato_salad,1,0.2,30.0
3372,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9166666666666647,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,57.14405427988601,39.91202391752202,,tomato_salad,1,0.2,30.0
3373,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,58.39403236207295,39.91942621805029,,tomato_salad,1,0.2,30.0
3374,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.999999999999998,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,59.64401044425989,39.92682851857856,,tomato_salad,1,0.2,30.0
3375,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.0416666666666643,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,60.89398852644683,39.93423081910683,,tomato_salad,1,0.2,30.0
3376,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.083333333333331,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,62.143966608633775,39.9416331196351,,tomato_salad,1,0.2,30.0
3377,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.1249999999999973,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,63.39394469082072,39.94903542016337,,tomato_salad,1,0.2,30.0
3378,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,64.64392277300766,39.95643772069164,,tomato_salad,1,0.2,30.0
3379,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2083333333333304,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,65.8939008551946,39.96384002121992,,tomato_salad,1,0.2,30.0
3380,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.249999999999997,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,67.14387893738154,39.97124232174855,,tomato_salad,1,0.2,30.0
3381,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,68.39385701956849,39.97864462227717,,tomato_salad,1,0.2,30.0
3382,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.33333333333333,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,69.64383510175543,39.986046922805805,,tomato_salad,1,0.2,30.0
3383,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.3749999999999964,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,70.89381318394237,39.99344922333443,,tomato_salad,1,0.2,30.0
3384,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.416666666666663,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,72.046368773206,40.23606985411024,,tomato_salad,1,0.2,30.0
3385,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.4583333333333295,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,72.93552280752881,41.114651155554355,,tomato_salad,1,0.2,30.0
3386,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.499999999999996,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,73.82467684185163,41.99323245699847,,tomato_salad,1,0.2,30.0
3387,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.5416666666666625,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,74.71383087617444,42.871813758442585,,tomato_salad,1,0.2,30.0
3388,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.583333333333329,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,75.60298491049726,43.7503950598867,,tomato_salad,1,0.2,30.0
3389,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,76.49213894482007,44.628976361330814,,tomato_salad,1,0.2,30.0
3390,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,77.38129297914288,45.50755766277493,,tomato_salad,1,0.2,30.0
3391,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.7083333333333286,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,78.2704470134657,46.38613896421904,,tomato_salad,1,0.2,30.0
3392,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,79.15960104778851,47.26472026566316,,tomato_salad,1,0.2,30.0
3393,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.7916666666666616,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,80.04875508211133,48.14330156710749,,tomato_salad,1,0.2,30.0
3394,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.833333333333328,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,80.93790911643414,49.02188286855218,,tomato_salad,1,0.2,30.0
3395,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,81.82706315075696,49.90046416999687,,tomato_salad,1,0.2,30.0
3396,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,82.71621718507977,50.77904547144156,,tomato_salad,1,0.2,30.0
3397,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,83.60537121940258,51.65762677288625,,tomato_salad,1,0.2,30.0
3398,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,84.4945252537254,52.53620807433094,,tomato_salad,1,0.2,30.0
3399,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,85.38367928804821,53.414789375775634,,tomato_salad,1,0.2,30.0
3400,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,86.27283332237103,54.293370677220324,,tomato_salad,1,0.2,30.0
3401,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,87.16198735669384,55.17195197866501,,tomato_salad,1,0.2,30.0
3402,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,88.0,56.0,,tomato_salad,1,0.2,30.0
3403,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,88.0,56.0,,,2,0.2,30.0
3404,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,88.0,56.0,,,2,0.2,30.0
3405,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,88.0,56.0,,,2,0.2,30.0
3406,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,88.0,56.0,,,2,0.2,30.0
3407,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,88.0,56.0,,,2,0.2,30.0
3408,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,88.0,56.0,,,2,0.2,30.0
3409,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,88.0,56.0,,,2,0.2,30.0
3410,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.916666666666661,3,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,1,1.0,12.0,88.0,56.0,,,2,0.2,30.0
