tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,44322547ba68e2ec_score,player_5648aa27_x,player_5648aa27_y,player_5648aa27_move_target,player_5648aa27_item,player_5648aa27_score,player_5648aa27_cut_speed,player_5648aa27_speed,player_bc958fb2_x,player_bc958fb2_y,player_bc958fb2_move_target,player_bc958fb2_item,player_bc958fb2_score,player_bc958fb2_cut_speed,player_bc958fb2_speed
1163,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1164,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1165,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1166,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1167,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1168,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1169,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1170,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1171,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1172,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1173,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.64644660940678,24.35355339059322,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1174,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.29289321881356,24.70710678118644,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1175,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.93933982822034,25.06066017177966,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1176,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.58578643762712,25.41421356237288,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1177,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.2322330470339,25.7677669529661,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1178,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.87867965644068,26.12132034355932,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1179,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.52512626584746,26.47487373415254,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1180,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.17157287525424,26.828427124745758,,plate,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1181,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.81801948466102,27.181980515338978,,plate,0,1.0,12.0,56.0,73.25000000000028,,,0,0.2,30.0
1182,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.4644660940678,27.535533905932198,,plate,0,1.0,12.0,56.0,74.50000000000057,,,0,0.2,30.0
1183,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.11091270347458,27.889087296525418,,plate,0,1.0,12.0,56.0,75.75000000000085,,,0,0.2,30.0
1184,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.75735931288136,28.242640687118637,,plate,0,1.0,12.0,56.0,77.00000000000114,,,0,0.2,30.0
1185,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.40380592228814,28.596194077711857,,plate,0,1.0,12.0,56.0,78.25000000000142,,,0,0.2,30.0
1186,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.05025253169492,28.949747468305077,,plate,0,1.0,12.0,56.0,79.5000000000017,,,0,0.2,30.0
1187,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.6966991411017,29.303300858898297,,plate,0,1.0,12.0,56.0,80.75000000000199,,,0,0.2,30.0
1188,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.34314575050848,29.656854249491516,,plate,0,1.0,12.0,56.0,82.00000000000227,,,0,0.2,30.0
1189,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.98959235991526,30.010407640084736,,plate,0,1.0,12.0,56.0,83.25000000000256,,,0,0.2,30.0
1190,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.63603896932204,30.363961030677956,,plate,0,1.0,12.0,56.0,84.50000000000284,,,0,0.2,30.0
1191,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.28248557872882,30.717514421271176,,plate,0,1.0,12.0,56.0,85.75000000000313,,,0,0.2,30.0
1192,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.9289321881356,31.071067811864395,,plate,0,1.0,12.0,56.0,87.00000000000341,,,0,0.2,30.0
1193,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.57537879754238,31.424621202457615,,plate,0,1.0,12.0,55.68378443342246,88.12016826116314,,,0,0.2,30.0
1194,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.22182540694916,31.778174593050835,,plate,0,1.0,12.0,54.80540785959596,89.0095245421619,,,0,0.2,30.0
1195,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.86827201635595,32.131727983644055,,plate,0,1.0,12.0,53.92703128576946,89.89888082316065,,,0,0.2,30.0
1196,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.51471862576273,32.485281374237275,,plate,0,1.0,12.0,53.04865471194296,90.7882371041594,,,0,0.2,30.0
1197,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.1611652351695,32.838834764830494,,plate,0,1.0,12.0,52.17027813811646,91.67759338515816,,,0,0.2,30.0
1198,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.80761184457629,33.192388155423714,,plate,0,1.0,12.0,51.29190156428996,92.56694966615692,,,0,0.2,30.0
1199,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.45405845398307,33.545941546016934,,plate,0,1.0,12.0,50.41352499046346,93.45630594715567,,,0,0.2,30.0
1200,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.10050506338985,33.899494936610154,,plate,0,1.0,12.0,49.53514841663696,94.34566222815442,,,0,0.2,30.0
1201,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.74695167279663,34.25304832720337,,plate,0,1.0,12.0,48.65677184281046,95.23501850915318,,,0,0.2,30.0
1202,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.3933982822034,34.60660171779659,,plate,0,1.0,12.0,47.77839526898396,96.12437479015193,,,0,0.2,30.0
1203,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.03984489161019,34.96015510838981,,plate,0,1.0,12.0,46.900018695157456,97.01373107115069,,,0,0.2,30.0
1204,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.68629150101697,35.31370849898303,,plate,0,1.0,12.0,46.021642121330956,97.90308735214998,,,0,0.2,30.0
1205,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.33273811042375,35.66726188957625,,plate,0,1.0,12.0,45.143265547504456,98.79244363314967,,,0,0.2,30.0
1206,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.97918471983053,36.02081528016947,,plate,0,1.0,12.0,44.264888973677955,99.68179991414935,,,0,0.2,30.0
1207,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.62563132923731,36.37436867076269,,plate,0,1.0,12.0,43.386512399851455,100.57115619514904,,,0,0.2,30.0
1208,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.27207793864409,36.72792206135591,,plate,0,1.0,12.0,42.508135826024954,101.46051247614872,,,0,0.2,30.0
1209,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.91852454805087,37.08147545194913,,plate,0,1.0,12.0,41.629759252198454,102.34986875714841,,,0,0.2,30.0
1210,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.56497115745765,37.43502884254235,,plate,0,1.0,12.0,40.751382678371954,103.23922503814809,,,0,0.2,30.0
1211,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.21141776686443,37.78858223313557,,plate,0,1.0,12.0,39.867259497346396,103.49402419263647,,,0,0.2,30.0
1212,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.85786437627121,38.14213562372879,,plate,0,1.0,12.0,38.972920125744736,102.62072178888253,,,0,0.2,30.0
1213,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.50431098567799,38.49568901432201,,plate,0,1.0,12.0,38.078580754143076,101.7474193851286,,,0,0.2,30.0
1214,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.15075759508477,38.84924240491523,,plate,0,1.0,12.0,37.184241382541416,100.87411698137466,,,0,0.2,30.0
1215,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.79720420449155,39.20279579550845,,plate,0,1.0,12.0,36.289902010939755,100.00081457762072,,,0,0.2,30.0
1216,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.44365081389833,39.55634918610167,,plate,0,1.0,12.0,35.395562639338095,99.12751217386678,,,0,0.2,30.0
1217,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.19778838398426,39.95528924982273,,plate,0,1.0,12.0,34.501223267736435,98.25420977011284,,,0,0.2,30.0
1218,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.19162518913024,40.45525126340897,,plate,0,1.0,12.0,33.606883896134775,97.3809073663589,,,0,0.2,30.0
1219,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.18546199427621,40.95521327699521,,plate,0,1.0,12.0,32.712544524533115,96.50760496260496,,,0,0.2,30.0
1220,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.17929879942218,41.45517529058145,,plate,0,1.0,12.0,31.818205152931455,95.63430255885102,,,0,0.2,30.0
1221,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.17313560456816,41.95513730416769,,plate,0,1.0,12.0,30.923865781329795,94.76100015509708,,,0,0.2,30.0
1222,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.16697240971413,42.455099317753934,,plate,0,1.0,12.0,30.029526409728135,93.88769775134314,,,0,0.2,30.0
1223,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.16080921486011,42.955061331340175,,plate,0,1.0,12.0,29.135187038126475,93.0143953475892,,,0,0.2,30.0
1224,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.15464602000641,43.45502334492642,,plate,0,1.0,12.0,28.240847666524814,92.14109294383526,,,0,0.2,30.0
1225,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.1484828251531,43.95498535851266,,plate,0,1.0,12.0,27.346508294923503,91.26779054008132,,,0,0.2,30.0
1226,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.14231963029978,44.4549473720989,,plate,0,1.0,12.0,26.452168923322198,90.39448813632708,,,0,0.2,30.0
1227,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.13615643544647,44.95490938568514,,plate,0,1.0,12.0,25.557829551720893,89.5211857325725,,,0,0.2,30.0
1228,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.12999324059315,45.45487139927138,,plate,0,1.0,12.0,24.663490180119588,88.64788332881794,,,0,0.2,30.0
1229,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.12383004573984,45.954833412857624,,plate,0,1.0,12.0,24.191082033044587,87.59381111981276,,,0,0.2,30.0
1230,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.11766685088652,46.454795426443866,,plate,0,1.0,12.0,24.175766045873083,86.34390495511929,,,0,0.2,30.0
1231,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.11150365603321,46.95475744003011,,plate,0,1.0,12.0,24.160450058701578,85.09399879042581,,,0,0.2,30.0
1232,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.10534046117989,47.45471945361635,,plate,0,1.0,12.0,24.145134071530073,83.84409262573234,,,0,0.2,30.0
1233,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.09917726632658,47.95468146720259,,plate,0,1.0,12.0,24.12981808435857,82.59418646103887,,,0,0.2,30.0
1234,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.09301407147326,48.45464348078883,,plate,0,1.0,12.0,24.114502097187064,81.3442802963454,,,0,0.2,30.0
1235,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.08685087661995,48.95460549437507,,plate,0,1.0,12.0,24.09918611001556,80.09437413165193,,,0,0.2,30.0
1236,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.08068768176663,49.454567507961315,,plate,0,1.0,12.0,24.083870122844193,78.84446796695846,,,0,0.2,30.0
1237,0,1,,0,2,tomato,2.124999999999995,2,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.07452448691332,49.954529521547556,,plate,0,1.0,12.0,24.068554135672855,77.59456180226499,,,0,0.2,30.0
