tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,9c2d16dc53c9368b_score,player_6683992a_x,player_6683992a_y,player_6683992a_move_target,player_6683992a_item,player_6683992a_score,player_6683992a_cut_speed,player_6683992a_speed,player_3858f46f_x,player_3858f46f_y,player_3858f46f_move_target,player_3858f46f_item,player_3858f46f_score,player_3858f46f_cut_speed,player_3858f46f_speed
3721,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,24.0,37.75000000000085,,tomato_cut,1,1.0,30.0
3722,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,24.0,39.00000000000114,,tomato_cut,1,1.0,30.0
3723,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,24.31621556657754,40.120168261161126,,tomato_cut,1,1.0,30.0
3724,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,25.19459214040404,41.00952454216059,,tomato_cut,1,1.0,30.0
3725,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,26.07296871423054,41.898880823160056,,tomato_cut,1,1.0,30.0
3726,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,26.95134528805704,42.78823710415952,,tomato_cut,1,1.0,30.0
3727,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,27.82972186188354,43.677593385158985,,tomato_cut,1,1.0,30.0
3728,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,28.708098435710042,44.56694966615845,,tomato_cut,1,1.0,30.0
3729,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,29.586475009536542,45.456305947157915,,tomato_cut,1,1.0,30.0
3730,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,30.464851583363043,46.34566222815738,,tomato_cut,1,1.0,30.0
3731,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,31.343228157189543,47.235018509156845,,tomato_cut,1,1.0,30.0
3732,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,32.22160473101604,48.12437479015631,,tomato_cut,1,1.0,30.0
3733,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,33.099981304842544,49.013731071155775,,tomato_cut,1,1.0,30.0
3734,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,33.978357878669044,49.90308735215493,,tomato_cut,1,1.0,30.0
3735,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,34.856734452495544,50.79244363315389,,tomato_cut,1,1.0,30.0
3736,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,35.735111026322045,51.681799914152855,,tomato_cut,1,1.0,30.0
3737,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,36.613487600148545,52.571156195151815,,tomato_cut,1,1.0,30.0
3738,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,37.491864173975046,53.46051247615078,,tomato_cut,1,1.0,30.0
3739,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,56.0,,,4,1.0,30.0,38.370240747801546,54.34986875714975,,tomato_cut,1,1.0,30.0
3740,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,54.749999999999716,,,4,1.0,30.0,39.248617321628046,55.23922503814871,,tomato_cut,1,1.0,30.0
3741,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,plate,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,53.49999999999943,,,4,1.0,30.0,40.0,56.0,,tomato_cut,1,1.0,30.0
3742,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,52.24999999999915,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3743,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,50.99999999999886,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3744,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,49.74999999999858,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3745,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,48.499999999998295,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3746,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,47.24999999999801,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3747,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,45.999999999997726,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3748,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,44.74999999999744,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3749,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,43.49999999999716,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3750,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,42.249999999996874,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3751,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.99999999999659,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3752,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3753,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3754,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3755,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3756,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3757,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3758,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3759,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3760,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,56.0,,,1,1.0,30.0
3761,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,57.250000000000284,,,1,1.0,30.0
3762,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,58.50000000000057,,,1,1.0,30.0
3763,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,59.75000000000085,,,1,1.0,30.0
3764,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,61.00000000000114,,,1,1.0,30.0
3765,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,62.25000000000142,,,1,1.0,30.0
3766,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,63.500000000001705,,,1,1.0,30.0
3767,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,64.75000000000199,,,1,1.0,30.0
3768,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,66.00000000000227,,,1,1.0,30.0
3769,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,67.25000000000256,,,1,1.0,30.0
3770,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,68.50000000000284,,,1,1.0,30.0
3771,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,69.75000000000313,,,1,1.0,30.0
3772,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,71.00000000000341,,,1,1.0,30.0
3773,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,72.2500000000037,,,1,1.0,30.0
3774,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,73.50000000000398,,,1,1.0,30.0
3775,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,74.75000000000426,,,1,1.0,30.0
3776,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,76.00000000000455,,,1,1.0,30.0
3777,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,77.25000000000483,,,1,1.0,30.0
3778,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,78.50000000000512,,,1,1.0,30.0
3779,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,79.7500000000054,,,1,1.0,30.0
3780,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,81.00000000000568,,,1,1.0,30.0
3781,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,82.25000000000597,,,1,1.0,30.0
3782,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,83.50000000000625,,,1,1.0,30.0
3783,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,40.0,,,4,1.0,30.0,40.0,84.75000000000654,,,1,1.0,30.0
3784,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,73.25000000000028,40.0,,,4,1.0,30.0,40.0,86.00000000000682,,,1,1.0,30.0
3785,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,74.50000000000057,40.0,,,4,1.0,30.0,40.0,87.2500000000071,,,1,1.0,30.0
3786,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,75.75000000000085,40.0,,,4,1.0,30.0,40.0,88.0,,,1,1.0,30.0
3787,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,77.00000000000114,40.0,,,4,1.0,30.0,40.0,88.0,,tomato,1,1.0,30.0
3788,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,78.25000000000142,40.0,,,4,1.0,30.0,40.0,88.0,,tomato,1,1.0,30.0
3789,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,79.5000000000017,40.0,,,4,1.0,30.0,40.0,88.0,,tomato,1,1.0,30.0
3790,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,,3,3,tomato_salad,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,80.75000000000199,40.0,,,4,1.0,30.0,40.0,88.0,,tomato,1,1.0,30.0
