tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7572ead2611e3f46_score,player_12bc0d7b_x,player_12bc0d7b_y,player_12bc0d7b_move_target,player_12bc0d7b_item,player_12bc0d7b_score,player_12bc0d7b_cut_speed,player_12bc0d7b_speed,player_71c8c65e_x,player_71c8c65e_y,player_71c8c65e_move_target,player_71c8c65e_item,player_71c8c65e_score,player_71c8c65e_cut_speed,player_71c8c65e_speed
3679,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato,2.974999999999992,2,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.83592550788563,48.922186361603195,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3680,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato,2.9833333333333254,2,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.19161379098483,49.27359188982703,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3681,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato,2.9916666666666587,2,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.54730207408403,49.62499741805087,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3682,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato,2.999999999999992,2,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.90299035718323,49.9764029462747,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3683,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.0083333333333253,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.25867864028243,50.32780847449854,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3684,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.0166666666666586,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.61436692338162,50.679214002722375,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3685,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.024999999999992,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.97005520648082,51.03061953094621,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3686,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.033333333333325,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.32574348958002,51.38202505917005,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3687,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.0416666666666585,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.68143177267922,51.73343058739388,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3688,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.049999999999992,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.03712005577842,52.08483611561772,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3689,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.058333333333325,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.39280833887761,52.436241643841555,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3690,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.0666666666666584,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.74849662197681,52.78764717206539,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3691,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.0749999999999917,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.10418490507601,53.13905270028923,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3692,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.083333333333325,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.45987318817521,53.49045822851306,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3693,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.0916666666666583,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.8155614712744,53.8418637567369,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3694,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.0999999999999917,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.1712497543736,54.193269284960735,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3695,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.108333333333325,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.5269380374728,54.54467481318457,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3696,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.1166666666666583,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.88262632057193,54.89608034140841,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3697,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.1249999999999916,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.23831460367016,55.24748586963224,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3698,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.133333333333325,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.59400288676841,55.59889139785608,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3699,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.141666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3700,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.1499999999999915,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3701,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.1583333333333248,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3702,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.166666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3703,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3704,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.1833333333333247,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3705,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.191666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3706,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.1999999999999913,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3707,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.2083333333333246,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3708,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.216666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3709,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.224999999999991,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3710,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.2333333333333245,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3711,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3712,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3713,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3714,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,tomato_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3715,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3716,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3717,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3718,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3719,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3720,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3721,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3722,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3723,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3724,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3725,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3726,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3727,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3728,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3729,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3730,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3731,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3732,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3733,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3734,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3735,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3736,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3737,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3738,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,55.499999999999744,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3739,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,54.99999999999949,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3740,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,54.49999999999923,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3741,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,53.99999999999898,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3742,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,53.49999999999872,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3743,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,52.999999999998465,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3744,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,52.49999999999821,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3745,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,51.999999999997954,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3746,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,51.4999999999977,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3747,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,50.99999999999744,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3748,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,50.499999999997186,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3749,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,49.99999999999693,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3750,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,49.499999999996675,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3751,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,48.99999999999642,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3752,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,48.49999999999616,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
3753,0,1,,0,2,None_cut,3.2666666666666577,3,0,3,None_cut,3.241666666666658,3,2,2,,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,47.99999999999591,,,3,1.0,12.0,24.0,56.0,,tomato_cut,1,0.2,30.0
