tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,58e9e9f570f4251a_score,player_ebe5180b_x,player_ebe5180b_y,player_ebe5180b_move_target,player_ebe5180b_item,player_ebe5180b_score,player_ebe5180b_cut_speed,player_ebe5180b_speed,player_af70662e_x,player_af70662e_y,player_af70662e_move_target,player_af70662e_item,player_af70662e_score,player_af70662e_cut_speed,player_af70662e_speed
3560,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.19283009114524,65.78047049569014,,plate,4,1.0,12.0,40.4999999999892,24.0,,tomato,1,0.2,30.0
3561,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.3307697746586,65.29987436200591,,plate,4,1.0,12.0,39.52408922643008,24.66756619610841,,tomato,1,0.2,30.0
3562,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.46870945817197,64.81927822832168,,plate,4,1.0,12.0,38.634732945431324,25.545942769935266,,tomato,1,0.2,30.0
3563,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.60664914168534,64.33868209463745,,plate,4,1.0,12.0,37.74537666443257,26.42431934376212,,tomato,1,0.2,30.0
3564,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.7445888251987,63.85808596095322,,plate,4,1.0,12.0,36.856020383433815,27.302695917588977,,tomato,1,0.2,30.0
3565,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.88252850871207,63.37748982726899,,plate,4,1.0,12.0,35.96666410243506,28.181072491415833,,tomato,1,0.2,30.0
3566,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.02046819222544,62.89689369358476,,plate,4,1.0,12.0,35.07730782143631,29.05944906524269,,tomato,1,0.2,30.0
3567,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.1584078757388,62.41629755990053,,plate,4,1.0,12.0,34.18795154043755,29.937825639069217,,tomato,1,0.2,30.0
3568,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.29634755925217,61.9357014262163,,plate,4,1.0,12.0,33.2985952594388,30.816202212895718,,tomato,1,0.2,30.0
3569,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.43428724276554,61.45510529253207,,plate,4,1.0,12.0,32.409238978440044,31.694578786722218,,tomato,1,0.2,30.0
3570,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.5722269262789,60.97450915884784,,plate,4,1.0,12.0,31.519882697441098,32.57295536054872,,tomato,1,0.2,30.0
3571,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.71016660979227,60.49391302516361,,plate,4,1.0,12.0,30.630526416441988,33.45133193437522,,tomato,1,0.2,30.0
3572,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.76586776530961,60.99080071999401,,plate,4,1.0,12.0,29.74117013544288,34.32970850820172,,tomato,1,0.2,30.0
3573,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.82156892082695,61.48768841482442,,plate,4,1.0,12.0,28.85181385444377,35.20808508202822,,tomato,1,0.2,30.0
3574,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.87727007634429,61.984576109654824,,plate,4,1.0,12.0,27.96245757344466,36.08646165585472,,tomato,1,0.2,30.0
3575,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.93297123186163,62.48146380448523,,plate,4,1.0,12.0,27.07310129244555,36.96483822968122,,tomato,1,0.2,30.0
3576,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.98867238737897,62.978351499315636,,plate,4,1.0,12.0,26.183745011446586,37.84321480350772,,tomato,1,0.2,30.0
3577,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.04437354289631,63.47523919414604,,plate,4,1.0,12.0,25.29438873044783,38.72159137733434,,tomato,1,0.2,30.0
3578,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.10007469841365,63.97212688897645,,plate,4,1.0,12.0,24.405032449449077,39.59996795116105,,tomato,1,0.2,30.0
3579,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.15577585393056,64.46901458380752,,plate,4,1.0,12.0,24.180345212483438,40.76071181261251,,tomato,1,0.2,30.0
3580,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.21147700944725,64.96590227863864,,plate,4,1.0,12.0,24.16555346310733,42.01062429120863,,tomato,1,0.2,30.0
3581,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.26717816496394,65.46278997346975,,plate,4,1.0,12.0,24.150761713731224,43.260536769804744,,tomato,1,0.2,30.0
3582,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.32287932048062,65.95967766830087,,plate,4,1.0,12.0,24.135969964355116,44.51044924840086,,tomato,1,0.2,30.0
3583,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.3785804759973,66.45656536313199,,plate,4,1.0,12.0,24.121178214979007,45.760361726996976,,tomato,1,0.2,30.0
3584,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.43428163151398,66.9534530579631,,plate,4,1.0,12.0,24.1063864656029,47.01027420559309,,tomato,1,0.2,30.0
3585,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.48998278703067,67.45034075279422,,plate,4,1.0,12.0,24.09159471622679,48.26018668418921,,tomato,1,0.2,30.0
3586,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.54568394254736,67.94722844762533,,plate,4,1.0,12.0,24.076802966850682,49.51009916278532,,tomato,1,0.2,30.0
3587,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.60138509806403,68.44411614245645,,plate,4,1.0,12.0,24.062011217474577,50.76001164138144,,tomato,1,0.2,30.0
3588,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.65708625358072,68.94100383728757,,plate,4,1.0,12.0,24.04721946809847,52.009924119977555,,tomato,1,0.2,30.0
3589,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.7127874090974,69.43789153211868,,plate,4,1.0,12.0,24.03242771872236,53.25983659857367,,tomato,1,0.2,30.0
3590,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.76848856461407,69.9347792269498,,plate,4,1.0,12.0,24.01763596934625,54.509749077169786,,tomato,1,0.2,30.0
3591,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.82418972013076,70.43166692178092,,plate,4,1.0,12.0,24.002844219970143,55.7596615557659,,tomato,1,0.2,30.0
3592,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.87989087564745,70.92855461661203,,plate,4,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3593,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.93559203116413,71.42544231144315,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3594,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.008333333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.89365159846986,71.88850534514974,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3595,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.016666666666666666,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.5425128031076,72.244456951962,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3596,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.025,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.19137400774534,72.60040855877425,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3597,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.03333333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.84023521238308,72.9563601655865,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3598,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.041666666666666664,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.48909641702082,73.31231177239876,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3599,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.049999999999999996,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.13795762165856,73.66826337921101,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3600,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.05833333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.7868188262963,74.02421498602327,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3601,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.06666666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.43568003093404,74.38016659283552,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3602,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.075,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.08454123557178,74.73611819964778,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3603,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.08333333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.73340244020952,75.09206980646003,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3604,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.09166666666666666,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.38226364484726,75.44802141327229,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3605,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.09999999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.031124849485,75.80397302008454,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3606,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.10833333333333332,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.67998605412274,76.1599246268968,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3607,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.11666666666666665,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.32884725876048,76.51587623370905,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3608,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.12499999999999999,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.97770846339822,76.8718278405213,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3609,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.13333333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.62656966803596,77.22777944733356,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3610,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.14166666666666666,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.2754308726737,77.58373105414582,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3611,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.15,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.92429207731143,77.93968266095807,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3612,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.15833333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.57315328194917,78.29563426777032,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3613,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.16666666666666666,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.22201448658691,78.65158587458258,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3614,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.175,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.87087569122465,79.00753748139483,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3615,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.18333333333333332,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.5197368958624,79.36348908820709,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3616,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.19166666666666665,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.16859810050013,79.71944069501934,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3617,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.19999999999999998,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.81745930513824,80.0753923018316,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3618,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.20833333333333331,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.46632050977669,80.43134390864385,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3619,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.21666666666666665,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.115181714415144,80.78729551545611,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3620,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.22499999999999998,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.764042919053594,81.14324712226836,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3621,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.2333333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.412904123692044,81.49919872908062,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3622,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.24166666666666664,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.061765328330495,81.85515033589287,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3623,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.71062653296873,82.21110194270513,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3624,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.35948773760647,82.56705354951738,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3625,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.00834894224421,82.92300515632964,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3626,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.65721014688195,83.27895676314189,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3627,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.30607135151969,83.63490836995415,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3628,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.2583333333333333,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.95493255615743,83.9908599767664,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3629,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.26666666666666666,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.60379376079517,84.34681158357866,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3630,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.275,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.25265496543291,84.70276319039091,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3631,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.2833333333333334,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.90151617007065,85.05871479720273,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3632,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.2833333333333334,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.55037737470839,85.41466640401453,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3633,0,1,,0,2,None_cut,3.54999999999999,3,0,3,tomato,0.2833333333333334,0,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.19923857934613,85.77061801082633,,plate,4,1.0,12.0,24.0,56.0,,,1,0.2,30.0
