tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3fc89469020d06c7_score,player_d5c14510_x,player_d5c14510_y,player_d5c14510_move_target,player_d5c14510_item,player_d5c14510_score,player_d5c14510_cut_speed,player_d5c14510_speed,player_d3b6e05f_x,player_d3b6e05f_y,player_d3b6e05f_move_target,player_d3b6e05f_item,player_d3b6e05f_score,player_d3b6e05f_cut_speed,player_d3b6e05f_speed
4033,0,1,,0,2,tomato,2.499999999999994,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.5,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4034,0,1,,0,2,tomato,2.508333333333327,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.00000000000045,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4035,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.50000000000091,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4036,0,1,,0,2,tomato,2.5249999999999937,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.00000000000136,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4037,0,1,,0,2,tomato,2.533333333333327,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.50000000000182,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4038,0,1,,0,2,tomato,2.5416666666666603,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.00000000000227,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4039,0,1,,0,2,tomato,2.5499999999999936,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.50000000000273,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4040,0,1,,0,2,tomato,2.558333333333327,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.00000000000318,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4041,0,1,,0,2,tomato,2.56666666666666,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.50000000000364,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4042,0,1,,0,2,tomato,2.5749999999999935,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.00000000000409,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4043,0,1,,0,2,tomato,2.583333333333327,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.50000000000384,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4044,0,1,,0,2,tomato,2.59166666666666,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.00000000000358,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4045,0,1,,0,2,tomato,2.5999999999999934,2,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4046,0,1,,0,2,tomato,2.6083333333333267,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4047,0,1,,0,2,tomato,2.61666666666666,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4048,0,1,,0,2,tomato,2.6249999999999933,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4049,0,1,,0,2,tomato,2.6333333333333266,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4050,0,1,,0,2,tomato,2.64166666666666,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4051,0,1,,0,2,tomato,2.6499999999999932,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4052,0,1,,0,2,tomato,2.6583333333333266,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4053,0,1,,0,2,tomato,2.66666666666666,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4054,0,1,,0,2,tomato,2.674999999999993,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4055,0,1,,0,2,tomato,2.6833333333333265,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4056,0,1,,0,2,tomato,2.6916666666666598,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4057,0,1,,0,2,tomato,2.699999999999993,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4058,0,1,,0,2,tomato,2.7083333333333264,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4059,0,1,,0,2,tomato,2.7166666666666597,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4060,0,1,,0,2,tomato,2.724999999999993,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4061,0,1,,0,2,tomato,2.7333333333333263,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4062,0,1,,0,2,tomato,2.7416666666666596,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4063,0,1,,0,2,tomato,2.749999999999993,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4064,0,1,,0,2,tomato,2.758333333333326,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4065,0,1,,0,2,tomato,2.7666666666666595,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4066,0,1,,0,2,tomato,2.774999999999993,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4067,0,1,,0,2,tomato,2.783333333333326,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4068,0,1,,0,2,tomato,2.7916666666666594,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4069,0,1,,0,2,tomato,2.7999999999999927,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4070,0,1,,0,2,tomato,2.808333333333326,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4071,0,1,,0,2,tomato,2.8166666666666593,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4072,0,1,,0,2,tomato,2.8249999999999926,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4073,0,1,,0,2,tomato,2.833333333333326,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4074,0,1,,0,2,tomato,2.8416666666666592,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4075,0,1,,0,2,tomato,2.8499999999999925,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4076,0,1,,0,2,tomato,2.858333333333326,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4077,0,1,,0,2,tomato,2.866666666666659,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.500000000000256,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4078,0,1,,0,2,tomato,2.8749999999999925,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.00000000000051,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4079,0,1,,0,2,tomato,2.8833333333333258,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,57.50000000000077,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4080,0,1,,0,2,tomato,2.891666666666659,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.00000000000102,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4081,0,1,,0,2,tomato,2.8999999999999924,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,58.50000000000128,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4082,0,1,,0,2,tomato,2.9083333333333257,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.000000000001535,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4083,0,1,,0,2,tomato,2.916666666666659,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,59.50000000000179,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4084,0,1,,0,2,tomato,2.9249999999999923,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.000000000002046,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4085,0,1,,0,2,tomato,2.9333333333333256,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,60.5000000000023,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4086,0,1,,0,2,tomato,2.941666666666659,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.00000000000256,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4087,0,1,,0,2,tomato,2.949999999999992,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,61.500000000002814,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4088,0,1,,0,2,tomato,2.9583333333333255,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.00000000000307,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4089,0,1,,0,2,tomato,2.966666666666659,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,62.500000000003325,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4090,0,1,,0,2,tomato,2.974999999999992,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.00000000000358,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4091,0,1,,0,2,tomato,2.9833333333333254,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,63.50000000000384,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4092,0,1,,0,2,tomato,2.9916666666666587,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.00000000000409,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4093,0,1,,0,2,tomato,2.999999999999992,2,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,64.50000000000364,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4094,0,1,,0,2,tomato_cut,3.0083333333333253,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.00000000000318,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4095,0,1,,0,2,tomato_cut,3.0166666666666586,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,65.50000000000273,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4096,0,1,,0,2,tomato_cut,3.024999999999992,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.00000000000227,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4097,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,66.50000000000182,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4098,0,1,,0,2,tomato_cut,3.0416666666666585,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.00000000000136,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4099,0,1,,0,2,tomato_cut,3.049999999999992,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,67.50000000000091,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4100,0,1,,0,2,tomato_cut,3.058333333333325,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.00000000000045,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4101,0,1,,0,2,tomato_cut,3.0666666666666584,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.5,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4102,0,1,,0,2,tomato_cut,3.0749999999999917,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,68.99999999999955,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4103,0,1,,0,2,tomato_cut,3.083333333333325,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,69.49999999999909,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4104,0,1,,0,2,tomato_cut,3.0916666666666583,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,69.99999999999864,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4105,0,1,,0,2,tomato_cut,3.0999999999999917,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,70.49999999999818,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4106,0,1,,0,2,tomato_cut,3.108333333333325,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,70.99999999999773,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4107,0,1,,0,2,tomato_cut,3.1166666666666583,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,71.49999999999727,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4108,0,1,,0,2,tomato_cut,3.1249999999999916,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,tomato_cut,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
4109,0,1,,0,2,tomato_cut,3.133333333333325,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,72.0,,,2,1.0,12.0,24.0,40.0,,,2,0.2,30.0
