tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2786ff28a0756a81_score,player_0c11c6d9_x,player_0c11c6d9_y,player_0c11c6d9_move_target,player_0c11c6d9_item,player_0c11c6d9_score,player_0c11c6d9_cut_speed,player_0c11c6d9_speed,player_14995000_x,player_14995000_y,player_14995000_move_target,player_14995000_item,player_14995000_score,player_14995000_cut_speed,player_14995000_speed
3011,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.99263894456408,65.57962713659555,,,0,1.0,12.0,72.0,25.24999999999993,,tomato,3,0.2,30.0
3012,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.22425982558653,65.13651116139818,,,0,1.0,12.0,72.0,26.499999999999858,,tomato,3,0.2,30.0
3013,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.45588070660898,64.6933951862008,,,0,1.0,12.0,72.0,27.749999999999787,,tomato,3,0.2,30.0
3014,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.68750158763143,64.25027921100343,,,0,1.0,12.0,72.0,28.999999999999716,,tomato,3,0.2,30.0
3015,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.91912246865371,63.80716323580637,,,0,1.0,12.0,72.0,30.249999999999645,,tomato,3,0.2,30.0
3016,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.15074334967579,63.36404726060971,,,0,1.0,12.0,72.0,31.499999999999574,,tomato,3,0.2,30.0
3017,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.38236423069787,62.92093128541305,,,0,1.0,12.0,72.0,32.749999999999716,,tomato,3,0.2,30.0
3018,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.61398511171996,62.477815310216386,,,0,1.0,12.0,72.0,34.0,,tomato,3,0.2,30.0
3019,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.84560599274204,62.034699335019724,,,0,1.0,12.0,72.0,35.250000000000284,,tomato,3,0.2,30.0
3020,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.07722687376412,61.59158335982306,,,0,1.0,12.0,72.0,36.50000000000057,,tomato,3,0.2,30.0
3021,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.30884775478619,61.1484673846264,,,0,1.0,12.0,72.0,37.75000000000085,,tomato,3,0.2,30.0
3022,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.54046863580827,60.70535140942974,,,0,1.0,12.0,72.0,39.00000000000114,,tomato,3,0.2,30.0
3023,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.77208951683035,60.26223543423308,,,0,1.0,12.0,72.0,40.25000000000142,,tomato,3,0.2,30.0
3024,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.00371039785243,59.819119459036415,,,0,1.0,12.0,72.0,41.500000000001705,,tomato,3,0.2,30.0
3025,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.2353312788745,59.37600348383975,,,0,1.0,12.0,72.0,42.75000000000199,,tomato,3,0.2,30.0
3026,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.46695215989658,58.93288750864309,,,0,1.0,12.0,72.0,44.000000000002274,,tomato,3,0.2,30.0
3027,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.69857304091866,58.48977153344643,,,0,1.0,12.0,72.0,45.25000000000256,,tomato,3,0.2,30.0
3028,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.93019392194074,58.04665555824977,,,0,1.0,12.0,72.0,46.50000000000284,,tomato,3,0.2,30.0
3029,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.16181480296282,57.603539583053106,,,0,1.0,12.0,72.0,47.750000000003126,,tomato,3,0.2,30.0
3030,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.39343568398489,57.160423607856444,,,0,1.0,12.0,72.0,49.00000000000341,,tomato,3,0.2,30.0
3031,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.62505656500697,56.71730763265978,,,0,1.0,12.0,72.0,50.250000000003695,,tomato,3,0.2,30.0
3032,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.85667744602905,56.27419165746312,,,0,1.0,12.0,72.0,51.50000000000398,,tomato,3,0.2,30.0
3033,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.1886388085424,55.90455165952176,,,0,1.0,12.0,72.0,52.75000000000426,,tomato,3,0.2,30.0
3034,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.54115183593949,55.54996095812666,,,0,1.0,12.0,72.0,54.00000000000455,,tomato,3,0.2,30.0
3035,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.89366486333658,55.195370256731564,,,0,1.0,12.0,72.0,55.25000000000483,,tomato,3,0.2,30.0
3036,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.24617789073368,54.84077955533647,,,0,1.0,12.0,71.50810911865676,56.29803951736466,,tomato,3,0.2,30.0
3037,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.59869091813077,54.48618885394137,,,0,1.0,12.0,70.62973254482955,57.18739579836412,,tomato,3,0.2,30.0
3038,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.95120394552787,54.131598152546275,,,0,1.0,12.0,69.75135597100234,58.07675207936359,,tomato,3,0.2,30.0
3039,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.30371697292496,53.77700745115118,,,0,1.0,12.0,68.87297939717513,58.96610836036305,,tomato,3,0.2,30.0
3040,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.65623000032205,53.42241674975608,,,0,1.0,12.0,67.99460282334792,59.855464641362516,,tomato,3,0.2,30.0
3041,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.00874302771915,53.067826048360985,,,0,1.0,12.0,67.11622624952071,60.74482092236198,,tomato,3,0.2,30.0
3042,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.36125605511624,52.71323534696589,,,0,1.0,12.0,66.2378496756935,61.634177203361446,,tomato,3,0.2,30.0
3043,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.71376908251334,52.35864464557079,,,0,1.0,12.0,65.35947310186661,62.52353348436091,,tomato,3,0.2,30.0
3044,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.06628210991043,52.004053944175695,,,0,1.0,12.0,64.4810965280399,63.412889765360376,,tomato,3,0.2,30.0
3045,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.41879513730753,51.6494632427806,,,0,1.0,12.0,63.6027199542133,64.3022460463596,,tomato,3,0.2,30.0
3046,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.77130816470462,51.2948725413855,,,0,1.0,12.0,62.7243433803868,65.19160232735835,,tomato,3,0.2,30.0
3047,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.12382119210172,50.940281839990405,,,0,1.0,12.0,61.8459668065603,66.08095860835711,,tomato,3,0.2,30.0
3048,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.47633421949881,50.58569113859531,,,0,1.0,12.0,60.9675902327338,66.97031488935586,,tomato,3,0.2,30.0
3049,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.8288472468959,50.23110043720021,,,0,1.0,12.0,60.0892136589073,67.85967117035472,,tomato,3,0.2,30.0
3050,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.181360274293,49.876509735805115,,,0,1.0,12.0,59.2108370850808,68.74902745135441,,tomato,3,0.2,30.0
3051,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.5338733016901,49.52191903441002,,,0,1.0,12.0,58.3324605112543,69.63838373235409,,tomato,3,0.2,30.0
3052,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.88638632908719,49.16732833301492,,,0,1.0,12.0,57.4540839374278,70.52774001335376,,tomato,3,0.2,30.0
3053,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.23889935648428,48.812737631619825,,,0,1.0,12.0,56.575707363601296,71.41709629435346,,tomato,3,0.2,30.0
3054,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.59141238388138,48.45814693022473,,,0,1.0,12.0,56.0,72.0,,tomato,3,0.2,30.0
3055,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.94392541127847,48.10355622882963,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3056,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.29643843867557,47.748965527434535,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3057,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.64895146607266,47.39437482603944,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3058,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.00146449346975,47.03978412464434,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3059,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.35397752086685,46.685193423249245,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3060,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.70649054826394,46.33060272185415,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3061,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.05900357566104,45.97601202045905,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3062,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.41151660305813,45.621421319063955,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3063,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.76402963045523,45.26683061766886,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3064,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.11654265785232,44.91223991627376,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3065,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.46905568524942,44.557649214878666,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3066,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.82156871264651,44.20305851348357,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3067,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.1740817400436,43.84846781208847,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3068,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.5265947674407,43.493877110693376,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3069,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.8791077948378,43.13928640929828,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3070,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.23162082223489,42.78469570790318,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3071,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.58413384963198,42.430105006508086,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3072,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.93664687702908,42.07551430511299,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3073,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.28915990442565,41.72092360371789,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3074,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.64167293182207,41.366332902322796,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3075,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.9941859592185,41.0117422009277,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3076,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.34669898661492,40.6571514995326,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3077,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.69921201401135,40.302560798137506,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3078,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.05245463169732,39.94869752015946,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3079,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.40599525105083,39.595131358788386,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3080,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.75953587040433,39.24156519741731,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3081,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,89.11307648975784,38.88799903604623,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3082,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,89.46661710911135,38.534432874675154,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3083,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,89.82015772846486,38.18086671330408,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
3084,0,1,,0,2,None_cut,3.1749999999999914,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,90.17369834781837,37.827300551933,,,0,1.0,12.0,56.0,72.0,,,3,0.2,30.0
