tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,1a1cba17a50f55b0_score,player_c076da54_x,player_c076da54_y,player_c076da54_move_target,player_c076da54_item,player_c076da54_score,player_c076da54_cut_speed,player_c076da54_speed,player_5a9387c2_x,player_5a9387c2_y,player_5a9387c2_move_target,player_5a9387c2_item,player_5a9387c2_score,player_5a9387c2_cut_speed,player_5a9387c2_speed
4067,0,1,,0,2,tomato,2.66666666666666,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.05628156962024,24.137048156007157,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4068,0,1,,0,2,tomato,2.674999999999993,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.70059328652104,24.488453684230638,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4069,0,1,,0,2,tomato,2.6833333333333265,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,71.34490500342184,24.83985921245412,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4070,0,1,,0,2,tomato,2.6916666666666598,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.98921672032264,25.1912647406776,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4071,0,1,,0,2,tomato,2.699999999999993,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.63352843722345,25.54267026890108,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4072,0,1,,0,2,tomato,2.7083333333333264,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,70.27784015412425,25.89407579712456,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4073,0,1,,0,2,tomato,2.7166666666666597,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.92215187102505,26.24548132534804,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4074,0,1,,0,2,tomato,2.724999999999993,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.56646358792585,26.596886853571522,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4075,0,1,,0,2,tomato,2.7333333333333263,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,69.21077530482665,26.948292381795003,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4076,0,1,,0,2,tomato,2.7416666666666596,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.85508702172746,27.299697910018484,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4077,0,1,,0,2,tomato,2.749999999999993,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.49939873862826,27.651103438241964,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4078,0,1,,0,2,tomato,2.758333333333326,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,68.14371045552906,28.002508966465445,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4079,0,1,,0,2,tomato,2.7666666666666595,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.78802217242986,28.353914494688926,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4080,0,1,,0,2,tomato,2.774999999999993,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.43233388933066,28.705320022912407,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4081,0,1,,0,2,tomato,2.783333333333326,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,67.07664560623147,29.056725551135887,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4082,0,1,,0,2,tomato,2.7916666666666594,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.72095732313227,29.408131079359368,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4083,0,1,,0,2,tomato,2.7999999999999927,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.36526904003307,29.75953660758285,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4084,0,1,,0,2,tomato,2.808333333333326,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,66.00958075693387,30.11094213580633,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4085,0,1,,0,2,tomato,2.8166666666666593,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.65389247383467,30.46234766402981,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4086,0,1,,0,2,tomato,2.8249999999999926,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,65.29820419073548,30.813753192253238,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4087,0,1,,0,2,tomato,2.833333333333326,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.94251590763628,31.165158720476477,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4088,0,1,,0,2,tomato,2.8416666666666592,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.58682762453708,31.516564248699716,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4089,0,1,,0,2,tomato,2.8499999999999925,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,64.23113934143788,31.867969776922955,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4090,0,1,,0,2,tomato,2.858333333333326,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.87545105833868,32.21937530514612,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4091,0,1,,0,2,tomato,2.866666666666659,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.519762775239485,32.57078083336925,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4092,0,1,,0,2,tomato,2.8749999999999925,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,63.16407449214029,32.922186361592374,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4093,0,1,,0,2,tomato,2.8833333333333258,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.80838620904109,33.2735918898155,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4094,0,1,,0,2,tomato,2.891666666666659,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.45269792594189,33.624997418038625,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4095,0,1,,0,2,tomato,2.8999999999999924,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,62.09700964284269,33.97640294626175,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4096,0,1,,0,2,tomato,2.9083333333333257,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.741321359743495,34.327808474484875,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4097,0,1,,0,2,tomato,2.916666666666659,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.3856330766443,34.679214002708,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4098,0,1,,0,2,tomato,2.9249999999999923,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,61.0299447935451,35.030619530931126,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4099,0,1,,0,2,tomato,2.9333333333333256,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.6742565104459,35.38202505915425,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4100,0,1,,0,2,tomato,2.941666666666659,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,60.3185682273467,35.73343058737738,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4101,0,1,,0,2,tomato,2.949999999999992,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.962879944247504,36.0848361156005,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4102,0,1,,0,2,tomato,2.9583333333333255,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.607191661148306,36.43624164382363,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4103,0,1,,0,2,tomato,2.966666666666659,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.25150337804911,36.78764717204675,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4104,0,1,,0,2,tomato,2.974999999999992,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.89581509494991,37.13905270026988,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4105,0,1,,0,2,tomato,2.9833333333333254,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.54012681185071,37.490458228493004,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4106,0,1,,0,2,tomato,2.9916666666666587,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.184438528751514,37.84186375671613,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4107,0,1,,0,2,tomato,2.999999999999992,2,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.828750245652316,38.193269284939454,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4108,0,1,,0,2,tomato_cut,3.0083333333333253,3,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.47306196255312,38.54467481316304,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4109,0,1,,0,2,tomato_cut,3.0166666666666586,3,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.11737367945392,38.896080341386636,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4110,0,1,,0,2,tomato_cut,3.024999999999992,3,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.76168539635472,39.24748586961022,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4111,0,1,,0,2,tomato_cut,3.033333333333325,3,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.40599711325552,39.59889139783381,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4112,0,1,,0,2,tomato_cut,3.0416666666666585,3,0,3,tomato,0.7416666666666665,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,plate,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4113,0,1,,0,2,tomato_cut,3.049999999999992,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4114,0,1,,0,2,tomato_cut,3.058333333333325,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4115,0,1,,0,2,tomato_cut,3.0666666666666584,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4116,0,1,,0,2,tomato_cut,3.0749999999999917,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4117,0,1,,0,2,tomato_cut,3.083333333333325,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4118,0,1,,0,2,tomato_cut,3.0916666666666583,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4119,0,1,,0,2,tomato_cut,3.0999999999999917,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4120,0,1,,0,2,tomato_cut,3.108333333333325,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4121,0,1,,0,2,tomato_cut,3.1166666666666583,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4122,0,1,,0,2,tomato_cut,3.1249999999999916,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4123,0,1,,0,2,tomato_cut,3.133333333333325,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4124,0,1,,0,2,tomato_cut,3.141666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4125,0,1,,0,2,tomato_cut,3.1499999999999915,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4126,0,1,,0,2,tomato_cut,3.1583333333333248,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4127,0,1,,0,2,tomato_cut,3.166666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4128,0,1,,0,2,tomato_cut,3.1749999999999914,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4129,0,1,,0,2,tomato_cut,3.1833333333333247,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4130,0,1,,0,2,tomato_cut,3.191666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4131,0,1,,0,2,tomato_cut,3.1999999999999913,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4132,0,1,,0,2,tomato_cut,3.2083333333333246,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4133,0,1,,0,2,tomato_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4134,0,1,,0,2,tomato_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.0,40.0,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4135,0,1,,0,2,tomato_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.35355339059322,39.64644660940678,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4136,0,1,,0,2,tomato_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,56.70710678118644,39.29289321881356,,,5,1.0,12.0,24.0,40.0,,,0,0.2,30.0
4137,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.06066017177966,38.93933982822034,,,5,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4138,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.41421356237288,38.58578643762712,,,5,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4139,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,57.7677669529661,38.2322330470339,,,5,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4140,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.12132034355932,37.87867965644068,,,5,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4141,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.47487373415254,37.52512626584746,,,5,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4142,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,58.82842712474576,37.17157287525424,,,5,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4143,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.18198051533898,36.81801948466102,,,5,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4144,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,0.7416666666666665,0,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,59.5355339059322,36.4644660940678,,,5,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
