tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c91b50cef8562faa_score,player_f372160b_x,player_f372160b_y,player_f372160b_move_target,player_f372160b_item,player_f372160b_score,player_f372160b_cut_speed,player_f372160b_speed,player_1d46302e_x,player_1d46302e_y,player_1d46302e_move_target,player_1d46302e_item,player_1d46302e_score,player_1d46302e_cut_speed,player_1d46302e_speed
3027,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,96.97939779463394,30.936104133022305,,,7,0.2,30.0
3028,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,97.86861626911343,30.05758805198291,,,7,0.2,30.0
3029,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,98.75783474359292,29.179071970943518,,,7,0.2,30.0
3030,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,99.64705321807241,28.300555889904125,,,7,0.2,30.0
3031,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,100.5362716925519,27.4220398088646,,,7,0.2,30.0
3032,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,101.4254901670314,26.54352372782485,,,7,0.2,30.0
3033,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,102.31470864151089,25.665007646785103,,,7,0.2,30.0
3034,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,103.20392711599006,24.786491565745354,,,7,0.2,30.0
3035,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,,7,0.2,30.0
3036,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3037,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3038,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3039,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3040,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3041,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3042,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3043,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3044,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3045,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3046,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3047,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3048,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3049,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3050,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3051,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,104.0,24.0,,plate,7,0.2,30.0
3052,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,103.11611652351695,24.88388347648305,,plate,7,0.2,30.0
3053,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,102.2322330470339,25.7677669529661,,plate,7,0.2,30.0
3054,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,101.34834957055085,26.65165042944915,,plate,7,0.2,30.0
3055,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,100.4644660940678,27.535533905932198,,plate,7,0.2,30.0
3056,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,plate,1,1.0,12.0,99.58058261758475,28.419417382415247,,plate,7,0.2,30.0
3057,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.500000000000256,,plate,1,1.0,12.0,98.6966991411017,29.303300858898297,,plate,7,0.2,30.0
3058,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,41.00000000000051,,plate,1,1.0,12.0,97.81281566461865,30.187184335381346,,plate,7,0.2,30.0
3059,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,41.50000000000077,,plate,1,1.0,12.0,96.9289321881356,31.071067811864395,,plate,7,0.2,30.0
3060,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,42.00000000000102,,plate,1,1.0,12.0,96.04504871165256,31.954951288347445,,plate,7,0.2,30.0
3061,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,42.50000000000128,,plate,1,1.0,12.0,95.1611652351695,32.838834764830494,,plate,7,0.2,30.0
3062,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,43.000000000001535,,plate,1,1.0,12.0,94.27728175868646,33.722718241313544,,plate,7,0.2,30.0
3063,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,43.50000000000179,,plate,1,1.0,12.0,93.3933982822034,34.60660171779659,,plate,7,0.2,30.0
3064,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,44.000000000002046,,plate,1,1.0,12.0,92.50951480572036,35.49048519427964,,plate,7,0.2,30.0
3065,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,44.5000000000023,,plate,1,1.0,12.0,91.62563132923731,36.37436867076269,,plate,7,0.2,30.0
3066,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,45.00000000000256,,plate,1,1.0,12.0,90.74174785275426,37.25825214724574,,plate,7,0.2,30.0
3067,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,45.500000000002814,,plate,1,1.0,12.0,89.85786437627121,38.14213562372879,,plate,7,0.2,30.0
3068,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,46.00000000000307,,plate,1,1.0,12.0,88.97398089978816,39.02601910021184,,plate,7,0.2,30.0
3069,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,46.500000000003325,,plate,1,1.0,12.0,88.09009742330511,39.90990257669489,,plate,7,0.2,30.0
3070,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,47.00000000000358,,plate,1,1.0,12.0,87.20621394682206,40.79378605317794,,plate,7,0.2,30.0
3071,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,47.50000000000384,,plate,1,1.0,12.0,85.95791359202644,40.72862299449136,,plate,7,0.2,30.0
3072,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,48.00000000000409,,plate,1,1.0,12.0,84.70961323723083,40.66345993580478,,plate,7,0.2,30.0
3073,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,48.50000000000435,,plate,1,1.0,12.0,83.46131288243521,40.5982968771182,,plate,7,0.2,30.0
3074,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,49.000000000004604,,plate,1,1.0,12.0,82.21301252763959,40.533133818431644,,plate,7,0.2,30.0
3075,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,49.50000000000486,,plate,1,1.0,12.0,80.96471217284397,40.46797075974541,,plate,7,0.2,30.0
3076,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,50.000000000005116,,plate,1,1.0,12.0,79.71641181804836,40.40280770105919,,plate,7,0.2,30.0
3077,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,50.50000000000537,,plate,1,1.0,12.0,78.46811146325274,40.33764464237296,,plate,7,0.2,30.0
3078,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,51.00000000000563,,plate,1,1.0,12.0,77.21981110845712,40.272481583686734,,plate,7,0.2,30.0
3079,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,51.50000000000588,,plate,1,1.0,12.0,75.9715107536615,40.2073185250005,,plate,7,0.2,30.0
3080,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,52.00000000000614,,plate,1,1.0,12.0,74.72321039886589,40.14215546631427,,plate,7,0.2,30.0
3081,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,52.500000000006395,,plate,1,1.0,12.0,73.47491004407027,40.07699240762805,,plate,7,0.2,30.0
3082,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,52.00000000000614,,plate,1,1.0,12.0,72.22660968927465,40.011829348941816,,plate,7,0.2,30.0
3083,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,51.50000000000588,,plate,1,1.0,12.0,70.97666090417435,40.009134902034134,,plate,7,0.2,30.0
3084,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,51.00000000000563,,plate,1,1.0,12.0,69.7266611366935,40.008372474047434,,plate,7,0.2,30.0
3085,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,50.50000000000537,,plate,1,1.0,12.0,68.47666136921264,40.007610046060734,,plate,7,0.2,30.0
3086,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,50.000000000005116,,plate,1,1.0,12.0,67.22666160173178,40.00684761807403,,plate,7,0.2,30.0
3087,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,49.50000000000486,,plate,1,1.0,12.0,65.97666183425092,40.00608519008733,,plate,7,0.2,30.0
3088,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,49.000000000004604,,plate,1,1.0,12.0,64.72666206677006,40.00532276210063,,plate,7,0.2,30.0
3089,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,48.50000000000435,,plate,1,1.0,12.0,63.476662299288904,40.00456033411393,,plate,7,0.2,30.0
3090,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,48.00000000000409,,plate,1,1.0,12.0,62.226662531807335,40.00379790612723,,plate,7,0.2,30.0
3091,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,47.50000000000384,,plate,1,1.0,12.0,60.976662764325766,40.003035478140745,,plate,7,0.2,30.0
3092,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,47.00000000000358,,plate,1,1.0,12.0,59.7266629968442,40.0022730501544,,plate,7,0.2,30.0
3093,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,46.500000000003325,,plate,1,1.0,12.0,58.47666322936263,40.001510622168055,,plate,7,0.2,30.0
3094,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,46.00000000000307,,plate,1,1.0,12.0,57.22666346188106,40.00074819418171,,plate,7,0.2,30.0
3095,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,45.500000000002814,,plate,1,1.0,12.0,56.0,40.0,,plate,7,0.2,30.0
3096,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,45.00000000000256,,plate,1,1.0,12.0,56.0,40.0,,,7,0.2,30.0
3097,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,44.5000000000023,,plate,1,1.0,12.0,56.0,40.0,,,7,0.2,30.0
3098,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,44.000000000002046,,plate,1,1.0,12.0,56.0,40.0,,,7,0.2,30.0
3099,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,43.50000000000179,,plate,1,1.0,12.0,56.0,40.0,,,7,0.2,30.0
3100,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,43.000000000001535,,plate,1,1.0,12.0,56.0,40.0,,,7,0.2,30.0
3101,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.6249999999999956,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,42.50000000000128,,plate,1,1.0,12.0,56.0,40.0,,,7,0.2,30.0
