tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,37edec3ace5a170f_score,player_f0b7b100_x,player_f0b7b100_y,player_f0b7b100_move_target,player_f0b7b100_item,player_f0b7b100_score,player_f0b7b100_cut_speed,player_f0b7b100_speed,player_6df483d0_x,player_6df483d0_y,player_6df483d0_move_target,player_6df483d0_item,player_6df483d0_score,player_6df483d0_cut_speed,player_6df483d0_speed,a760ed68ac702d5f_score,5bf02ac68e359cc4_message,39434122fd42e2d9_score
6729,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,68.75000000000654,24.0,,,2,1.0,30.0,,,9.0
6730,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,70.00000000000682,24.0,,,2,1.0,30.0,,,9.0
6731,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,71.2500000000071,24.0,,,2,1.0,30.0,,,9.0
6732,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,72.50000000000739,24.0,,,2,1.0,30.0,,,9.0
6733,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,73.75000000000767,24.0,,,2,1.0,30.0,,,9.0
6734,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,75.00000000000796,24.0,,,2,1.0,30.0,,,9.0
6735,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,76.25000000000824,24.0,,,2,1.0,30.0,,,9.0
6736,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,77.50000000000853,24.0,,,2,1.0,30.0,,,9.0
6737,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,78.75000000000881,24.0,,,2,1.0,30.0,,,9.0
6738,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,80.0000000000091,24.0,,,2,1.0,30.0,,,9.0
6739,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,81.25000000000938,24.0,,,2,1.0,30.0,,,9.0
6740,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,82.50000000000966,24.0,,,2,1.0,30.0,,,9.0
6741,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,83.75000000000995,24.0,,,2,1.0,30.0,,,9.0
6742,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,85.00000000001023,24.0,,,2,1.0,30.0,,,9.0
6743,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,86.25000000001052,24.0,,,2,1.0,30.0,,,9.0
6744,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,87.5000000000108,24.0,,,2,1.0,30.0,,,9.0
6745,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,,2,1.0,30.0,,,9.0
6746,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6747,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6748,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6749,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6750,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6751,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6752,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6753,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6754,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6755,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6756,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6757,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6758,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6759,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6760,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6761,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6762,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6763,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6764,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6765,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6766,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6767,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6768,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6769,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6770,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6771,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,88.0,24.0,,tomato,2,1.0,30.0,,,9.0
6772,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,86.74999999999972,24.0,,tomato,2,1.0,30.0,,,9.0
6773,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,85.49999999999943,24.0,,tomato,2,1.0,30.0,,,9.0
6774,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,84.24999999999915,24.0,,tomato,2,1.0,30.0,,,9.0
6775,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,82.99999999999886,24.0,,tomato,2,1.0,30.0,,,9.0
6776,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,81.74999999999858,24.0,,tomato,2,1.0,30.0,,,9.0
6777,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,80.4999999999983,24.0,,tomato,2,1.0,30.0,,,9.0
6778,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,79.24999999999801,24.0,,tomato,2,1.0,30.0,,,9.0
6779,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,77.99999999999773,24.0,,tomato,2,1.0,30.0,,,9.0
6780,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,76.74999999999744,24.0,,tomato,2,1.0,30.0,,,9.0
6781,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,7,1.0,30.0,75.49999999999716,24.0,,tomato,2,1.0,30.0,,,9.0
6782,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.88388347648305,39.11611652351695,,,7,1.0,30.0,74.24999999999687,24.0,,tomato,2,1.0,30.0,,,9.0
6783,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.7677669529661,38.2322330470339,,,7,1.0,30.0,72.99999999999659,24.0,,tomato,2,1.0,30.0,,,9.0
6784,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.65165042944915,37.34834957055085,,,7,1.0,30.0,71.7499999999963,24.0,,tomato,2,1.0,30.0,,,9.0
6785,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.5355339059322,36.4644660940678,,,7,1.0,30.0,70.49999999999602,24.0,,tomato,2,1.0,30.0,,,9.0
6786,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.41941738241525,35.58058261758475,,,7,1.0,30.0,69.24999999999574,24.0,,tomato,2,1.0,30.0,,,9.0
6787,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.3033008588983,34.6966991411017,,,7,1.0,30.0,67.99999999999545,24.0,,tomato,2,1.0,30.0,,,9.0
6788,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.18718433538135,33.812815664618654,,,7,1.0,30.0,66.74999999999517,24.0,,tomato,2,1.0,30.0,,,9.0
6789,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.0710678118644,32.928932188135605,,,7,1.0,30.0,65.49999999999488,24.0,,tomato,2,1.0,30.0,,,9.0
6790,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.95495128834744,32.045048711652555,,,7,1.0,30.0,64.2499999999946,24.0,,tomato,2,1.0,30.0,,,9.0
6791,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.8388347648305,31.161165235169506,,,7,1.0,30.0,62.999999999994316,24.0,,tomato,2,1.0,30.0,,,9.0
6792,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.72271824131354,30.277281758686456,,,7,1.0,30.0,61.74999999999403,24.0,,tomato,2,1.0,30.0,,,9.0
6793,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.6066017177966,29.393398282203407,,,7,1.0,30.0,60.49999999999375,24.0,,tomato,2,1.0,30.0,,,9.0
6794,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.49048519427964,28.509514805720357,,,7,1.0,30.0,59.24999999999346,24.0,,tomato,2,1.0,30.0,,,9.0
6795,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.37436867076269,27.625631329237308,,,7,1.0,30.0,57.99999999999318,24.0,,tomato,2,1.0,30.0,,,9.0
6796,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.25825214724574,26.74174785275426,,,7,1.0,30.0,56.749999999992895,24.0,,tomato,2,1.0,30.0,,,9.0
6797,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.14213562372879,25.85786437627121,,,7,1.0,30.0,55.49999999999261,24.0,,tomato,2,1.0,30.0,,,9.0
