tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c395fde6947e41da_score,player_ea6c8079_x,player_ea6c8079_y,player_ea6c8079_move_target,player_ea6c8079_item,player_ea6c8079_score,player_ea6c8079_cut_speed,player_ea6c8079_speed,player_b8e5e3db_x,player_b8e5e3db_y,player_b8e5e3db_move_target,player_b8e5e3db_item,player_b8e5e3db_score,player_b8e5e3db_cut_speed,player_b8e5e3db_speed
4088,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,,0,1.0,30.0
4089,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,,0,1.0,30.0
4090,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,tomato_cut,3.9583333333333277,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,,0,1.0,30.0
4091,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,tomato_cut,3.9999999999999942,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,,0,1.0,30.0
4092,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,,0,1.0,30.0
4093,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,,0,1.0,30.0
4094,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,,0,1.0,30.0
4095,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,,0,1.0,30.0
4096,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,,0,1.0,30.0
4097,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4098,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4099,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4100,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4101,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4102,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4103,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4104,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,56.0,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4105,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,54.749999999999716,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4106,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,53.49999999999943,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4107,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,52.24999999999915,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4108,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,50.99999999999886,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4109,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,49.74999999999858,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4110,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,48.499999999998295,,,11,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
4111,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,47.24999999999801,,,11,1.0,30.0,24.0,57.250000000000284,,tomato_cut,0,1.0,30.0
4112,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,45.999999999997726,,,11,1.0,30.0,24.0,58.50000000000057,,tomato_cut,0,1.0,30.0
4113,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,44.74999999999744,,,11,1.0,30.0,24.0,59.75000000000085,,tomato_cut,0,1.0,30.0
4114,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.0,43.49999999999716,,,11,1.0,30.0,24.0,61.00000000000114,,tomato_cut,0,1.0,30.0
4115,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.79289576459729,42.533658286894166,,,11,1.0,30.0,24.0,62.25000000000142,,tomato_cut,0,1.0,30.0
4116,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,89.58579152919458,41.567316573791175,,,11,1.0,30.0,24.0,63.500000000001705,,tomato_cut,0,1.0,30.0
4117,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,90.37868729379187,40.60097486068818,,,11,1.0,30.0,24.0,64.75000000000199,,tomato_cut,0,1.0,30.0
4118,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,91.17158305838916,39.63463314758519,,,11,1.0,30.0,24.0,66.00000000000227,,tomato_cut,0,1.0,30.0
4119,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,91.96447882298645,38.6682914344822,,,11,1.0,30.0,24.0,67.25000000000256,,tomato_cut,0,1.0,30.0
4120,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,92.75737458758374,37.70194972137921,,,11,1.0,30.0,24.0,68.50000000000284,,tomato_cut,0,1.0,30.0
4121,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,93.55027035218103,36.735608008276216,,,11,1.0,30.0,24.0,69.75000000000313,,tomato_cut,0,1.0,30.0
4122,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,94.34316611677832,35.769266295173225,,,11,1.0,30.0,24.0,71.00000000000341,,tomato_cut,0,1.0,30.0
4123,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,95.13606188137561,34.80292458207023,,,11,1.0,30.0,24.0,72.0,,tomato_cut,0,1.0,30.0
4124,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,95.9289576459729,33.83658286896724,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4125,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,96.72185341057019,32.87024115586425,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4126,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,97.51474917516748,31.903899442761258,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4127,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,98.30764493976477,30.937557729658266,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4128,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,99.10054070436206,29.971216016555275,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4129,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,99.89343646895935,29.004874303452283,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4130,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,100.68633223355664,28.03853259034929,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4131,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,101.47922799815437,27.0721908772463,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4132,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,102.27212376275249,26.105849164143308,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4133,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,103.0650195273506,25.139507451040316,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4134,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4135,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4136,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4137,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4138,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4139,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4140,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4141,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4142,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4143,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4144,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4145,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4146,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4147,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4148,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4149,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4150,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4151,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,104.0,24.0,,plate,11,1.0,30.0,24.0,72.0,,,0,1.0,30.0
4152,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,102.74999999999972,24.0,,plate,11,1.0,30.0,24.0,70.74999999999972,,,0,1.0,30.0
4153,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,101.49999999999943,24.0,,plate,11,1.0,30.0,24.0,69.49999999999943,,,0,1.0,30.0
4154,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,100.24999999999915,24.0,,plate,11,1.0,30.0,24.0,68.24999999999915,,,0,1.0,30.0
4155,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,98.99999999999886,24.0,,plate,11,1.0,30.0,24.0,66.99999999999886,,,0,1.0,30.0
4156,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,97.74999999999858,24.0,,plate,11,1.0,30.0,24.0,65.74999999999858,,,0,1.0,30.0
4157,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,96.4999999999983,24.0,,plate,11,1.0,30.0,24.0,64.4999999999983,,,0,1.0,30.0
4158,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,95.24999999999801,24.0,,plate,11,1.0,30.0,24.0,63.24999999999801,,,0,1.0,30.0
4159,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,93.99999999999773,24.0,,plate,11,1.0,30.0,24.0,61.999999999997726,,,0,1.0,30.0
4160,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,92.74999999999744,24.0,,plate,11,1.0,30.0,24.0,60.74999999999744,,,0,1.0,30.0
4161,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,91.49999999999716,24.0,,plate,11,1.0,30.0,24.0,59.49999999999716,,,0,1.0,30.0
4162,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,90.24999999999687,24.0,,plate,11,1.0,30.0,24.0,58.249999999996874,,,0,1.0,30.0
4163,0,1,,0,2,None_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,tomato_salad,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,88.99999999999659,24.0,,plate,11,1.0,30.0,24.0,56.99999999999659,,,0,1.0,30.0
