tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2001859551197d9d_score,player_b9556871_x,player_b9556871_y,player_b9556871_move_target,player_b9556871_item,player_b9556871_score,player_b9556871_cut_speed,player_b9556871_speed,player_c7557b80_x,player_c7557b80_y,player_c7557b80_move_target,player_c7557b80_item,player_c7557b80_score,player_c7557b80_cut_speed,player_c7557b80_speed
3745,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,102.2322330470339,25.7677669529661,,plate,11,1.0,30.0
3746,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,101.34834957055085,26.65165042944915,,plate,11,1.0,30.0
3747,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,100.4644660940678,27.535533905932198,,plate,11,1.0,30.0
3748,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,99.58058261758475,28.419417382415247,,plate,11,1.0,30.0
3749,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,98.6966991411017,29.303300858898297,,plate,11,1.0,30.0
3750,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,97.81281566461865,30.187184335381346,,plate,11,1.0,30.0
3751,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,96.9289321881356,31.071067811864395,,plate,11,1.0,30.0
3752,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,96.04504871165256,31.954951288347445,,plate,11,1.0,30.0
3753,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,95.1611652351695,32.838834764830494,,plate,11,1.0,30.0
3754,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.0,,,0,1.0,30.0,94.27728175868646,33.722718241313544,,plate,11,1.0,30.0
3755,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,73.25000000000028,,,0,1.0,30.0,93.3933982822034,34.60660171779659,,plate,11,1.0,30.0
3756,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,74.50000000000057,,,0,1.0,30.0,92.50951480572036,35.49048519427964,,plate,11,1.0,30.0
3757,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,75.75000000000085,,,0,1.0,30.0,91.62563132923731,36.37436867076269,,plate,11,1.0,30.0
3758,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,77.00000000000114,,,0,1.0,30.0,90.74174785275426,37.25825214724574,,plate,11,1.0,30.0
3759,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,78.25000000000142,,,0,1.0,30.0,89.85786437627121,38.14213562372879,,plate,11,1.0,30.0
3760,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,79.5000000000017,,,0,1.0,30.0,88.97398089978816,39.02601910021184,,plate,11,1.0,30.0
3761,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,80.75000000000199,,,0,1.0,30.0,88.19434681531624,39.95382555869017,,plate,11,1.0,30.0
3762,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,82.00000000000227,,,0,1.0,30.0,88.17920827225925,41.203733885133886,,plate,11,1.0,30.0
3763,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,83.25000000000256,,,0,1.0,30.0,88.16406972920225,42.4536422115776,,plate,11,1.0,30.0
3764,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,84.50000000000284,,,0,1.0,30.0,88.14893118614526,43.70355053802132,,plate,11,1.0,30.0
3765,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,85.75000000000313,,,0,1.0,30.0,88.13379264308827,44.953458864465034,,plate,11,1.0,30.0
3766,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,87.00000000000341,,,0,1.0,30.0,88.11865410003128,46.20336719090875,,plate,11,1.0,30.0
3767,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,,0,1.0,30.0,88.10351555697429,47.453275517352466,,plate,11,1.0,30.0
3768,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,88.0883770139173,48.70318384379618,,plate,11,1.0,30.0
3769,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,88.0732384708603,49.9530921702399,,plate,11,1.0,30.0
3770,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,88.05809992780331,51.203000496683615,,plate,11,1.0,30.0
3771,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,88.04296138474632,52.45290882312733,,plate,11,1.0,30.0
3772,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,88.02782284168917,53.70281714957105,,plate,11,1.0,30.0
3773,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,88.01268429863147,54.95272547601476,,plate,11,1.0,30.0
3774,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,87.72126494341975,56.08721304982993,,plate,11,1.0,30.0
3775,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,86.84274886238072,56.97643152430942,,plate,11,1.0,30.0
3776,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,85.96423278134168,57.86564999878891,,plate,11,1.0,30.0
3777,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,85.08571670030264,58.7548684732684,,plate,11,1.0,30.0
3778,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,84.2072006192636,59.644086947747894,,plate,11,1.0,30.0
3779,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,83.32868453822456,60.533305422227386,,plate,11,1.0,30.0
3780,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,82.45016845718553,61.42252389670688,,plate,11,1.0,30.0
3781,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,81.57165237614649,62.31174237118637,,plate,11,1.0,30.0
3782,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,80.69313629510745,63.20096084566586,,plate,11,1.0,30.0
3783,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,79.81462021406841,64.09017932014535,,plate,11,1.0,30.0
3784,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,78.93610413302937,64.97939779462484,,plate,11,1.0,30.0
3785,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,78.05758805199034,65.86861626910434,,plate,11,1.0,30.0
3786,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,77.1790719709513,66.75783474358383,,plate,11,1.0,30.0
3787,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,76.30055588991226,67.64705321806332,,plate,11,1.0,30.0
3788,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,75.42203980887322,68.53627169254281,,plate,11,1.0,30.0
3789,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,74.54352372783418,69.4254901670223,,plate,11,1.0,30.0
3790,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,73.66500764679418,70.3147086415018,,plate,11,1.0,30.0
3791,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,72.78649156575383,71.20392711598129,,plate,11,1.0,30.0
3792,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,tomato_salad,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,72.0,72.0,,plate,11,1.0,30.0
3793,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3794,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3795,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3796,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3797,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,88.0,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3798,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,86.74999999999972,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3799,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,85.49999999999943,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3800,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,84.24999999999915,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3801,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,82.99999999999886,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3802,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,81.74999999999858,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3803,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,80.4999999999983,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3804,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,79.24999999999801,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3805,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,77.99999999999773,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3806,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,76.74999999999744,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3807,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,75.49999999999716,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3808,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,74.24999999999687,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3809,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,72.99999999999659,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3810,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,71.7499999999963,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3811,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,70.49999999999602,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
3812,0,1,,0,2,,0,3,,1,0,None_cut,3.749999999999995,3,2,0,None_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,40.0,69.24999999999574,,tomato,0,1.0,30.0,72.0,72.0,,tomato_salad,11,1.0,30.0
