tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,7a4414b71ee06dd5_score,player_aa27f3dd_x,player_aa27f3dd_y,player_aa27f3dd_move_target,player_aa27f3dd_item,player_aa27f3dd_score,player_aa27f3dd_cut_speed,player_aa27f3dd_speed,player_35b02cac_x,player_35b02cac_y,player_35b02cac_move_target,player_35b02cac_item,player_35b02cac_score,player_35b02cac_cut_speed,player_35b02cac_speed,9a1fed9a8f2cfb7f_score,4fb6f1093fdf305f_message,48b2490b23af68b4_score
7116,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7117,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7118,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7119,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7120,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7121,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7122,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7123,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7124,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7125,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7126,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7127,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7128,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7129,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7130,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7131,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7132,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7133,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7134,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7135,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7136,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7137,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7138,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7139,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7140,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7141,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7142,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7143,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7144,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7145,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7146,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7147,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7148,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7149,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7150,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7151,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7152,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7153,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7154,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7155,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7156,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7157,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7158,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7159,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7160,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7161,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7162,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7163,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7164,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7165,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7166,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7167,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7168,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7169,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7170,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7171,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7172,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7173,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7174,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7175,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7176,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7177,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7178,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7179,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
7180,test,True,0,1,tomato,0.0,0,0,2,None_cut,3.666666666666662,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0,,,2.0
