tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,02afdbfe2ee50f5e_score,player_8c4922b8_x,player_8c4922b8_y,player_8c4922b8_move_target,player_8c4922b8_item,player_8c4922b8_score,player_8c4922b8_cut_speed,player_8c4922b8_speed,player_ed5b76a2_x,player_ed5b76a2_y,player_ed5b76a2_move_target,player_ed5b76a2_item,player_ed5b76a2_score,player_ed5b76a2_cut_speed,player_ed5b76a2_speed,070fd9541968fdc2_score,5e17237a2d7441e0_message,ac2e8197aa43304a_score
5191,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.31370849898303,44.68629150101697,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5192,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.66726188957625,44.33273811042375,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5193,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.02081528016947,43.97918471983053,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5194,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.37436867076269,43.62563132923731,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5195,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.72792206135591,43.27207793864409,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5196,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.08147545194913,42.91852454805087,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5197,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.43502884254235,42.56497115745765,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5198,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.78858223313557,42.21141776686443,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5199,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.14213562372879,41.85786437627121,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5200,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.49568901432201,41.50431098567799,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5201,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.84924240491523,41.15075759508477,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5202,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.20279579550845,40.79720420449155,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5203,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.55634918610167,40.44365081389833,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5204,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.95528924982273,40.19778838398448,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5205,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.45525126340897,40.191625189131166,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5206,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.95521327699521,40.18546199427785,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0,,,1.0
5207,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.45517529058145,40.17929879942454,,tomato_salad,0,1.0,12.0,24.0,54.749999999999716,,,1,0.2,30.0,,,1.0
5208,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.95513730416769,40.17313560457122,,tomato_salad,0,1.0,12.0,24.0,53.49999999999943,,,1,0.2,30.0,,,1.0
5209,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.45509931775393,40.16697240971791,,tomato_salad,0,1.0,12.0,24.0,52.24999999999915,,,1,0.2,30.0,,,1.0
5210,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.95506133134018,40.16080921486459,,tomato_salad,0,1.0,12.0,24.0,50.99999999999886,,,1,0.2,30.0,,,1.0
5211,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.45502334492642,40.15464602001128,,tomato_salad,0,1.0,12.0,24.0,49.74999999999858,,,1,0.2,30.0,,,1.0
5212,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.95498535851266,40.14848282515796,,tomato_salad,0,1.0,12.0,24.0,48.499999999998295,,,1,0.2,30.0,,,1.0
5213,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.4549473720989,40.14231963030465,,tomato_salad,0,1.0,12.0,24.0,47.24999999999801,,,1,0.2,30.0,,,1.0
5214,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.95490938568514,40.13615643545133,,tomato_salad,0,1.0,12.0,24.0,45.999999999997726,,,1,0.2,30.0,,,1.0
5215,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.45487139927138,40.12999324059802,,tomato_salad,0,1.0,12.0,24.0,44.74999999999744,,,1,0.2,30.0,,,1.0
5216,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.95483341285762,40.123830045744704,,tomato_salad,0,1.0,12.0,24.0,43.49999999999716,,,1,0.2,30.0,,,1.0
5217,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.45479542644387,40.11766685089139,,tomato_salad,0,1.0,12.0,24.0,42.249999999996874,,,1,0.2,30.0,,,1.0
5218,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.95475744003011,40.111503656038074,,tomato_salad,0,1.0,12.0,24.0,40.99999999999659,,,1,0.2,30.0,,,1.0
5219,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.45471945361635,40.10534046118476,,tomato_salad,0,1.0,12.0,24.31621556657754,39.8798317388366,,,1,0.2,30.0,,,1.0
5220,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.95468146720259,40.099177266331445,,tomato_salad,0,1.0,12.0,25.19459214040404,38.990475457837135,,,1,0.2,30.0,,,1.0
5221,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.45464348078883,40.09301407147813,,tomato_salad,0,1.0,12.0,26.07296871423054,38.10111917683767,,,1,0.2,30.0,,,1.0
5222,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.95460549437507,40.086850876624815,,tomato_salad,0,1.0,12.0,26.95134528805704,37.211762895838206,,,1,0.2,30.0,,,1.0
5223,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.45456750796131,40.08068768177129,,tomato_salad,0,1.0,12.0,27.82972186188354,36.32240661483874,,,1,0.2,30.0,,,1.0
5224,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.95452952154756,40.07452448691762,,tomato_salad,0,1.0,12.0,28.708098435710042,35.433050333839276,,,1,0.2,30.0,,,1.0
5225,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.4544915351338,40.06836129206395,,tomato_salad,0,1.0,12.0,29.586475009536542,34.543694052839896,,,1,0.2,30.0,,,1.0
5226,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.95445354872004,40.06219809721028,,tomato_salad,0,1.0,12.0,30.464851583363043,33.654337771840936,,,1,0.2,30.0,,,1.0
5227,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.45441556230628,40.05603490235661,,tomato_salad,0,1.0,12.0,31.343228157189543,32.76498149084197,,,1,0.2,30.0,,,1.0
5228,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.95437757589252,40.04987170750294,,tomato_salad,0,1.0,12.0,32.22160473101604,31.875625209842987,,,1,0.2,30.0,,,1.0
5229,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.45433958947876,40.04370851264927,,tomato_salad,0,1.0,12.0,33.099981304842544,30.986268928843877,,,1,0.2,30.0,,,1.0
5230,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.954301603065,40.0375453177956,,tomato_salad,0,1.0,12.0,33.978357878669044,30.096912647844768,,,1,0.2,30.0,,,1.0
5231,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.45426361665125,40.03138212294193,,tomato_salad,0,1.0,12.0,34.856734452495544,29.207556366845658,,,1,0.2,30.0,,,1.0
5232,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.95422563023749,40.02521892808826,,tomato_salad,0,1.0,12.0,35.735111026322045,28.31820008584655,,,1,0.2,30.0,,,1.0
5233,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.45418764382373,40.01905573323459,,tomato_salad,0,1.0,12.0,36.613487600148545,27.42884380484744,,,1,0.2,30.0,,,1.0
5234,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.95414965740997,40.01289253838092,,tomato_salad,0,1.0,12.0,37.491864173975046,26.53948752384833,,,1,0.2,30.0,,,1.0
5235,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.45411167099621,40.00672934352725,,tomato_salad,0,1.0,12.0,38.370240747801546,25.650131242849476,,,1,0.2,30.0,,,1.0
5236,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_salad,0,1.0,12.0,39.24861732162825,24.76077496185072,,,1,0.2,30.0,,,1.0
5237,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,40.26074682117195,24.186261912236056,,,1,0.2,30.0,,,2.0
5238,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,41.510659299768065,24.17147016285977,,,1,0.2,30.0,,,2.0
5239,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,42.76057177836418,24.156678413483483,,,1,0.2,30.0,,,2.0
5240,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,44.0104842569603,24.141886664107197,,,1,0.2,30.0,,,2.0
5241,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,45.26039673555641,24.12709491473091,,,1,0.2,30.0,,,2.0
5242,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,46.51030921415253,24.112303165354625,,,1,0.2,30.0,,,2.0
5243,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,47.760221692748644,24.09751141597834,,,1,0.2,30.0,,,2.0
5244,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,49.01013417134476,24.082719666602053,,,1,0.2,30.0,,,2.0
5245,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,50.260046649940875,24.067927917225767,,,1,0.2,30.0,,,2.0
5246,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,51.50995912853699,24.05313616784948,,,1,0.2,30.0,,,2.0
5247,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,52.75987160713311,24.038344418473194,,,1,0.2,30.0,,,2.0
5248,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,54.00978408572922,24.023552669096908,,,1,0.2,30.0,,,2.0
5249,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,55.25969656432534,24.008760919720622,,,1,0.2,30.0,,,2.0
5250,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,56.50965804813268,24.002155159526897,,,1,0.2,30.0,,,2.0
5251,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,tomato,2,5,tomato,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,12.0,57.75965803603455,24.001981247976556,,,1,0.2,30.0,,,2.0
