tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,da99719e0b71511d_score,player_291a33ad_x,player_291a33ad_y,player_291a33ad_move_target,player_291a33ad_item,player_291a33ad_score,player_291a33ad_cut_speed,player_291a33ad_speed,player_e47a5118_x,player_e47a5118_y,player_e47a5118_move_target,player_e47a5118_item,player_e47a5118_score,player_e47a5118_cut_speed,player_e47a5118_speed
3337,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,42.249999999996874,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3338,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,41.62499999999673,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3339,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,40.99999999999659,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3340,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,40.37499999999645,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3341,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.31621556657728,39.879831738836856,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3342,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.75540385349018,39.43515359833748,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3343,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,89.19459214040307,38.9904754578381,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3344,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,89.63378042731597,38.545797317338724,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3345,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,90.07296871422886,38.10111917683935,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3346,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,90.51215700114176,37.65644103633997,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3347,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,90.95134528805465,37.21176289584059,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3348,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,91.39053357496755,36.767084755341216,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3349,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,91.82972186188044,36.32240661484184,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3350,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,92.26891014879334,35.87772847434246,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3351,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,92.70809843570623,35.433050333843084,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3352,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,93.14728672261913,34.98837219334371,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3353,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,93.58647500953202,34.54369405284433,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3354,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,94.02566329644492,34.09901591234495,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3355,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,94.46485158335781,33.654337771845576,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3356,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,94.90403987027071,33.2096596313462,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3357,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,95.3432281571836,32.76498149084682,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3358,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,95.7824164440965,32.320303350347444,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3359,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,96.22160473100939,31.875625209848067,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3360,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,96.66079301792229,31.43094706934869,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3361,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,97.09998130483518,30.986268928849313,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3362,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,97.53916959174808,30.541590788349936,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3363,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,97.97835787866097,30.09691264785056,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3364,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,98.41754616557387,29.65223450735118,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3365,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,98.85673445248676,29.207556366851804,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3366,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,99.29592273939966,28.762878226352427,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3367,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,99.73511102631255,28.31820008585305,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3368,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,100.17429931322545,27.873521945353673,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3369,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,100.61348760013834,27.428843804854296,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3370,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,101.05267588705189,26.98416566435492,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3371,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,101.4918641739656,26.53948752385554,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3372,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,101.9310524608793,26.094809383356164,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3373,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,102.37024074779302,25.650131242856787,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3374,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,102.80942903470672,25.20545310235741,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3375,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,103.24861732162043,24.760774961858033,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3376,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,103.68780560853413,24.316096821358656,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3377,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3378,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3379,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3380,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3381,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3382,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3383,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3384,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3385,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3386,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3387,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3388,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3389,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3390,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3391,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3392,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3393,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3394,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3395,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3396,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3397,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3398,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3399,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3400,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3401,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3402,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3403,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3404,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3405,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3406,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3407,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,103.37500000000057,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
3408,0,1,,0,2,,0,3,,1,0,None_cut,3.4583333333333406,3,2,0,None_cut,3.7083333333333424,3,3,2,,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,102.75000000000114,24.0,,plate,4,1.0,15.0,40.0,72.0,,,1,0.5,30.0
