tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aa7ec8c3b9989f1a_score,player_013421bd_x,player_013421bd_y,player_013421bd_move_target,player_013421bd_item,player_013421bd_score,player_013421bd_cut_speed,player_013421bd_speed,player_0080210c_x,player_0080210c_y,player_0080210c_move_target,player_0080210c_item,player_0080210c_score,player_0080210c_cut_speed,player_0080210c_speed
3626,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.18367140909357,100.86054316864039,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3627,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.825759059130185,100.5114031541139,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3628,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.4678467091668,100.16226313958742,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3629,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.109934359203415,99.81312312506094,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3630,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.75202200924003,99.46398311053446,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3631,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.39410965927673,99.11484309600797,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3632,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.036197309314055,98.76570308148149,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3633,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.67828495935138,98.416563066955,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3634,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.320372609388706,98.06742305242852,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3635,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.96246025942603,97.71828303790204,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3636,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.604547909463356,97.36914302337556,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3637,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.24663555950068,97.02000300884907,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3638,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.88872320953801,96.67086299432259,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3639,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.53081085957533,96.3217229797961,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3640,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.17289850961266,95.97258296526962,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3641,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.8149861596498,95.62344295074314,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3642,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.45707380968677,95.27430293621666,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3643,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.09916145972374,94.92516292169017,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3644,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.74124910976071,94.57602290716369,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3645,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.38333675979768,94.2268828926372,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3646,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.02542440983465,93.8777428781107,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3647,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.66751205987162,93.52860286358336,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3648,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.30959970990859,93.17946284905601,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3649,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.95168735994556,92.83032283452867,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3650,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.59377500998253,92.48118282000134,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3651,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.2358626600195,92.132042805474,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3652,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.87795031005647,91.78290279094665,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3653,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.52003796009344,91.43376277641931,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3654,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.16212561013041,91.08462276189198,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3655,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.80421326016738,90.73548274736463,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3656,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.44630091020435,90.38634273283729,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3657,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.08838856024132,90.03720271830996,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3658,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.73047621027829,89.6880627037826,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3659,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.37256386031526,89.33892268925527,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3660,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.01465151035223,88.98978267472793,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3661,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.6567391603892,88.64064266020058,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3662,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.29882681042617,88.29150264567325,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3663,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.194196393652042,87.83377051465283,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3664,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.188064506451376,87.33380811610732,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3665,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.18193261925071,86.83384571756181,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3666,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.175800732050043,86.33388331901631,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3667,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.169668844849376,85.8339209204708,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3668,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.16353695764871,85.3339585219253,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3669,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.157405070448043,84.83399612337979,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3670,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.151273183247376,84.33403372483428,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3671,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.14514129604671,83.83407132628878,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3672,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.139009408845933,83.33410892774327,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3673,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.13287752164509,82.83414652919777,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3674,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.126745634444244,82.33418413065226,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3675,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.1206137472434,81.83422173210676,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3676,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.114481860042556,81.33425933356125,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3677,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.10834997284171,80.83429693501574,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3678,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.102218085640867,80.33433453647024,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3679,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.096086198440023,79.83437213792473,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3680,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.08995431123918,79.33440973937923,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3681,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.083822424038335,78.83444734083372,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3682,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.07769053683749,78.33448494228821,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3683,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.071558649636646,77.83452254374271,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3684,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.065426762435802,77.3345601451972,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3685,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.059294875234954,76.8345977466517,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3686,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.05316298803411,76.33463534810619,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3687,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.047031100833266,75.83467294956068,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3688,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.04089921363242,75.33471055101518,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3689,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.034767326431577,74.83474815246967,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3690,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.028635439230733,74.33478575392417,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3691,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.02250355202989,73.83482335537866,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3692,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.016371664829045,73.33486095683315,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3693,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0102397776282,72.83489855828765,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3694,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.004107890427356,72.33493615974214,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3695,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.002397028693018,71.83494631631692,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3696,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.002321340761362,71.33494632204577,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3697,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.002245652829707,70.83494632777462,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3698,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.00216996489805,70.33494633350347,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3699,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.002094276966396,69.83494633923232,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3700,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.00201858903474,69.33494634496117,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3701,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.001942901103085,68.83494635069002,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3702,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.00186721317143,68.33494635641887,,tomato,1,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
