tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,71337cd02ebb4bc9_score,player_3571721d_x,player_3571721d_y,player_3571721d_move_target,player_3571721d_item,player_3571721d_score,player_3571721d_cut_speed,player_3571721d_speed,player_8fd3d7f5_x,player_8fd3d7f5_y,player_8fd3d7f5_move_target,player_8fd3d7f5_item,player_8fd3d7f5_score,player_8fd3d7f5_cut_speed,player_8fd3d7f5_speed
4052,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.72186951634332,87.27580460446639,,tomato_salad,3,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4053,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.07544981971184,86.92227812869625,,tomato_salad,3,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4054,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.42903012308035,86.56875165292611,,tomato_salad,3,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4055,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.78261042644887,86.21522517715597,,tomato_salad,3,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4056,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.13619072981739,85.86169870138583,,tomato_salad,3,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4057,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.4897710331859,85.5081722256157,,tomato_salad,3,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
4058,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.84335133655442,85.15464574984556,,tomato_salad,3,1.0,12.0,24.0,38.749999999999716,,tomato_cut,0,0.2,30.0
4059,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.19693163992294,84.80111927407542,,tomato_salad,3,1.0,12.0,24.0,37.49999999999943,,tomato_cut,0,0.2,30.0
4060,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.55051194329145,84.44759279830528,,tomato_salad,3,1.0,12.0,24.0,36.24999999999915,,tomato_cut,0,0.2,30.0
4061,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.90409224665997,84.09406632253514,,tomato_salad,3,1.0,12.0,24.0,34.99999999999886,,tomato_cut,0,0.2,30.0
4062,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.25767255002849,83.740539846765,,tomato_salad,3,1.0,12.0,24.0,33.74999999999858,,tomato_cut,0,0.2,30.0
4063,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.611252853397,83.38701337099486,,tomato_salad,3,1.0,12.0,24.0,32.499999999998295,,tomato_cut,0,0.2,30.0
4064,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.96483315676552,83.03348689522473,,tomato_salad,3,1.0,12.0,24.0,31.249999999998227,,tomato_cut,0,0.2,30.0
4065,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.31841346013404,82.67996041945459,,tomato_salad,3,1.0,12.0,24.0,29.9999999999983,,tomato_cut,0,0.2,30.0
4066,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.67199376350256,82.32643394368445,,tomato_salad,3,1.0,12.0,24.0,28.74999999999837,,tomato_cut,0,0.2,30.0
4067,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.02557406687107,81.97290746791431,,tomato_salad,3,1.0,12.0,24.0,27.49999999999844,,tomato_cut,0,0.2,30.0
4068,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.37915437023959,81.61938099214417,,tomato_salad,3,1.0,12.0,24.0,26.24999999999851,,tomato_cut,0,0.2,30.0
4069,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.7327346736081,81.26585451637403,,tomato_salad,3,1.0,12.0,24.0,24.999999999998582,,tomato_cut,0,0.2,30.0
4070,0,1,,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.08631497697662,80.9123280406039,,tomato_salad,3,1.0,12.0,24.0,24.0,,tomato_cut,0,0.2,30.0
4071,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.43989528034514,80.55880156483376,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4072,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.79347558371366,80.20527508906362,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4073,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.14705588708217,79.85174861329348,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4074,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.50063619045069,79.49822213752334,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4075,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.85421649381921,79.1446956617532,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4076,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.20779679718773,78.79116918598307,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4077,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.56137710055624,78.43764271021293,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4078,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.91495740392476,78.08411623444279,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4079,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.26853770729328,77.73058975867265,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4080,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.6221180106618,77.37706328290251,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4081,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.97569831403031,77.02353680713237,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4082,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.32927861739883,76.67001033136223,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4083,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.68285892076734,76.3164838555921,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4084,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.03643922413586,75.96295737982196,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4085,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.39001952750432,75.60943090405182,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4086,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.74359983087231,75.25590442828168,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4087,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.09718013424029,74.90237795251154,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4088,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.45076043760828,74.5488514767414,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4089,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.80434074097626,74.19532500097127,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4090,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.15792104434423,73.84179852520113,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4091,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.51150134771223,73.48827204943099,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4092,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.8650816510802,73.13474557366085,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4093,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.2186619544482,72.78121909789071,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4094,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.57224225781617,72.42769262212057,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4095,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato_salad,3,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4096,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4097,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4098,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4099,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4100,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4101,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4102,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4103,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4104,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4105,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,24.0,,,0,0.2,30.0
4106,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,25.24999999999993,,,0,0.2,30.0
4107,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,26.499999999999858,,,0,0.2,30.0
4108,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,27.749999999999787,,,0,0.2,30.0
4109,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,28.999999999999716,,,0,0.2,30.0
4110,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,30.249999999999645,,,0,0.2,30.0
4111,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,31.499999999999574,,,0,0.2,30.0
4112,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,32.749999999999716,,,0,0.2,30.0
4113,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,34.0,,,0,0.2,30.0
4114,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,35.250000000000284,,,0,0.2,30.0
4115,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,36.50000000000057,,,0,0.2,30.0
4116,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,37.75000000000085,,,0,0.2,30.0
4117,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,39.00000000000114,,,0,0.2,30.0
4118,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,40.25000000000142,,,0,0.2,30.0
4119,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,41.500000000001705,,,0,0.2,30.0
4120,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,42.75000000000199,,,0,0.2,30.0
4121,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,44.000000000002274,,,0,0.2,30.0
4122,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,45.25000000000256,,,0,0.2,30.0
4123,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,46.50000000000284,,,0,0.2,30.0
4124,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,47.750000000003126,,,0,0.2,30.0
4125,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,49.00000000000341,,,0,0.2,30.0
4126,0,1,tomato_cut,0,2,None_cut,3.9249999999999887,3,0,3,None_cut,3.433333333333324,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,4,1.0,12.0,24.0,50.250000000003695,,,0,0.2,30.0
