tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,62f145affa54bd84_score,player_82fdee49_x,player_82fdee49_y,player_82fdee49_move_target,player_82fdee49_item,player_82fdee49_score,player_82fdee49_cut_speed,player_82fdee49_speed,player_726c13c5_x,player_726c13c5_y,player_726c13c5_move_target,player_726c13c5_item,player_726c13c5_score,player_726c13c5_cut_speed,player_726c13c5_speed,d50fec3c4e553249_score,596afa84a32f27f6_message,2170b242ac0cecd1_score
6907,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.00000000000341,40.0,,,2,1.0,30.0,24.0,24.0,,,5,1.0,30.0,,,7.0
6908,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.12016826116314,39.68378443342246,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6909,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.0095245421619,38.80540785959596,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6910,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.89888082316065,37.92703128576946,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6911,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.7882371041594,37.04865471194296,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6912,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.67759338515816,36.17027813811646,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6913,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.56694966615692,35.29190156428996,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6914,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.45630594715567,34.41352499046346,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6915,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.34566222815442,33.53514841663696,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6916,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.23501850915318,32.65677184281046,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6917,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.12437479015193,31.778395268983957,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6918,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.01373107115069,30.900018695157552,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6919,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.90308735214953,30.021642121331407,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6920,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.79244363314886,29.143265547505262,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6921,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.68179991414819,28.264888973679117,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6922,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.57115619514751,27.386512399852972,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6923,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.46051247614683,26.508135826026827,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6924,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.34986875714615,25.62975925220068,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6925,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.23922503814548,24.751382678374537,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6926,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6927,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6928,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6929,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6930,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,24.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6931,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,25.24999999999993,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6932,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,26.499999999999858,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6933,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,27.749999999999787,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6934,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,28.999999999999716,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6935,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,30.249999999999645,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6936,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,31.499999999999574,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6937,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,32.749999999999716,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6938,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,34.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6939,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,35.250000000000284,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6940,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,36.50000000000057,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6941,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,37.75000000000085,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6942,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,39.00000000000114,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6943,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,40.0,24.0,,tomato_cut,5,1.0,30.0,,,7.0
6944,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6945,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6946,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.11611652351695,24.88388347648305,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6947,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.2322330470339,25.7677669529661,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6948,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.34834957055085,26.65165042944915,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6949,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.4644660940678,27.535533905932198,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6950,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.58058261758475,28.419417382415247,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6951,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.6966991411017,29.303300858898297,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6952,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.81281566461865,30.187184335381346,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6953,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.9289321881356,31.071067811864395,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6954,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.04504871165256,31.954951288347445,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6955,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.1611652351695,32.838834764830494,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6956,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.27728175868646,33.722718241313544,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6957,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.3933982822034,34.60660171779659,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6958,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.50951480572036,35.49048519427964,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6959,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.62563132923731,36.37436867076269,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6960,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.74174785275426,37.25825214724574,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6961,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.85786437627121,38.14213562372879,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6962,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.97398089978816,39.02601910021184,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6963,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.09009742330511,39.90990257669489,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6964,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.20621394682206,40.79378605317794,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6965,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.32233047033901,41.67766952966099,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6966,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.43844699385596,42.56155300614404,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6967,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.55456351737291,43.44543648262709,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6968,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.67068004088986,44.32931995911014,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6969,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.78679656440681,45.213203435593186,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
6970,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.90291308792376,46.097086912076236,,tomato,2,1.0,30.0,40.0,24.0,,,5,1.0,30.0,,,7.0
