tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a1a369ed96448681_score,player_6e3ae276_x,player_6e3ae276_y,player_6e3ae276_move_target,player_6e3ae276_item,player_6e3ae276_score,player_6e3ae276_cut_speed,player_6e3ae276_speed,player_79aa8b0f_x,player_79aa8b0f_y,player_79aa8b0f_move_target,player_79aa8b0f_item,player_79aa8b0f_score,player_79aa8b0f_cut_speed,player_79aa8b0f_speed,15681df14a221cb8_score,143f9da4fcf0d76a_message,abbdd3a2e3917e12_score
5067,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_salad,0,0.2,30.0,,,0.0
5068,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_salad,0,0.2,30.0,,,0.0
5069,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_salad,0,0.2,30.0,,,0.0
5070,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_salad,0,0.2,30.0,,,0.0
5071,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_salad,0,0.2,30.0,,,0.0
5072,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_salad,0,0.2,30.0,,,0.0
5073,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_salad,0,0.2,30.0,,,0.0
5074,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,40.0,,tomato_salad,0,0.2,30.0,,,0.0
5075,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,41.250000000000284,,tomato_salad,0,0.2,30.0,,,0.0
5076,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,42.50000000000057,,tomato_salad,0,0.2,30.0,,,0.0
5077,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,43.75000000000085,,tomato_salad,0,0.2,30.0,,,0.0
5078,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,45.00000000000114,,tomato_salad,0,0.2,30.0,,,0.0
5079,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,46.25000000000142,,tomato_salad,0,0.2,30.0,,,0.0
5080,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,47.500000000001705,,tomato_salad,0,0.2,30.0,,,0.0
5081,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,48.75000000000199,,tomato_salad,0,0.2,30.0,,,0.0
5082,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,50.000000000002274,,tomato_salad,0,0.2,30.0,,,0.0
5083,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,51.25000000000256,,tomato_salad,0,0.2,30.0,,,0.0
5084,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,52.50000000000284,,tomato_salad,0,0.2,30.0,,,0.0
5085,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,53.750000000003126,,tomato_salad,0,0.2,30.0,,,0.0
5086,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,55.00000000000341,,tomato_salad,0,0.2,30.0,,,0.0
5087,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,56.250000000003695,,tomato_salad,0,0.2,30.0,,,0.0
5088,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,57.50000000000398,,tomato_salad,0,0.2,30.0,,,0.0
5089,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,58.75000000000426,,tomato_salad,0,0.2,30.0,,,0.0
5090,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,60.00000000000455,,tomato_salad,0,0.2,30.0,,,0.0
5091,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,61.25000000000483,,tomato_salad,0,0.2,30.0,,,0.0
5092,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,62.500000000005116,,tomato_salad,0,0.2,30.0,,,0.0
5093,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,63.7500000000054,,tomato_salad,0,0.2,30.0,,,0.0
5094,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,65.00000000000568,,tomato_salad,0,0.2,30.0,,,0.0
5095,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,66.25000000000597,,tomato_salad,0,0.2,30.0,,,0.0
5096,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,67.50000000000625,,tomato_salad,0,0.2,30.0,,,0.0
5097,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,68.75000000000654,,tomato_salad,0,0.2,30.0,,,0.0
5098,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,70.00000000000682,,tomato_salad,0,0.2,30.0,,,0.0
5099,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,71.2500000000071,,tomato_salad,0,0.2,30.0,,,0.0
5100,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,72.50000000000739,,tomato_salad,0,0.2,30.0,,,0.0
5101,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,73.75000000000767,,tomato_salad,0,0.2,30.0,,,0.0
5102,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,75.00000000000796,,tomato_salad,0,0.2,30.0,,,0.0
5103,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,76.25000000000824,,tomato_salad,0,0.2,30.0,,,0.0
5104,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,77.50000000000853,,tomato_salad,0,0.2,30.0,,,0.0
5105,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,78.75000000000881,,tomato_salad,0,0.2,30.0,,,0.0
5106,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,80.0000000000091,,tomato_salad,0,0.2,30.0,,,0.0
5107,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,81.25000000000938,,tomato_salad,0,0.2,30.0,,,0.0
5108,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,82.50000000000966,,tomato_salad,0,0.2,30.0,,,0.0
5109,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,83.75000000000995,,tomato_salad,0,0.2,30.0,,,0.0
5110,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,85.00000000001023,,tomato_salad,0,0.2,30.0,,,0.0
5111,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,86.25000000001052,,tomato_salad,0,0.2,30.0,,,0.0
5112,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,87.5000000000108,,tomato_salad,0,0.2,30.0,,,0.0
5113,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,88.75000000001108,,tomato_salad,0,0.2,30.0,,,0.0
5114,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,90.00000000001137,,tomato_salad,0,0.2,30.0,,,0.0
5115,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,91.25000000001165,,tomato_salad,0,0.2,30.0,,,0.0
5116,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,92.50000000001194,,tomato_salad,0,0.2,30.0,,,0.0
5117,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,93.75000000001222,,tomato_salad,0,0.2,30.0,,,0.0
5118,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,95.0000000000125,,tomato_salad,0,0.2,30.0,,,0.0
5119,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,96.25000000001279,,tomato_salad,0,0.2,30.0,,,0.0
5120,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,97.50000000001307,,tomato_salad,0,0.2,30.0,,,0.0
5121,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,98.75000000001336,,tomato_salad,0,0.2,30.0,,,0.0
5122,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,100.00000000001364,,tomato_salad,0,0.2,30.0,,,0.0
5123,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,101.25000000001393,,tomato_salad,0,0.2,30.0,,,0.0
5124,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,102.50000000001421,,tomato_salad,0,0.2,30.0,,,0.0
5125,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,103.7500000000145,,tomato_salad,0,0.2,30.0,,,0.0
5126,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,105.00000000001478,,tomato_salad,0,0.2,30.0,,,0.0
5127,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,106.25000000001506,,tomato_salad,0,0.2,30.0,,,0.0
5128,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,107.50000000001535,,tomato_salad,0,0.2,30.0,,,0.0
5129,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,108.75000000001563,,tomato_salad,0,0.2,30.0,,,0.0
5130,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,110.00000000001592,,tomato_salad,0,0.2,30.0,,,0.0
5131,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,111.2500000000162,,tomato_salad,0,0.2,30.0,,,0.0
5132,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,112.50000000001648,,tomato_salad,0,0.2,30.0,,,0.0
5133,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,113.75000000001677,,tomato_salad,0,0.2,30.0,,,0.0
5134,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,115.00000000001705,,tomato_salad,0,0.2,30.0,,,0.0
5135,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,12.0,24.0,116.25000000001734,,tomato_salad,0,0.2,30.0,,,0.0
