tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,adb7d262fa5a6aae_score,player_23736cc7_x,player_23736cc7_y,player_23736cc7_move_target,player_23736cc7_item,player_23736cc7_score,player_23736cc7_cut_speed,player_23736cc7_speed,player_97f93ea9_x,player_97f93ea9_y,player_97f93ea9_move_target,player_97f93ea9_item,player_97f93ea9_score,player_97f93ea9_cut_speed,player_97f93ea9_speed
3920,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.97217715831499,42.29718285040819,,,1,1.0,15.0,61.48349570550852,98.51650429449148,,,3,0.5,30.0
3921,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.97974642984278,41.67222868718598,,,1,1.0,15.0,60.59961222902547,99.40038777097453,,,3,0.5,30.0
3922,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.98731570137058,41.047274523963765,,,1,1.0,15.0,59.71572875254242,100.28427124745758,,,3,0.5,30.0
3923,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.99488497289836,40.42232036074155,,,1,1.0,15.0,58.83184527605937,101.16815472394063,,,3,0.5,30.0
3924,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.27873505658086,39.91278695014812,,,1,1.0,15.0,57.94796179957632,102.05203820042368,,,3,0.5,30.0
3925,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.71799309710038,39.46817771290837,,,1,1.0,15.0,57.06407832309327,102.93592167690673,,,3,0.5,30.0
3926,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.1572511376199,39.023568475668625,,,1,1.0,15.0,56.17997759470441,103.78466976961059,,,3,0.5,30.0
3927,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.59650917813941,38.57895923842888,,,1,1.0,15.0,55.2852315229309,102.91178405713404,,,3,0.5,30.0
3928,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.03576721865893,38.13435000118946,,,1,1.0,15.0,54.39048545115739,102.0388983446575,,,3,0.5,30.0
3929,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.47502525917845,37.689740763950425,,,1,1.0,15.0,53.49573937938388,101.16601263218095,,,3,0.5,30.0
3930,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.91428329969797,37.24513152671139,,,1,1.0,15.0,52.600993307610366,100.2931269197044,,,3,0.5,30.0
3931,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.35354134021749,36.800522289472354,,,1,1.0,15.0,51.706247235836855,99.42024120722786,,,3,0.5,30.0
3932,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.79279938073701,36.35591305223332,,,1,1.0,15.0,50.811501164062896,98.54735549475132,,,3,0.5,30.0
3933,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.23205742125653,35.911303814994284,,,1,1.0,15.0,49.91675509228877,97.67446978227477,,,3,0.5,30.0
3934,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.67131546177605,35.46669457775525,,,1,1.0,15.0,49.02200902051464,96.80158406979822,,,3,0.5,30.0
3935,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.11057350229557,35.02208534051621,,,1,1.0,15.0,48.1272629487405,95.92869835732168,,,3,0.5,30.0
3936,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.54983154281508,34.57747610327718,,,1,1.0,15.0,47.23251687696637,95.05581264484513,,,3,0.5,30.0
3937,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.9890895833346,34.13286686603814,,,1,1.0,15.0,46.33777080519224,94.18292693236859,,,3,0.5,30.0
3938,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.42834762385412,33.68825762879911,,,1,1.0,15.0,45.443024733418106,93.31004121989204,,,3,0.5,30.0
3939,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.86760566437364,33.24364839156007,,,1,1.0,15.0,44.54827866164398,92.4371555074155,,,3,0.5,30.0
3940,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.30686370489316,32.79903915432104,,,1,1.0,15.0,43.65353258986985,91.56426979493895,,,3,0.5,30.0
3941,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.74612174541268,32.354429917082,,,1,1.0,15.0,42.75878651809571,90.6913840824624,,,3,0.5,30.0
3942,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.1853797859322,31.90982067984289,,,1,1.0,15.0,41.86404044632158,89.81849836998586,,,3,0.5,30.0
3943,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.62463782645172,31.4652114426035,,,1,1.0,15.0,40.96929437454745,88.94561265750932,,,3,0.5,30.0
3944,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.06389586697124,31.02060220536411,,,1,1.0,15.0,40.19765377043949,88.0199442630146,,,3,0.5,30.0
3945,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.50315390749076,30.57599296812472,,,1,1.0,15.0,40.1822324677094,86.77003939326536,,,3,0.5,30.0
3946,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.94241194801027,30.13138373088533,,,1,1.0,15.0,40.16681116497931,85.52013452351613,,,3,0.5,30.0
3947,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.3816699885298,29.686774493645938,,,1,1.0,15.0,40.15138986224922,84.2702296537669,,,3,0.5,30.0
3948,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.82092802904931,29.242165256406548,,,1,1.0,15.0,40.13596855951913,83.02032478401767,,,3,0.5,30.0
3949,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.26018606956883,28.797556019167157,,,1,1.0,15.0,40.12054725678904,81.77041991426844,,,3,0.5,30.0
3950,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.69944411008835,28.3529467819281,,,1,1.0,15.0,40.10512595405895,80.52051504451921,,,3,0.5,30.0
3951,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.13870215060787,27.908337544689065,,,1,1.0,15.0,40.08970465132886,79.27061017476998,,,3,0.5,30.0
3952,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.57796019112739,27.46372830745003,,,1,1.0,15.0,40.074283348599074,78.02070530502075,,,3,0.5,30.0
3953,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.01721823164692,27.019119070210994,,,1,1.0,15.0,40.05886204586934,76.77080043527152,,,3,0.5,30.0
3954,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.4564762721671,26.57450983297196,,,1,1.0,15.0,40.0434407431396,75.5208955655223,,,3,0.5,30.0
3955,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.89573431268727,26.129900595732924,,,1,1.0,15.0,40.028019440409864,74.27099069577307,,,3,0.5,30.0
3956,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.33499235320744,25.68529135849389,,,1,1.0,15.0,40.01259813768012,73.02108582602384,,,3,0.5,30.0
3957,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.77425039372761,25.240682121254853,,,1,1.0,15.0,40.00235657308406,71.77114861673397,,,3,0.5,30.0
3958,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,103.21350843424777,24.796072884015818,,,1,1.0,15.0,40.00216979427688,70.52114863068874,,,3,0.5,30.0
3959,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,103.65276647476794,24.351463646776782,,,1,1.0,15.0,40.001983015469705,69.27114864464352,,,3,0.5,30.0
3960,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,,1,1.0,15.0,40.00179623666253,68.02114865859829,,,3,0.5,30.0
3961,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.001609457855686,66.77114867255307,,,3,0.5,30.0
3962,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.001422679048865,65.52114868650784,,,3,0.5,30.0
3963,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.001235900242044,64.27114870046262,,,3,0.5,30.0
3964,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00104912143522,63.02114871441739,,,3,0.5,30.0
3965,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.0008623426284,61.77114872837217,,,3,0.5,30.0
3966,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00067556382158,60.52114874232694,,,3,0.5,30.0
3967,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00048878501476,59.27114875628172,,,3,0.5,30.0
3968,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00030200620794,58.02114877023649,,,3,0.5,30.0
3969,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00011522740112,56.77114878419127,,,3,0.5,30.0
3970,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.000028087645035,55.52114879061146,,,3,0.5,30.0
3971,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00002582559884,54.27114879061331,,,3,0.5,30.0
3972,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.000023563552645,53.02114879061516,,,3,0.5,30.0
3973,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00002130150645,51.771148790617005,,,3,0.5,30.0
3974,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.000019039460255,50.52114879061885,,,3,0.5,30.0
3975,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00001677741406,49.2711487906207,,,3,0.5,30.0
3976,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.000014515367866,48.02114879062255,,,3,0.5,30.0
3977,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00001225332167,46.771148790624395,,,3,0.5,30.0
3978,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.000009991275476,45.52114879062624,,,3,0.5,30.0
3979,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,1,1.0,15.0,40.00000772922928,44.27114879062809,,,3,0.5,30.0
3980,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,103.55805826175776,24.441941738241525,,plate,1,1.0,15.0,40.00000546718309,43.02114879062994,,,3,0.5,30.0
3981,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,103.11611652351553,24.88388347648305,,plate,1,1.0,15.0,40.00000320513681,41.771148790631784,,,3,0.5,30.0
3982,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.6741747852733,25.325825214724574,,plate,1,1.0,15.0,40.00000094309026,40.52114879063363,,,3,0.5,30.0
3983,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.23223304703106,25.7677669529661,,plate,1,1.0,15.0,40.00000033468587,39.2711487906339,,,3,0.5,30.0
3984,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.79029130878882,26.209708691207624,,plate,1,1.0,15.0,40.0000003072909,38.02114879063362,,,3,0.5,30.0
3985,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.34834957054677,26.65165042944915,,plate,1,1.0,15.0,40.00000027989587,36.77114879063333,,,3,0.5,30.0
3986,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.90640783230538,27.093592167690673,,plate,1,1.0,15.0,40.00000025250054,35.52114879063305,,,3,0.5,30.0
3987,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.464466094064,27.535533905932198,,plate,1,1.0,15.0,40.00000022510521,34.271148790632765,,,3,0.5,30.0
3988,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.02252435582261,27.977475644173722,,plate,1,1.0,15.0,40.00000019770988,33.02114879063248,,,3,0.5,30.0
3989,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,tomato,3,3,tomato,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.58058261758121,28.419417382415247,,plate,1,1.0,15.0,40.00000017031455,31.771148790632264,,,3,0.5,30.0
