tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8f586923ca4798a7_score,player_a757b7ac_x,player_a757b7ac_y,player_a757b7ac_move_target,player_a757b7ac_item,player_a757b7ac_score,player_a757b7ac_cut_speed,player_a757b7ac_speed,player_d5e721dc_x,player_d5e721dc_y,player_d5e721dc_move_target,player_d5e721dc_item,player_d5e721dc_score,player_d5e721dc_cut_speed,player_d5e721dc_speed,2cfbfaee13303373_score,87adac642bb9d461_message,83d1c72ed97f54f3_score
5953,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000000000028,45.75701856620516,,,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5954,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000000000028,44.50701856620488,,,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5955,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000000000028,43.25701856620459,,,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5956,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000000000028,42.00701856620431,,,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5957,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00000000000021,40.757018566204025,,,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5958,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5959,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5960,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5961,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5962,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5963,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5964,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5965,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5966,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5967,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5968,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5969,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5970,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5971,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5972,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5973,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5974,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5975,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5976,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5977,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5978,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5979,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5980,test,0,1,None_cut,4.0,3,0,2,tomato,1.1666666666666665,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5981,test,0,1,None_cut,4.0,3,0,2,tomato,1.2083333333333333,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5982,test,0,1,None_cut,4.0,3,0,2,tomato,1.25,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5983,test,0,1,None_cut,4.0,3,0,2,tomato,1.2916666666666667,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5984,test,0,1,None_cut,4.0,3,0,2,tomato,1.3333333333333335,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5985,test,0,1,None_cut,4.0,3,0,2,tomato,1.3750000000000002,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.250000000000284,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5986,test,0,1,None_cut,4.0,3,0,2,tomato,1.416666666666667,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.50000000000057,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5987,test,0,1,None_cut,4.0,3,0,2,tomato,1.4583333333333337,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.75000000000085,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5988,test,0,1,None_cut,4.0,3,0,2,tomato,1.5000000000000004,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.00000000000114,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5989,test,0,1,None_cut,4.0,3,0,2,tomato,1.5416666666666672,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.25000000000142,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5990,test,0,1,None_cut,4.0,3,0,2,tomato,1.583333333333334,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.500000000001705,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5991,test,0,1,None_cut,4.0,3,0,2,tomato,1.6250000000000007,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.75000000000199,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5992,test,0,1,None_cut,4.0,3,0,2,tomato,1.6666666666666674,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.00000000000227,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5993,test,0,1,None_cut,4.0,3,0,2,tomato,1.7083333333333341,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.25000000000256,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5994,test,0,1,None_cut,4.0,3,0,2,tomato,1.7500000000000009,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.50000000000284,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5995,test,0,1,None_cut,4.0,3,0,2,tomato,1.7916666666666676,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.75000000000313,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5996,test,0,1,None_cut,4.0,3,0,2,tomato,1.8333333333333344,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.00000000000341,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5997,test,0,1,None_cut,4.0,3,0,2,tomato,1.875000000000001,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.2500000000037,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5998,test,0,1,None_cut,4.0,3,0,2,tomato,1.9166666666666679,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.50000000000398,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
5999,test,0,1,None_cut,4.0,3,0,2,tomato,1.9583333333333346,1,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.75000000000426,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6000,test,0,1,None_cut,4.0,3,0,2,tomato,2.0000000000000013,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.00000000000455,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6001,test,0,1,None_cut,4.0,3,0,2,tomato,2.041666666666668,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.25000000000483,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6002,test,0,1,None_cut,4.0,3,0,2,tomato,2.0833333333333344,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.50000000000512,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6003,test,0,1,None_cut,4.0,3,0,2,tomato,2.125000000000001,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.7500000000054,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6004,test,0,1,None_cut,4.0,3,0,2,tomato,2.1666666666666674,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.00000000000568,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6005,test,0,1,None_cut,4.0,3,0,2,tomato,2.208333333333334,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.25000000000597,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6006,test,0,1,None_cut,4.0,3,0,2,tomato,2.2500000000000004,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.50000000000625,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6007,test,0,1,None_cut,4.0,3,0,2,tomato,2.291666666666667,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.75000000000654,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6008,test,0,1,None_cut,4.0,3,0,2,tomato,2.3333333333333335,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.00000000000682,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6009,test,0,1,None_cut,4.0,3,0,2,tomato,2.375,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.2500000000071,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6010,test,0,1,None_cut,4.0,3,0,2,tomato,2.4166666666666665,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_salad,2,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,2.0
6011,test,0,1,None_cut,4.0,3,0,2,tomato,2.458333333333333,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,3.0
6012,test,0,1,None_cut,4.0,3,0,2,tomato,2.4999999999999996,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,3.0
6013,test,0,1,None_cut,4.0,3,0,2,tomato,2.541666666666666,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,3.0
6014,test,0,1,None_cut,4.0,3,0,2,tomato,2.5833333333333326,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,3.0
6015,test,0,1,None_cut,4.0,3,0,2,tomato,2.624999999999999,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,3.0
6016,test,0,1,None_cut,4.0,3,0,2,tomato,2.6666666666666656,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,3.0
6017,test,0,1,None_cut,4.0,3,0,2,tomato,2.708333333333332,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,3.0
6018,test,0,1,None_cut,4.0,3,0,2,tomato,2.7499999999999987,2,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,3.0
