tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,b1e5276f7954aa4f_score,player_eee64a55_x,player_eee64a55_y,player_eee64a55_move_target,player_eee64a55_item,player_eee64a55_score,player_eee64a55_cut_speed,player_eee64a55_speed,player_ded46ca7_x,player_ded46ca7_y,player_ded46ca7_move_target,player_ded46ca7_item,player_ded46ca7_score,player_ded46ca7_cut_speed,player_ded46ca7_speed,b2fb363a7a6f56cf_score,99cdfdcb30faa2c0_message,763bc06edebf8b31_score
6501,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.81281566461354,30.187184335383467,,plate,2,1.0,30.0,24.0,25.24999999999993,,tomato_cut,0,1.0,30.0,,,2.0
6502,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.9289321881304,31.07106781186687,,plate,2,1.0,30.0,24.0,26.499999999999858,,tomato_cut,0,1.0,30.0,,,2.0
6503,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.04504871164727,31.954951288350276,,plate,2,1.0,30.0,24.0,27.749999999999787,,tomato_cut,0,1.0,30.0,,,2.0
6504,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.1611652351642,32.838834764833344,,plate,2,1.0,30.0,24.0,28.999999999999716,,tomato_cut,0,1.0,30.0,,,2.0
6505,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.27728175868116,33.72271824131639,,plate,2,1.0,30.0,24.0,30.249999999999645,,tomato_cut,0,1.0,30.0,,,2.0
6506,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.3933982821981,34.60660171779944,,plate,2,1.0,30.0,24.0,31.499999999999574,,tomato_cut,0,1.0,30.0,,,2.0
6507,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.50951480571506,35.4904851942827,,plate,2,1.0,30.0,24.0,32.749999999999716,,tomato_cut,0,1.0,30.0,,,2.0
6508,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.62563132923201,36.37436867076619,,plate,2,1.0,30.0,24.0,34.0,,tomato_cut,0,1.0,30.0,,,2.0
6509,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.74174785274896,37.25825214724968,,plate,2,1.0,30.0,24.0,35.250000000000284,,tomato_cut,0,1.0,30.0,,,2.0
6510,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.85786437626591,38.14213562373317,,plate,2,1.0,30.0,24.0,36.50000000000057,,tomato_cut,0,1.0,30.0,,,2.0
6511,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.97398089978286,39.02601910021666,,plate,2,1.0,30.0,24.0,37.75000000000085,,tomato_cut,0,1.0,30.0,,,2.0
6512,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.04617444130444,39.805653184688964,,plate,2,1.0,30.0,24.0,39.00000000000114,,tomato_cut,0,1.0,30.0,,,2.0
6513,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.79626611486002,39.820791727745956,,plate,2,1.0,30.0,24.0,40.25000000000142,,tomato_cut,0,1.0,30.0,,,2.0
6514,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.54635778841559,39.83593027080295,,plate,2,1.0,30.0,24.0,41.500000000001705,,tomato_cut,0,1.0,30.0,,,2.0
6515,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.29644946197116,39.85106881385981,,plate,2,1.0,30.0,24.0,42.75000000000199,,tomato_cut,0,1.0,30.0,,,2.0
6516,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.04654113552674,39.866207356916455,,plate,2,1.0,30.0,24.0,44.000000000002274,,tomato_cut,0,1.0,30.0,,,2.0
6517,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.79663280908231,39.8813458999731,,plate,2,1.0,30.0,24.0,45.25000000000256,,tomato_cut,0,1.0,30.0,,,2.0
6518,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.54672448263788,39.896484443029735,,plate,2,1.0,30.0,24.0,46.50000000000284,,tomato_cut,0,1.0,30.0,,,2.0
6519,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.29681615619346,39.91162298608638,,plate,2,1.0,30.0,24.0,47.750000000003126,,tomato_cut,0,1.0,30.0,,,2.0
6520,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.04690782974903,39.92676152914302,,plate,2,1.0,30.0,24.0,49.00000000000341,,tomato_cut,0,1.0,30.0,,,2.0
6521,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.7969995033046,39.94190007219966,,plate,2,1.0,30.0,24.0,50.250000000003695,,tomato_cut,0,1.0,30.0,,,2.0
6522,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.54709117686018,39.9570386152563,,plate,2,1.0,30.0,24.0,51.50000000000398,,tomato_cut,0,1.0,30.0,,,2.0
6523,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.29718285041575,39.972177158312945,,plate,2,1.0,30.0,24.0,52.75000000000426,,tomato_cut,0,1.0,30.0,,,2.0
6524,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.04727452397132,39.98731570136958,,plate,2,1.0,30.0,24.0,54.00000000000455,,tomato_cut,0,1.0,30.0,,,2.0
6525,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.79733686634414,39.99766893490247,,plate,2,1.0,30.0,24.0,55.25000000000483,,tomato_cut,0,1.0,30.0,,,2.0
6526,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.54733687995359,39.997853385697375,,plate,2,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0,,,2.0
6527,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.29733689356304,39.99803783649228,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6528,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.0473369071725,39.998222287287184,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6529,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.79733692078194,39.99840673808209,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6530,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.5473369343914,39.99859118887699,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6531,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.29733694800085,39.9987756396719,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6532,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.0473369616103,39.9989600904668,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6533,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.79733697521975,39.99914454126161,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6534,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.5473369888292,39.99932899205616,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6535,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.29733700243865,39.999513442850706,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6536,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.0473370160481,39.999697893645255,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6537,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.79733702965756,39.999882344439804,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6538,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.54733703619142,39.99997204937522,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6539,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.29733703619398,39.99997429659456,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6540,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.04733703619654,39.99997654381421,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6541,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.7973370361991,39.99997879103387,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6542,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.54733703620165,39.99998103825352,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6543,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.29733703620421,39.99998328547318,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6544,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.04733703620677,39.99998553269283,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6545,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.79733703620933,39.99998777991249,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6546,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.54733703621189,39.99999002713214,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6547,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.29733703621444,39.9999922743518,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6548,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.047337036217,39.99999452157145,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6549,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.79733703621956,39.99999676879111,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6550,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.54733703622212,39.99999901601076,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6551,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.55705250305924,40.632483413080365,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6552,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.66776842922091,41.51093309064717,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6553,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.77848435538259,42.38938276821398,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6554,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.88920028154426,43.26783244578078,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6555,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.99991620770594,44.14628212334759,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6556,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.11063213386761,45.024731800914395,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6557,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.22134806002929,45.9031814784812,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6558,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.33206398619096,46.78163115604774,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6559,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.44277991235263,47.66008083361383,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6560,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.553495838513946,48.53853051117993,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
6561,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.66421176467491,49.41698018874657,,plate,2,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,2.0
