tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,16437be60400a92b_score,player_1ab11cda_x,player_1ab11cda_y,player_1ab11cda_move_target,player_1ab11cda_item,player_1ab11cda_score,player_1ab11cda_cut_speed,player_1ab11cda_speed,player_2ca0bb99_x,player_2ca0bb99_y,player_2ca0bb99_move_target,player_2ca0bb99_item,player_2ca0bb99_score,player_2ca0bb99_cut_speed,player_2ca0bb99_speed,7cec597422afc9d1_score,8e63fe384bf0b8bc_message,dc2ea2071e83a6d4_score
5912,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.7709032712985,40.05026058890048,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5913,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.02081500520177,40.035406045755785,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5914,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.27072673910504,40.020551502611085,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5915,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.52063847300832,40.005696959466384,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5916,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5917,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5918,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5919,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5920,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5921,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5922,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5923,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5924,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5925,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5926,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5927,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5928,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5929,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5930,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5931,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5932,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5933,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5934,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.74999999999972,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5935,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.49999999999943,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5936,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.24999999999915,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5937,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.99999999999886,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5938,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.74999999999858,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5939,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.4999999999983,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5940,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.24999999999801,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5941,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.99999999999773,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5942,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.74999999999744,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5943,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.49999999999716,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5944,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.24999999999687,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5945,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.99999999999659,40.0,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5946,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.87983173883686,40.31621556657754,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5947,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.9904754578381,41.19459214040404,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5948,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.10111917683935,42.07296871423054,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5949,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.2117628958406,42.95134528805704,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5950,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.32240661484184,43.82972186188354,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5951,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.43305033384308,44.70809843571004,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5952,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.54369405284433,45.58647500953654,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5953,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.65433777184558,46.46485158336304,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5954,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.76498149084682,47.34322815718954,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5955,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.87562520984797,48.22160473101604,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5956,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.9862689288485,49.099981304842544,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5957,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.09691264784904,49.978357878669044,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5958,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.20755636684957,50.856734452495544,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5959,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.31820008585011,51.735111026322045,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5960,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.42884380485064,52.613487600148545,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5961,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.53948752385118,53.491864173975046,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5962,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.650131242851714,54.370240747801546,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5963,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.76077496185225,55.24861732162794,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5964,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.18626191223713,56.26074682117119,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5965,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.17147016286084,57.510659299767305,,plate,0,1.0,30.0,24.0,120.0,,tomato_cut,0,1.0,30.0,,,0.0
5966,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.156678413484556,58.76057177836342,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5967,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.14188666410827,60.010484256959536,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5968,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.127094914731984,61.26039673555565,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5969,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.1123031653557,62.51030921415177,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5970,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.09751141597941,63.76022169274788,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5971,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.082719666603126,65.010134171344,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5972,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.06792791722684,66.26004664994012,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5973,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.05313616785055,67.50995912853624,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
5974,test,True,0,1,None_cut,3.833333333333328,3,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.03834441847422,68.75987160713235,,plate,0,1.0,30.0,24.0,120.0,,,0,1.0,30.0,,,0.0
