tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9fea084d0d3dfb36_score,player_7082ca8f_x,player_7082ca8f_y,player_7082ca8f_move_target,player_7082ca8f_item,player_7082ca8f_score,player_7082ca8f_cut_speed,player_7082ca8f_speed,player_0165dc76_x,player_0165dc76_y,player_0165dc76_move_target,player_0165dc76_item,player_0165dc76_score,player_0165dc76_cut_speed,player_0165dc76_speed,57efa1e3d04bc7ea_score,702d61c0705c6480_message,20094dbdf709454f_score
6433,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.5000000000000004,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6434,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.5416666666666672,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6435,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.583333333333334,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6436,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.6250000000000007,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6437,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.6666666666666674,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6438,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.7083333333333341,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6439,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.7500000000000009,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6440,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.7916666666666676,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6441,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.8333333333333344,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6442,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.875000000000001,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6443,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.9166666666666679,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6444,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,1.9583333333333346,1,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6445,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.0000000000000013,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6446,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6447,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.0833333333333344,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6448,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6449,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.1666666666666674,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6450,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.208333333333334,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6451,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.208333333333334,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6452,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.208333333333334,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6453,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.208333333333334,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.75000000000114,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6454,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.208333333333334,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.50000000000227,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6455,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.2500000000000004,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.2500000000034,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6456,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.291666666666667,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.00000000000455,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6457,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.3333333333333335,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.75000000000568,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6458,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.375,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.50000000000682,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6459,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.4166666666666665,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.2500000000071,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6460,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.458333333333333,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.00000000000682,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6461,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.4999999999999996,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.75000000000654,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6462,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.541666666666666,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.50000000000625,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6463,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.5833333333333326,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.25000000000597,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6464,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.624999999999999,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.00000000000568,24.0,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6465,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.6666666666666656,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.8763439699661,24.30755190613945,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6466,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.708333333333332,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.9873267412821,25.186271637966456,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6467,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.7499999999999987,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.0983095125981,26.06499136979346,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6468,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.791666666666665,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.20929228391411,26.943711101620465,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6469,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.8333333333333317,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.32027505523011,27.82243083344747,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6470,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.8749999999999982,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.43125782654612,28.70115056527412,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6471,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.9166666666666647,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.54224059786175,29.57987029710077,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6472,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.9583333333333313,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.6532233691772,30.458590028927418,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6473,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.999999999999998,2,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.76420614049265,31.337309760754067,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6474,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.87518891180801,32.2160294925808,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6475,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.083333333333331,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.98617168312309,33.094749224407806,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6476,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.1249999999999973,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.09715445443817,33.97346895623481,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6477,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.166666666666664,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.20813722575326,34.852188688061815,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6478,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.2083333333333304,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.31911999706834,35.73090841988882,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6479,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.249999999999997,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.43010276838343,36.609628151715825,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6480,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.2916666666666634,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.54108553969851,37.48834788354283,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6481,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.6520683110136,38.367067615369834,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6482,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.3749999999999964,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.76305108232869,39.24578734719684,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6483,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.416666666666663,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.74411162538074,39.81349821690576,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6484,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.4583333333333295,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.49419931818743,39.82830444284919,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6485,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.499999999999996,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.24428701099411,39.84311066879262,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6486,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.5416666666666625,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.9943747038008,39.85791689473605,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6487,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.74446239660749,39.87272312067948,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6488,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.6249999999999956,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.49455008941418,39.88752934662291,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6489,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.666666666666662,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.24463778222086,39.902335572566344,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6490,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.99472547502755,39.917141798509775,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6491,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.74481316783424,39.931948024453206,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6492,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.49490086064093,39.94675425039664,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6493,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.833333333333328,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.24498855344761,39.96156047634007,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6494,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.9950762462543,39.97636670228327,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6495,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.916666666666661,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.74516393906099,39.99117292822635,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
6496,test,False,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.916666666666661,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.49520253103098,39.99778761283382,,plate,4,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,7.0
