tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8f4b41276f54f3d8_score,player_ecf8e71e_x,player_ecf8e71e_y,player_ecf8e71e_move_target,player_ecf8e71e_item,player_ecf8e71e_score,player_ecf8e71e_cut_speed,player_ecf8e71e_speed,player_cde718cb_x,player_cde718cb_y,player_cde718cb_move_target,player_cde718cb_item,player_cde718cb_score,player_cde718cb_cut_speed,player_cde718cb_speed
3909,0,1,,0,2,tomato_cut,3.8749999999999947,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.79626611486532,39.820791727740755,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3910,0,1,,0,2,tomato_cut,3.916666666666661,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.54635778842089,39.835930270797746,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3911,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.29644946197647,39.85106881385474,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3912,0,1,,0,2,tomato_cut,3.9999999999999942,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.04654113553204,39.86620735691173,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3913,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.79663280908761,39.88134589996872,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3914,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.54672448264319,39.89648444302571,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3915,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.29681615619876,39.911622986082705,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3916,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.04690782975433,39.9267615291397,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3917,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.7969995033099,39.94190007219687,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3918,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.54709117686548,39.95703861525422,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3919,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.29718285042105,39.972177158311574,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3920,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.04727452397663,39.98731570136893,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3921,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.91278695016098,40.27873505658064,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3922,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.02356847568149,41.15725113762039,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3923,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.134350001202,42.03576721866014,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3924,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.2451315267225,42.91428329969989,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3925,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.35591305224301,43.79279938073964,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3926,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.46669457776352,44.671315461779386,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3927,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.57747610328403,45.549831542819135,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3928,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.68825762880454,46.42834762385888,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3929,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.79903915432504,47.30686370489863,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3930,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.90982067984555,48.18537978593838,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3931,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.02060220536606,49.06389586697813,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3932,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.13138373088657,49.94241194801788,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3933,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.24216525640708,50.82092802905757,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3934,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.352946781927585,51.69944411009722,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3935,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.46372830744809,52.57796019113686,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3936,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.5745098329686,53.4564762721765,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3937,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.68529135848911,54.334992353216144,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3938,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.79607288400962,55.213508434255786,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3939,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,plate,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3940,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3941,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3942,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3943,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3944,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3945,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3946,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3947,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3948,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3949,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3950,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3951,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3952,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3953,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3954,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3955,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3956,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3957,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3958,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3959,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3960,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3961,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3962,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3963,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3964,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3965,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3966,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3967,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3968,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3969,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3970,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3971,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3972,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3973,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3974,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3975,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3976,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3977,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3978,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3979,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3980,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3981,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3982,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3983,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3984,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3985,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3986,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
3987,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,tomato_salad,3,1.0,30.0,24.0,40.0,,,0,1.0,30.0
