tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,de8f0a778ef6661f_score,player_aeeb4f2a_x,player_aeeb4f2a_y,player_aeeb4f2a_move_target,player_aeeb4f2a_item,player_aeeb4f2a_score,player_aeeb4f2a_cut_speed,player_aeeb4f2a_speed,player_b8ed15fd_x,player_b8ed15fd_y,player_b8ed15fd_move_target,player_b8ed15fd_item,player_b8ed15fd_score,player_b8ed15fd_cut_speed,player_b8ed15fd_speed,a50b30ad8040f929_score,936f89a1632727c3_message,143754ea02becc1b_score
7059,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.083333333333331,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,66.18403871475691,45.93869317828598,,plate,6,1.0,30.0,,,9.0
7060,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,65.29481327507851,46.817202209218266,,plate,6,1.0,30.0,,,9.0
7061,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,64.40558783540011,47.695711240150544,,plate,6,1.0,30.0,,,9.0
7062,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.2083333333333304,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,63.516362395721714,48.57422027108282,,plate,6,1.0,30.0,,,9.0
7063,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.249999999999997,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,62.627136956043316,49.4527293020151,,plate,6,1.0,30.0,,,9.0
7064,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.2916666666666634,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,61.73791151636492,50.331238332947386,,plate,6,1.0,30.0,,,9.0
7065,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.33333333333333,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,60.84868607668652,51.209747363879664,,plate,6,1.0,30.0,,,9.0
7066,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,59.95946063700812,52.08825639481194,,plate,6,1.0,30.0,,,9.0
7067,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.416666666666663,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,59.07023519732972,52.96676542574422,,plate,6,1.0,30.0,,,9.0
7068,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.4583333333333295,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,58.181009757651324,53.8452744566765,,plate,6,1.0,30.0,,,9.0
7069,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.499999999999996,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,57.291784317972926,54.723783487608785,,plate,6,1.0,30.0,,,9.0
7070,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.5416666666666625,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.40255887829453,55.60229251854106,,plate,6,1.0,30.0,,,9.0
7071,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.583333333333329,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,plate,6,1.0,30.0,,,9.0
7072,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7073,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.666666666666662,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7074,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.7083333333333286,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7075,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.749999999999995,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7076,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.7916666666666616,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7077,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.833333333333328,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7078,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7079,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7080,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7081,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7082,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7083,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7084,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7085,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7086,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7087,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7088,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7089,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7090,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7091,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7092,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7093,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7094,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7095,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7096,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7097,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7098,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7099,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7100,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7101,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7102,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7103,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7104,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7105,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7106,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7107,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7108,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7109,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7110,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7111,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7112,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7113,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7114,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7115,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7116,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7117,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7118,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.24999999999993,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7119,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.499999999999858,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7120,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.749999999999787,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7121,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.999999999999716,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7122,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.249999999999645,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7123,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.499999999999574,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
7124,test,True,0,1,,0.0,0,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.749999999999716,24.0,,tomato_cut,3,1.0,30.0,56.0,56.0,,,6,1.0,30.0,,,9.0
