tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,9177759baec59c51_score,player_aacbc262_x,player_aacbc262_y,player_aacbc262_move_target,player_aacbc262_item,player_aacbc262_score,player_aacbc262_cut_speed,player_aacbc262_speed,player_0d9b4bae_x,player_0d9b4bae_y,player_0d9b4bae_move_target,player_0d9b4bae_item,player_0d9b4bae_score,player_0d9b4bae_cut_speed,player_0d9b4bae_speed
3777,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3778,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3779,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3780,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3781,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3782,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3783,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3784,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3785,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3786,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3787,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3788,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3789,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3790,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3791,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3792,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3793,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3794,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3795,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3796,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3797,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3798,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3799,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3800,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3801,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3802,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3803,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3804,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3805,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3806,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3807,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3808,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3809,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3810,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3811,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3812,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3813,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3814,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3815,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3816,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3817,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3818,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3819,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3820,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3821,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3822,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3823,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3824,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.37500000000057,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3825,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.75000000000114,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3826,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.1250000000017,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3827,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.50000000000227,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3828,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.87500000000284,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3829,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.25000000000341,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3830,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.62500000000398,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3831,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.00000000000455,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3832,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.37500000000512,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3833,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.75000000000568,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3834,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.12500000000625,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3835,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.50000000000682,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3836,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.87500000000739,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3837,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.25000000000796,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3838,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.62500000000853,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3839,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.0000000000091,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3840,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.37500000000966,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3841,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.75000000001023,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3842,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.1250000000108,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3843,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.50000000001137,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3844,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.87500000001194,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3845,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.2500000000125,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3846,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.62500000001307,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3847,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.00000000001364,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3848,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.37500000001421,40.0,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3849,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.87808868441493,39.68811541183577,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3850,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.4334952821622,39.24884134399882,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3851,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.98890187990946,38.80956727616187,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3852,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.54430847765673,38.370293208324924,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3853,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.09971507540399,37.931019140487976,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
3854,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.5833333333333415,3,3,2,,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.65512167315126,37.49174507265103,,,1,1.0,15.0,88.0,72.0,,tomato_cut,0,0.5,30.0
