tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b7e0d85217b88b34_score,player_e15fbbb7_x,player_e15fbbb7_y,player_e15fbbb7_move_target,player_e15fbbb7_item,player_e15fbbb7_score,player_e15fbbb7_cut_speed,player_e15fbbb7_speed,player_6bebc786_x,player_6bebc786_y,player_6bebc786_move_target,player_6bebc786_item,player_6bebc786_score,player_6bebc786_cut_speed,player_6bebc786_speed
3592,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,80.2175835559035,32.320303350347444,,,1,1.0,15.0,72.0,52.75000000000426,,tomato,4,0.5,30.0
3593,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,79.77839526899061,31.875625209848067,,,1,1.0,15.0,72.0,54.00000000000455,,tomato,4,0.5,30.0
3594,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,79.33920698207771,31.43094706934869,,,1,1.0,15.0,72.0,55.25000000000483,,tomato,4,0.5,30.0
3595,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,78.90001869516482,30.986268928849313,,,1,1.0,15.0,72.0,56.500000000005116,,tomato,4,0.5,30.0
3596,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,78.46083040825192,30.541590788349936,,,1,1.0,15.0,72.0,57.7500000000054,,tomato,4,0.5,30.0
3597,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,78.02164212133903,30.09691264785056,,,1,1.0,15.0,72.0,59.000000000005684,,tomato,4,0.5,30.0
3598,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,77.58245383442613,29.65223450735118,,,1,1.0,15.0,72.0,60.25000000000597,,tomato,4,0.5,30.0
3599,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,77.14326554751324,29.207556366851804,,,1,1.0,15.0,72.0,61.50000000000625,,tomato,4,0.5,30.0
3600,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,76.70407726060034,28.762878226352427,,,1,1.0,15.0,72.0,62.75000000000654,,tomato,4,0.5,30.0
3601,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,76.26488897368745,28.31820008585305,,,1,1.0,15.0,72.0,64.00000000000682,,tomato,4,0.5,30.0
3602,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,75.82570068677455,27.873521945353673,,,1,1.0,15.0,72.0,65.2500000000071,,tomato,4,0.5,30.0
3603,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,75.38651239986166,27.428843804854296,,,1,1.0,15.0,72.0,66.50000000000739,,tomato,4,0.5,30.0
3604,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,74.94732411294811,26.98416566435492,,,1,1.0,15.0,72.0,67.75000000000767,,tomato,4,0.5,30.0
3605,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,74.5081358260344,26.53948752385554,,,1,1.0,15.0,72.0,69.00000000000796,,tomato,4,0.5,30.0
3606,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,74.0689475391207,26.094809383356164,,,1,1.0,15.0,72.0,70.25000000000824,,tomato,4,0.5,30.0
3607,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,73.62975925220698,25.650131242856787,,,1,1.0,15.0,72.0,71.50000000000853,,tomato,4,0.5,30.0
3608,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,73.19057096529328,25.20545310235741,,,1,1.0,15.0,72.0,72.75000000000881,,tomato,4,0.5,30.0
3609,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.75138267837957,24.760774961858033,,,1,1.0,15.0,72.0,74.0000000000091,,tomato,4,0.5,30.0
3610,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.31219439146587,24.316096821358656,,,1,1.0,15.0,72.0,75.25000000000938,,tomato,4,0.5,30.0
3611,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,,1,1.0,15.0,72.0,76.50000000000966,,tomato,4,0.5,30.0
3612,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,72.0,77.75000000000995,,tomato,4,0.5,30.0
3613,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,72.0,79.00000000001023,,tomato,4,0.5,30.0
3614,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,72.0,80.25000000001052,,tomato,4,0.5,30.0
3615,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,72.0,81.5000000000108,,tomato,4,0.5,30.0
3616,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,72.0,82.75000000001108,,tomato,4,0.5,30.0
3617,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,72.0,84.00000000001137,,tomato,4,0.5,30.0
3618,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,72.0,85.25000000001165,,tomato,4,0.5,30.0
3619,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,72.0,86.50000000001194,,tomato,4,0.5,30.0
3620,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,72.0,87.75000000001222,,tomato,4,0.5,30.0
3621,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,71.15675848912588,88.65378202977104,,tomato,4,0.5,30.0
3622,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,70.27838191529867,89.54313831076979,,tomato,4,0.5,30.0
3623,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,69.40000534147146,90.43249459176855,,tomato,4,0.5,30.0
3624,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,68.52162876764424,91.3218508727673,,tomato,4,0.5,30.0
3625,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,67.64325219381703,92.21120715376605,,tomato,4,0.5,30.0
3626,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,66.76487561998982,93.10056343476481,,tomato,4,0.5,30.0
3627,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,65.88649904616261,93.98991971576356,,tomato,4,0.5,30.0
3628,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,65.0081224723354,94.87927599676232,,tomato,4,0.5,30.0
3629,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,64.12974589850832,95.76863227776107,,tomato,4,0.5,30.0
3630,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,63.25136932468189,96.65798855875983,,tomato,4,0.5,30.0
3631,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,62.37299275085539,97.54734483975858,,tomato,4,0.5,30.0
3632,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,61.49461617702889,98.43670112075733,,tomato,4,0.5,30.0
3633,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,60.61623960320239,99.32605740175609,,tomato,4,0.5,30.0
3634,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,59.73786302937589,100.21541368275541,,tomato,4,0.5,30.0
3635,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,58.85948645554939,101.10476996375509,,tomato,4,0.5,30.0
3636,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,57.98110988172289,101.99412624475478,,tomato,4,0.5,30.0
3637,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,57.102733307896386,102.88348252575446,,tomato,4,0.5,30.0
3638,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,56.224356734069886,103.77283880675415,,tomato,4,0.5,30.0
3639,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,55.33065587437923,102.97004275039035,,tomato,4,0.5,30.0
3640,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,54.43631650277757,102.09674034663637,,tomato,4,0.5,30.0
3641,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,53.54197713117591,101.22343794288145,,tomato,4,0.5,30.0
3642,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,52.64763775957425,100.35013553912651,,tomato,4,0.5,30.0
3643,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,51.75329838797259,99.47683313537159,,tomato,4,0.5,30.0
3644,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,50.85895901637093,98.60353073161667,,tomato,4,0.5,30.0
3645,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,49.96461964476927,97.73022832786174,,tomato,4,0.5,30.0
3646,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,49.07028027316761,96.85692592410682,,tomato,4,0.5,30.0
3647,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,48.17594090156595,95.9836235203519,,tomato,4,0.5,30.0
3648,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,47.28160152996429,95.11032111659698,,tomato,4,0.5,30.0
3649,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,46.38726215836263,94.23701871284204,,tomato,4,0.5,30.0
3650,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,45.49292278676097,93.36371630908712,,tomato,4,0.5,30.0
3651,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,44.59858341515931,92.4904139053322,,tomato,4,0.5,30.0
3652,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,43.70424404355765,91.61711150157727,,tomato,4,0.5,30.0
3653,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,42.80990467195599,90.74380909782235,,tomato,4,0.5,30.0
3654,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,41.91556530035433,89.87050669406743,,tomato,4,0.5,30.0
3655,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,41.02122592875267,88.99720429031251,,tomato,4,0.5,30.0
3656,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,40.19720842790548,88.0937735856825,,tomato,4,0.5,30.0
3657,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,40.181892440734686,86.84386742098903,,tomato,4,0.5,30.0
3658,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,40.16657645356389,85.59396125629556,,tomato,4,0.5,30.0
3659,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,40.1512604663931,84.34405509160209,,tomato,4,0.5,30.0
3660,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,40.1359444792223,83.09414892690862,,tomato,4,0.5,30.0
3661,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,40.12062849205151,81.84424276221515,,tomato,4,0.5,30.0
3662,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,3.520833333333341,3,3,2,plate,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,72.0,24.0,,tomato,1,1.0,15.0,40.105312504880715,80.59433659752168,,tomato,4,0.5,30.0
