tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a1ed02ef79c2d472_score,player_186b6f19_x,player_186b6f19_y,player_186b6f19_move_target,player_186b6f19_item,player_186b6f19_score,player_186b6f19_cut_speed,player_186b6f19_speed,player_c5e09a42_x,player_c5e09a42_y,player_c5e09a42_move_target,player_c5e09a42_item,player_c5e09a42_score,player_c5e09a42_cut_speed,player_c5e09a42_speed,87c9ac870fc6495a_score,d25b34b36892b989_message,331428b544668fa2_score
6508,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6509,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6510,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6511,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6512,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6513,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6514,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6515,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6516,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6517,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6518,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6519,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6520,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6521,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6522,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.11611652351553,24.88388347648305,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6523,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.23223304703106,25.767766952966443,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6524,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.3483495705466,26.651650429449848,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6525,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.46446609406294,27.535533905933253,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6526,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.5805826175798,28.419417382416658,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6527,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.69669914109667,29.303300858900062,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6528,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.81281566461354,30.187184335383467,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6529,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.9289321881304,31.07106781186687,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6530,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.04504871164727,31.954951288350276,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6531,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.1611652351642,32.838834764833344,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6532,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.27728175868116,33.72271824131639,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6533,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.3933982821981,34.60660171779944,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6534,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.50951480571506,35.4904851942827,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6535,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.62563132923201,36.37436867076619,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6536,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.74174785274896,37.25825214724968,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6537,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.85786437626591,38.14213562373317,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6538,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.97398089978286,39.02601910021666,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6539,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.04617444130444,39.805653184688964,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6540,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.79626611486002,39.820791727745956,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6541,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.54635778841559,39.83593027080295,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6542,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.29644946197116,39.85106881385981,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6543,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.04654113552674,39.866207356916455,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6544,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.79663280908231,39.8813458999731,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6545,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.54672448263788,39.896484443029735,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6546,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.29681615619346,39.91162298608638,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6547,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.04690782974903,39.92676152914302,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6548,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.7969995033046,39.94190007219966,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6549,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.54709117686018,39.9570386152563,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6550,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.29718285041575,39.972177158312945,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6551,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.04727452397132,39.98731570136958,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6552,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.79733686634414,39.99766893490247,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6553,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.54733687995359,39.997853385697375,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6554,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.29733689356304,39.99803783649228,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6555,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.0473369071725,39.998222287287184,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6556,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.79733692078194,39.99840673808209,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6557,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.5473369343914,39.99859118887699,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6558,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.29733694800085,39.9987756396719,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6559,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.0473369616103,39.9989600904668,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6560,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.79733697521975,39.99914454126161,,plate,5,1.0,30.0,24.0,72.0,,tomato,0,1.0,30.0,,,5.0
6561,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.5473369888292,39.99932899205616,,plate,5,1.0,30.0,24.0,70.74999999999972,,tomato,0,1.0,30.0,,,5.0
6562,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.29733700243865,39.999513442850706,,plate,5,1.0,30.0,24.0,69.49999999999943,,tomato,0,1.0,30.0,,,5.0
6563,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.0473370160481,39.999697893645255,,plate,5,1.0,30.0,24.0,68.24999999999915,,tomato,0,1.0,30.0,,,5.0
6564,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.79733702965756,39.999882344439804,,plate,5,1.0,30.0,24.0,66.99999999999886,,tomato,0,1.0,30.0,,,5.0
6565,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.54733703619142,39.99997204937522,,plate,5,1.0,30.0,24.0,65.74999999999858,,tomato,0,1.0,30.0,,,5.0
6566,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.29733703619398,39.99997429659456,,plate,5,1.0,30.0,24.0,64.4999999999983,,tomato,0,1.0,30.0,,,5.0
6567,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.04733703619654,39.99997654381421,,plate,5,1.0,30.0,24.0,63.24999999999801,,tomato,0,1.0,30.0,,,5.0
6568,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.7973370361991,39.99997879103387,,plate,5,1.0,30.0,24.0,61.999999999997726,,tomato,0,1.0,30.0,,,5.0
6569,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.54733703620165,39.99998103825352,,plate,5,1.0,30.0,24.0,60.74999999999744,,tomato,0,1.0,30.0,,,5.0
6570,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.29733703620421,39.99998328547318,,plate,5,1.0,30.0,24.0,59.49999999999716,,tomato,0,1.0,30.0,,,5.0
6571,test,0,1,,0.0,0,0,2,,0,0,1,0,None_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,tomato_salad,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.04733703620677,39.99998553269283,,plate,5,1.0,30.0,24.0,58.249999999996874,,tomato,0,1.0,30.0,,,5.0
