tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,68f95f0a94b2c517_score,player_ac2f5be6_x,player_ac2f5be6_y,player_ac2f5be6_move_target,player_ac2f5be6_item,player_ac2f5be6_score,player_ac2f5be6_cut_speed,player_ac2f5be6_speed,player_97567a80_x,player_97567a80_y,player_97567a80_move_target,player_97567a80_item,player_97567a80_score,player_97567a80_cut_speed,player_97567a80_speed
4099,0,1,,0,2,tomato_cut,3.0416666666666643,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4100,0,1,,0,2,tomato_cut,3.083333333333331,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4101,0,1,,0,2,tomato_cut,3.1249999999999973,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4102,0,1,,0,2,tomato_cut,3.166666666666664,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4103,0,1,,0,2,tomato_cut,3.2083333333333304,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4104,0,1,,0,2,tomato_cut,3.249999999999997,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4105,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4106,0,1,,0,2,tomato_cut,3.33333333333333,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4107,0,1,,0,2,tomato_cut,3.3749999999999964,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4108,0,1,,0,2,tomato_cut,3.416666666666663,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,8,0.2,30.0
4109,0,1,,0,2,tomato_cut,3.4583333333333295,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,56.88388347648305,71.11611652351695,,,8,0.2,30.0
4110,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,57.7677669529661,70.2322330470339,,,8,0.2,30.0
4111,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,58.65165042944915,69.34834957055085,,,8,0.2,30.0
4112,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,59.5355339059322,68.4644660940678,,,8,0.2,30.0
4113,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,60.41941738241525,67.58058261758475,,,8,0.2,30.0
4114,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,61.3033008588983,66.6966991411017,,,8,0.2,30.0
4115,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,62.187184335381346,65.81281566461865,,,8,0.2,30.0
4116,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,63.071067811864395,64.9289321881356,,,8,0.2,30.0
4117,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,63.954951288347445,64.04504871165256,,,8,0.2,30.0
4118,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,64.8388347648305,63.161165235169506,,,8,0.2,30.0
4119,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,65.72271824131354,62.277281758686456,,,8,0.2,30.0
4120,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,66.6066017177966,61.39339828220341,,,8,0.2,30.0
4121,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,67.49048519427964,60.50951480572036,,,8,0.2,30.0
4122,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,68.37436867076269,59.62563132923731,,,8,0.2,30.0
4123,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,69.25825214724574,58.74174785275426,,,8,0.2,30.0
4124,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,70.14213562372879,57.85786437627121,,,8,0.2,30.0
4125,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,71.02601910021184,56.97398089978816,,,8,0.2,30.0
4126,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,71.90990257669489,56.09009742330511,,,8,0.2,30.0
4127,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,72.79378605317794,55.20621394682206,,,8,0.2,30.0
4128,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,73.67766952966099,54.32233047033901,,,8,0.2,30.0
4129,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,74.56155300614404,53.43844699385596,,,8,0.2,30.0
4130,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,75.44543648262709,52.55456351737291,,,8,0.2,30.0
4131,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,76.32931995911014,51.67068004088986,,,8,0.2,30.0
4132,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,77.21320343559319,50.786796564406814,,,8,0.2,30.0
4133,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,78.09708691207624,49.902913087923764,,,8,0.2,30.0
4134,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,78.98097038855929,49.019029611440715,,,8,0.2,30.0
4135,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,79.86485386504233,48.135146134957665,,,8,0.2,30.0
4136,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,80.74873734152538,47.251262658474616,,,8,0.2,30.0
4137,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,81.63262081800843,46.367379181991566,,,8,0.2,30.0
4138,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,82.51650429449148,45.48349570550852,,,8,0.2,30.0
4139,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,83.40038777097453,44.59961222902547,,,8,0.2,30.0
4140,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,84.28427124745758,43.71572875254242,,,8,0.2,30.0
4141,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,85.16815472394063,42.83184527605937,,,8,0.2,30.0
4142,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,86.05203820042368,41.94796179957632,,,8,0.2,30.0
4143,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,86.93592167690673,41.06407832309327,,,8,0.2,30.0
4144,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,87.81980515338978,40.18019484661022,,,8,0.2,30.0
4145,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,88.70368862987283,39.29631137012717,,,8,0.2,30.0
4146,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,89.58757210635588,38.41242789364412,,,8,0.2,30.0
4147,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,90.47145558283893,37.52854441716107,,,8,0.2,30.0
4148,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,91.35533905932198,36.64466094067802,,,8,0.2,30.0
4149,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,92.23922253580503,35.76077746419497,,,8,0.2,30.0
4150,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,93.12310601228808,34.876893987711924,,,8,0.2,30.0
4151,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,94.00698948877113,33.993010511228874,,,8,0.2,30.0
4152,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,94.89087296525418,33.109127034745825,,,8,0.2,30.0
4153,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,95.77475644173722,32.225243558262775,,,8,0.2,30.0
4154,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,96.65863991822027,31.341360081779726,,,8,0.2,30.0
4155,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,tomato_cut,0,1.0,12.0,97.54252339470332,30.457476605296677,,,8,0.2,30.0
4156,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,98.42640687118637,29.573593128813627,,,8,0.2,30.0
4157,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,99.31029034766942,28.689709652330578,,,8,0.2,30.0
4158,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,100.19417382415247,27.80582617584753,,,8,0.2,30.0
4159,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,101.07805730063552,26.92194269936448,,,8,0.2,30.0
4160,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,101.96194077711857,26.03805922288143,,,8,0.2,30.0
4161,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,102.84582425360162,25.15417574639838,,,8,0.2,30.0
4162,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,103.72970773008467,24.27029226991533,,,8,0.2,30.0
4163,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,104.0,24.0,,,8,0.2,30.0
4164,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,104.0,24.0,,plate,8,0.2,30.0
4165,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,104.0,24.0,,plate,8,0.2,30.0
4166,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,104.0,24.0,,plate,8,0.2,30.0
4167,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,104.0,24.0,,plate,8,0.2,30.0
4168,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.0,,,0,1.0,12.0,104.0,24.0,,plate,8,0.2,30.0
4169,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,40.500000000000256,,,0,1.0,12.0,104.0,24.0,,plate,8,0.2,30.0
4170,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,41.00000000000051,,,0,1.0,12.0,104.0,24.0,,plate,8,0.2,30.0
4171,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,41.50000000000077,,,0,1.0,12.0,104.0,24.0,,plate,8,0.2,30.0
4172,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,24.0,42.00000000000102,,,0,1.0,12.0,104.0,24.0,,plate,8,0.2,30.0
