tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8a20d432c199ea1c_score,player_ccd5cd24_x,player_ccd5cd24_y,player_ccd5cd24_move_target,player_ccd5cd24_item,player_ccd5cd24_score,player_ccd5cd24_cut_speed,player_ccd5cd24_speed,player_daf1d86f_x,player_daf1d86f_y,player_daf1d86f_move_target,player_daf1d86f_item,player_daf1d86f_score,player_daf1d86f_cut_speed,player_daf1d86f_speed,fb87781f0ae80884_score,3ee18d6f700b99e9_message,bbd6618e24c55b76_score
5973,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,117.20929228391411,26.943711101620465,,plate,2,1.0,30.0,,,2.0
5974,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,116.32027505523011,27.82243083344747,,plate,2,1.0,30.0,,,2.0
5975,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,115.43125782654612,28.70115056527412,,plate,2,1.0,30.0,,,2.0
5976,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,114.54224059786175,29.57987029710077,,plate,2,1.0,30.0,,,2.0
5977,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,113.6532233691772,30.458590028927418,,plate,2,1.0,30.0,,,2.0
5978,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,112.76420614049265,31.337309760754067,,plate,2,1.0,30.0,,,2.0
5979,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,111.87518891180801,32.2160294925808,,plate,2,1.0,30.0,,,2.0
5980,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,110.98617168312309,33.094749224407806,,plate,2,1.0,30.0,,,2.0
5981,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,110.09715445443817,33.97346895623481,,plate,2,1.0,30.0,,,2.0
5982,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,109.20813722575326,34.852188688061815,,plate,2,1.0,30.0,,,2.0
5983,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,108.31911999706834,35.73090841988882,,plate,2,1.0,30.0,,,2.0
5984,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,107.43010276838343,36.609628151715825,,plate,2,1.0,30.0,,,2.0
5985,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,106.54108553969851,37.48834788354283,,plate,2,1.0,30.0,,,2.0
5986,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,105.6520683110136,38.367067615369834,,plate,2,1.0,30.0,,,2.0
5987,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,104.76305108232869,39.24578734719684,,plate,2,1.0,30.0,,,2.0
5988,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,103.74411162538074,39.81349821690576,,plate,2,1.0,30.0,,,2.0
5989,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,102.49419931818743,39.82830444284919,,plate,2,1.0,30.0,,,2.0
5990,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,101.24428701099411,39.84311066879262,,plate,2,1.0,30.0,,,2.0
5991,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,99.9943747038008,39.85791689473605,,plate,2,1.0,30.0,,,2.0
5992,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,98.74446239660749,39.87272312067948,,plate,2,1.0,30.0,,,2.0
5993,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,97.49455008941418,39.88752934662291,,plate,2,1.0,30.0,,,2.0
5994,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,96.24463778222086,39.902335572566344,,plate,2,1.0,30.0,,,2.0
5995,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,94.99472547502755,39.917141798509775,,plate,2,1.0,30.0,,,2.0
5996,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,93.74481316783424,39.931948024453206,,plate,2,1.0,30.0,,,2.0
5997,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,92.49490086064093,39.94675425039664,,plate,2,1.0,30.0,,,2.0
5998,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,91.24498855344761,39.96156047634007,,plate,2,1.0,30.0,,,2.0
5999,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,89.9950762462543,39.97636670228327,,plate,2,1.0,30.0,,,2.0
6000,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,88.74516393906099,39.99117292822635,,plate,2,1.0,30.0,,,2.0
6001,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,87.49520253103098,39.99778761283382,,plate,2,1.0,30.0,,,2.0
6002,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,86.24520254377215,39.997966086391884,,plate,2,1.0,30.0,,,2.0
6003,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,84.99520255651332,39.99814455994995,,plate,2,1.0,30.0,,,2.0
6004,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,83.74520256925449,39.998323033508015,,plate,2,1.0,30.0,,,2.0
6005,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,82.49520258199566,39.99850150706608,,plate,2,1.0,30.0,,,2.0
6006,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,81.24520259473682,39.998679980624146,,plate,2,1.0,30.0,,,2.0
6007,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,79.99520260747799,39.99885845418221,,plate,2,1.0,30.0,,,2.0
6008,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,78.74520262021916,39.99903692774028,,plate,2,1.0,30.0,,,2.0
6009,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,77.49520263296033,39.99921540129834,,plate,2,1.0,30.0,,,2.0
6010,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,76.2452026457015,39.99939387485641,,plate,2,1.0,30.0,,,2.0
6011,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,74.99520265844266,39.999572348414475,,plate,2,1.0,30.0,,,2.0
6012,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,73.74520267118383,39.99975082197275,,plate,2,1.0,30.0,,,2.0
6013,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,72.495202683925,39.99992929553117,,plate,2,1.0,30.0,,,2.0
6014,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,71.5193913528273,40.66763899269328,,plate,2,1.0,30.0,,,2.0
6015,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,70.6301659131489,41.54614802362497,,plate,2,1.0,30.0,,,2.0
6016,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,69.7409404734705,42.42465705455686,,plate,2,1.0,30.0,,,2.0
6017,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,68.8517150337921,43.303166085489146,,plate,2,1.0,30.0,,,2.0
6018,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,67.9624895941137,44.181675116421424,,plate,2,1.0,30.0,,,2.0
6019,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,67.07326415443531,45.0601841473537,,plate,2,1.0,30.0,,,2.0
6020,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,66.18403871475691,45.93869317828598,,plate,2,1.0,30.0,,,2.0
6021,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,65.29481327507851,46.817202209218266,,plate,2,1.0,30.0,,,2.0
6022,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,64.40558783540011,47.695711240150544,,plate,2,1.0,30.0,,,2.0
6023,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,63.516362395721714,48.57422027108282,,plate,2,1.0,30.0,,,2.0
6024,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,62.627136956043316,49.4527293020151,,plate,2,1.0,30.0,,,2.0
6025,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,61.73791151636492,50.331238332947386,,plate,2,1.0,30.0,,,2.0
6026,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,60.84868607668652,51.209747363879664,,plate,2,1.0,30.0,,,2.0
6027,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,59.95946063700812,52.08825639481194,,plate,2,1.0,30.0,,,2.0
6028,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,59.07023519732972,52.96676542574422,,plate,2,1.0,30.0,,,2.0
6029,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,58.181009757651324,53.8452744566765,,plate,2,1.0,30.0,,,2.0
6030,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,57.291784317972926,54.723783487608785,,plate,2,1.0,30.0,,,2.0
6031,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,56.40255887829453,55.60229251854106,,plate,2,1.0,30.0,,,2.0
6032,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,plate,2,1.0,30.0,,,2.0
6033,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,2.0
6034,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,2.0
6035,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,2.0
6036,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,2.0
6037,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,2.0
6038,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,2.0
6039,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,2.0
