tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,519ba0588e92a7cd_score,player_0a03c2a9_x,player_0a03c2a9_y,player_0a03c2a9_move_target,player_0a03c2a9_item,player_0a03c2a9_score,player_0a03c2a9_cut_speed,player_0a03c2a9_speed,player_27bc4487_x,player_27bc4487_y,player_27bc4487_move_target,player_27bc4487_item,player_27bc4487_score,player_27bc4487_cut_speed,player_27bc4487_speed
3247,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,37.84763716503252,38.016349639531335,,tomato,1,1.0,30.0
3248,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,36.96912158081989,37.12713067420537,,tomato,1,1.0,30.0
3249,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,36.09060599660725,36.2379117088794,,tomato,1,1.0,30.0
3250,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,35.212090412394616,35.348692743553435,,tomato,1,1.0,30.0
3251,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,34.33357482818198,34.45947377822747,,tomato,1,1.0,30.0
3252,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,33.455059243969345,33.5702548129015,,tomato,1,1.0,30.0
3253,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,32.57654365975671,32.68103584757554,,tomato,1,1.0,30.0
3254,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,31.698028075544073,31.79181688224957,,tomato,1,1.0,30.0
3255,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,30.819512491331437,30.902597916923604,,tomato,1,1.0,30.0
3256,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,29.9409969071188,30.013378951597417,,tomato,1,1.0,30.0
3257,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,29.062481322906166,29.12415998627118,,tomato,1,1.0,30.0
3258,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,28.18396573869353,28.23494102094494,,tomato,1,1.0,30.0
3259,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,27.305450154480894,27.3457220556187,,tomato,1,1.0,30.0
3260,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,26.42693457026826,26.456503090292458,,tomato,1,1.0,30.0
3261,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,25.548418986055623,25.567284124966218,,tomato,1,1.0,30.0
3262,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.669903401842987,24.678065159639978,,tomato,1,1.0,30.0
3263,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.0,24.0,,tomato,1,1.0,30.0
3264,0,1,,0,2,,0,3,,1,0,tomato,0.0,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3265,0,1,,0,2,,0,3,,1,0,tomato,0.041666666666666664,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3266,0,1,,0,2,,0,3,,1,0,tomato,0.08333333333333333,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3267,0,1,,0,2,,0,3,,1,0,tomato,0.125,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3268,0,1,,0,2,,0,3,,1,0,tomato,0.16666666666666666,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3269,0,1,,0,2,,0,3,,1,0,tomato,0.20833333333333331,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3270,0,1,,0,2,,0,3,,1,0,tomato,0.24999999999999997,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3271,0,1,,0,2,,0,3,,1,0,tomato,0.29166666666666663,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,88.0,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3272,0,1,,0,2,,0,3,,1,0,tomato,0.3333333333333333,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.11611652351695,88.88388347648305,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3273,0,1,,0,2,,0,3,,1,0,tomato,0.375,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.2322330470339,89.7677669529661,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3274,0,1,,0,2,,0,3,,1,0,tomato,0.4166666666666667,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.34834957055085,90.65165042944915,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3275,0,1,,0,2,,0,3,,1,0,tomato,0.45833333333333337,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.4644660940678,91.5355339059322,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3276,0,1,,0,2,,0,3,,1,0,tomato,0.5,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.58058261758475,92.41941738241525,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3277,0,1,,0,2,,0,3,,1,0,tomato,0.5416666666666666,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.6966991411017,93.3033008588983,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3278,0,1,,0,2,,0,3,,1,0,tomato,0.5833333333333333,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.81281566461865,94.18718433538135,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3279,0,1,,0,2,,0,3,,1,0,tomato,0.6249999999999999,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.9289321881356,95.0710678118644,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3280,0,1,,0,2,,0,3,,1,0,tomato,0.6666666666666665,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.04504871165256,95.95495128834744,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3281,0,1,,0,2,,0,3,,1,0,tomato,0.7083333333333331,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.161165235169506,96.8388347648305,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3282,0,1,,0,2,,0,3,,1,0,tomato,0.7499999999999998,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.277281758686456,97.72271824131354,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3283,0,1,,0,2,,0,3,,1,0,tomato,0.7916666666666664,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.39339828220341,98.6066017177966,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3284,0,1,,0,2,,0,3,,1,0,tomato,0.833333333333333,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.50951480572036,99.49048519427964,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3285,0,1,,0,2,,0,3,,1,0,tomato,0.8749999999999997,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.62563132923731,100.37436867076269,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3286,0,1,,0,2,,0,3,,1,0,tomato,0.9166666666666663,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.74174785275426,101.25825214724574,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3287,0,1,,0,2,,0,3,,1,0,tomato,0.9583333333333329,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.85786437627121,102.14213562372879,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3288,0,1,,0,2,,0,3,,1,0,tomato,0.9999999999999996,0,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.97398089978816,103.02601910021184,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3289,0,1,,0,2,,0,3,,1,0,tomato,1.0416666666666663,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.088805099494266,103.69907880744046,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3290,0,1,,0,2,,0,3,,1,0,tomato,1.083333333333333,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,55.19415225792085,102.82609754013657,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3291,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,54.29949941634743,101.95311627283269,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3292,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,53.40484657477401,101.0801350055288,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3293,0,1,,0,2,,0,3,,1,0,tomato,1.2083333333333333,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,52.510193733200595,100.20715373822492,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3294,0,1,,0,2,,0,3,,1,0,tomato,1.25,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,51.61554089162718,99.33417247092103,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3295,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,50.72088805005376,98.46119120361715,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3296,0,1,,0,2,,0,3,,1,0,tomato,1.3333333333333335,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,49.82623520848034,97.58820993631326,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3297,0,1,,0,2,,0,3,,1,0,tomato,1.3750000000000002,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,48.93158236690692,96.71522866900938,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3298,0,1,,0,2,,0,3,,1,0,tomato,1.416666666666667,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,48.036929525333505,95.84224740170549,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3299,0,1,,0,2,,0,3,,1,0,tomato,1.4583333333333337,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.14227668376009,94.96926613440161,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3300,0,1,,0,2,,0,3,,1,0,tomato,1.5000000000000004,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.24762384218667,94.09628486709772,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3301,0,1,,0,2,,0,3,,1,0,tomato,1.5416666666666672,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,45.35297100061325,93.22330359979384,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3302,0,1,,0,2,,0,3,,1,0,tomato,1.583333333333334,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,44.458318159039834,92.35032233248995,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3303,0,1,,0,2,,0,3,,1,0,tomato,1.6250000000000007,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.563665317466416,91.47734106518607,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3304,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.669012475893,90.60435979788218,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3305,0,1,,0,2,,0,3,,1,0,tomato,1.7083333333333341,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.77435963431958,89.7313785305783,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3306,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.87970679274614,88.85839726327441,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3307,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666676,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.1960703006819,87.89495432175892,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3308,0,1,,0,2,,0,3,,1,0,tomato,1.8333333333333344,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.180652248730304,86.64504941190665,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3309,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.165234196778705,85.39514450205439,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3310,0,1,,0,2,,0,3,,1,0,tomato,1.9166666666666679,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.149816144827106,84.14523959220213,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3311,0,1,,0,2,,0,3,,1,0,tomato,1.9583333333333346,1,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.13439809287551,82.89533468234987,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3312,0,1,,0,2,,0,3,,1,0,tomato,2.0000000000000013,2,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.11898004092391,81.64542977249761,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3313,0,1,,0,2,,0,3,,1,0,tomato,2.041666666666668,2,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.10356198897231,80.39552486264535,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3314,0,1,,0,2,,0,3,,1,0,tomato,2.0833333333333344,2,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.08814393702077,79.14561995279308,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
3315,0,1,,0,2,,0,3,,1,0,tomato,2.125000000000001,2,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato_salad,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.07272588506953,77.89571504294082,,plate,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
