tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9fc2c6490505a099_score,player_cec63023_x,player_cec63023_y,player_cec63023_move_target,player_cec63023_item,player_cec63023_score,player_cec63023_cut_speed,player_cec63023_speed,player_b0fefbab_x,player_b0fefbab_y,player_b0fefbab_move_target,player_b0fefbab_item,player_b0fefbab_score,player_b0fefbab_cut_speed,player_b0fefbab_speed,408dab703b914fca_score,4c7535247458e37b_message,185ad724364b6bc7_score
5525,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.99999999999886,24.0,,plate,1,1.0,30.0,85.70281714957895,40.027822841688426,,tomato_salad,1,1.0,30.0,,,2.0
5526,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.74999999999858,24.0,,plate,1,1.0,30.0,86.95272547602337,40.01268429863107,,tomato_salad,1,1.0,30.0,,,2.0
5527,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.4999999999983,24.0,,plate,1,1.0,30.0,88.0,40.0,,tomato_salad,1,1.0,30.0,,,2.0
5528,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.24999999999801,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5529,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.99999999999773,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5530,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.74999999999744,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5531,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.49999999999716,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5532,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.24999999999687,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5533,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.99999999999659,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5534,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.7499999999963,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5535,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.49999999999602,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5536,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.24999999999574,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5537,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.99999999999545,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5538,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.74999999999517,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5539,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.49999999999488,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5540,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.2499999999946,24.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5541,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.34621797023578,24.84324151087344,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5542,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.45686168923703,25.72161808469994,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5543,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.56750540823828,26.59999465852644,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5544,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.67814912723952,27.47837123235294,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5545,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.78879284624077,28.356747806179442,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5546,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.89943656524201,29.235124380005942,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5547,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.01008028424326,30.113500953832443,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5548,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.1207240032445,30.991877527658943,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5549,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.23136772224575,31.870254101485443,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5550,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.34201144124647,32.748630675311944,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5551,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.452655160247005,33.627007249138444,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5552,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.56329887924754,34.505383822964944,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5553,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.673942598248075,35.383760396791445,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5554,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.78458631724861,36.262136970617945,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5555,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.895230036249146,37.140513544444445,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5556,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.00587375524984,38.018890118270946,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5557,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.11651747425088,38.897266692097446,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5558,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.22716119325191,39.77564326592395,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5559,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,plate,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5560,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5561,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5562,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5563,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5564,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5565,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5566,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5567,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5568,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5569,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5570,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5571,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5572,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5573,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5574,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5575,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5576,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5577,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5578,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5579,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5580,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5581,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5582,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5583,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5584,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5585,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5586,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.250000000000284,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5587,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.50000000000057,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5588,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.75000000000085,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5589,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.00000000000114,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5590,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.25000000000142,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5591,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.500000000001705,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5592,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.75000000000199,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5593,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.00000000000227,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
5594,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.25000000000256,40.0,,,1,1.0,30.0,88.0,40.0,,,2,1.0,30.0,,,3.0
