tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,cbf7431ebcd45ba3_score,player_4b0f5328_x,player_4b0f5328_y,player_4b0f5328_move_target,player_4b0f5328_item,player_4b0f5328_score,player_4b0f5328_cut_speed,player_4b0f5328_speed,player_2f010222_x,player_2f010222_y,player_2f010222_move_target,player_2f010222_item,player_2f010222_score,player_2f010222_cut_speed,player_2f010222_speed,fdd21a25036d0105_score,0a36b82c1558f250_message,07e5bd0855e1e648_score
5821,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,83.74999999999176,,,0,1.0,30.0,,,0.0
5822,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,82.49999999999147,,,0,1.0,30.0,,,0.0
5823,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,81.24999999999119,,,0,1.0,30.0,,,0.0
5824,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,79.9999999999909,,,0,1.0,30.0,,,0.0
5825,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,78.74999999999062,,,0,1.0,30.0,,,0.0
5826,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,77.49999999999034,,,0,1.0,30.0,,,0.0
5827,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,76.24999999999005,,,0,1.0,30.0,,,0.0
5828,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,74.99999999998977,,,0,1.0,30.0,,,0.0
5829,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,73.74999999998948,,,0,1.0,30.0,,,0.0
5830,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,72.4999999999892,,,0,1.0,30.0,,,0.0
5831,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,71.24999999998892,,,0,1.0,30.0,,,0.0
5832,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,69.99999999998863,,,0,1.0,30.0,,,0.0
5833,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,68.74999999998835,,,0,1.0,30.0,,,0.0
5834,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,67.49999999998806,,,0,1.0,30.0,,,0.0
5835,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,66.24999999998778,,,0,1.0,30.0,,,0.0
5836,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,64.9999999999875,,,0,1.0,30.0,,,0.0
5837,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,63.74999999998721,,,0,1.0,30.0,,,0.0
5838,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,62.499999999986926,,,0,1.0,30.0,,,0.0
5839,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,61.24999999998664,,,0,1.0,30.0,,,0.0
5840,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,59.99999999998636,,,0,1.0,30.0,,,0.0
5841,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,58.74999999998607,,,0,1.0,30.0,,,0.0
5842,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,57.49999999998579,,,0,1.0,30.0,,,0.0
5843,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.249999999985505,,,0,1.0,30.0,,,0.0
5844,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5845,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5846,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5847,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5848,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5849,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5850,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5851,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5852,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5853,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5854,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5855,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5856,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5857,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5858,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5859,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5860,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5861,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5862,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5863,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5864,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5865,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5866,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5867,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5868,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5869,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5870,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5871,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5872,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5873,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5874,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5875,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5876,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5877,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5878,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5879,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5880,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,0.0
5881,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,57.250000000000284,,,0,1.0,30.0,,,0.0
5882,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,58.50000000000057,,,0,1.0,30.0,,,0.0
5883,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,59.75000000000085,,,0,1.0,30.0,,,0.0
5884,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,61.00000000000114,,,0,1.0,30.0,,,0.0
5885,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,62.25000000000142,,,0,1.0,30.0,,,0.0
5886,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,63.500000000001705,,,0,1.0,30.0,,,0.0
5887,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,24.0,64.75000000000199,,,0,1.0,30.0,,,0.0
5888,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.250000000000284,,,0,1.0,30.0,24.0,66.00000000000227,,,0,1.0,30.0,,,0.0
5889,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.50000000000057,,,0,1.0,30.0,24.0,67.25000000000256,,,0,1.0,30.0,,,0.0
