tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,ae5bd443eea7972a_score,player_e72457b7_x,player_e72457b7_y,player_e72457b7_move_target,player_e72457b7_item,player_e72457b7_score,player_e72457b7_cut_speed,player_e72457b7_speed,player_2aaa5118_x,player_2aaa5118_y,player_2aaa5118_move_target,player_2aaa5118_item,player_2aaa5118_score,player_2aaa5118_cut_speed,player_2aaa5118_speed
3032,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,56.0,,tomato,4,1.0,30.0,99.85967117035034,28.089213658912655,,,0,1.0,30.0
3033,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,56.0,,tomato,4,1.0,30.0,100.7490274513491,27.210837085086226,,,0,1.0,30.0
3034,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,56.0,,tomato,4,1.0,30.0,101.63838373234823,26.33246051126008,,,0,1.0,30.0
3035,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,56.0,,tomato,4,1.0,30.0,102.52774001334755,25.454083937433936,,,0,1.0,30.0
3036,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,56.0,,tomato,4,1.0,30.0,103.41709629434688,24.57570736360779,,,0,1.0,30.0
3037,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,56.0,,tomato,4,1.0,30.0,104.0,24.0,,,0,1.0,30.0
3038,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,56.0,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3039,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,57.250000000000284,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3040,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,58.50000000000057,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3041,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,59.75000000000085,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3042,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,61.00000000000114,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3043,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,62.25000000000142,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3044,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,63.500000000001705,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3045,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,64.75000000000199,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3046,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,66.00000000000227,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3047,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,67.25000000000256,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3048,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,68.50000000000284,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3049,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,69.75000000000313,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3050,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,71.00000000000341,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3051,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,72.2500000000037,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3052,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,73.50000000000398,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3053,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,74.75000000000426,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3054,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,76.00000000000455,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3055,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,77.25000000000483,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3056,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,78.50000000000512,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3057,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,79.7500000000054,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3058,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,81.00000000000568,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3059,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,82.25000000000597,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3060,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,83.50000000000625,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3061,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,84.75000000000654,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3062,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,86.00000000000682,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3063,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.0,87.2500000000071,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3064,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.50810911865716,88.29803951736653,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3065,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,54.62973254483066,89.18739579836529,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3066,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,53.75135597100416,90.07675207936404,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3067,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,52.87297939717766,90.9661083603628,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3068,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.99460282335116,91.85546464136155,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3069,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.11622624952466,92.7448209223603,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3070,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,50.23784967569816,93.63417720335906,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3071,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.35947310187166,94.52353348435781,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3072,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.48109652804516,95.41288976535657,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3073,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.60271995421866,96.30224604635532,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3074,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.724343380392156,97.19160232735408,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3075,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.845966806565656,98.08095860835283,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3076,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.967590232739155,98.97031488935158,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3077,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.089213658912655,99.85967117035034,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3078,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.210837085086155,100.7490274513491,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3079,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.332460511259654,101.63838373234866,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3080,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.454083937433154,102.52774001334835,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3081,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.575707363606654,103.41709629434803,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3082,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,39.688391623026064,103.31936371188569,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3083,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.794052251424404,102.44606130813175,,tomato,4,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
3084,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.899712879822744,101.5727589043778,,tomato,4,1.0,30.0,103.11611652351695,24.88388347648305,,plate,0,1.0,30.0
3085,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.00537350822108,100.69945650062387,,tomato,4,1.0,30.0,102.2322330470339,25.7677669529661,,plate,0,1.0,30.0
3086,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.11103413661942,99.82615409686993,,tomato,4,1.0,30.0,101.34834957055085,26.65165042944915,,plate,0,1.0,30.0
3087,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.21669476501776,98.95285169311599,,tomato,4,1.0,30.0,100.4644660940678,27.535533905932198,,plate,0,1.0,30.0
3088,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,34.3223553934161,98.07954928936205,,tomato,4,1.0,30.0,99.58058261758475,28.419417382415247,,plate,0,1.0,30.0
3089,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,33.42801602181444,97.20624688560811,,tomato,4,1.0,30.0,98.6966991411017,29.303300858898297,,plate,0,1.0,30.0
3090,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,32.53367665021278,96.33294448185417,,tomato,4,1.0,30.0,97.81281566461865,30.187184335381346,,plate,0,1.0,30.0
3091,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,31.639337278611123,95.45964207810023,,tomato,4,1.0,30.0,96.9289321881356,31.071067811864395,,plate,0,1.0,30.0
3092,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,30.744997907009463,94.58633967434629,,tomato,4,1.0,30.0,96.04504871165256,31.954951288347445,,plate,0,1.0,30.0
3093,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,29.850658535407803,93.71303727059235,,tomato,4,1.0,30.0,95.1611652351695,32.838834764830494,,plate,0,1.0,30.0
3094,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,28.956319163806143,92.83973486683841,,tomato,4,1.0,30.0,94.27728175868646,33.722718241313544,,plate,0,1.0,30.0
3095,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,28.061979792204546,91.96643246308447,,tomato,4,1.0,30.0,93.3933982822034,34.60660171779659,,plate,0,1.0,30.0
3096,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,27.16764042060324,91.09313005933053,,tomato,4,1.0,30.0,92.50951480572036,35.49048519427964,,plate,0,1.0,30.0
3097,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,26.273301049001937,90.21982765557617,,tomato,4,1.0,30.0,91.62563132923731,36.37436867076269,,plate,0,1.0,30.0
3098,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,25.378961677400632,89.34652525182159,,tomato,4,1.0,30.0,90.74174785275426,37.25825214724574,,plate,0,1.0,30.0
3099,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.484622305799327,88.47322284806702,,tomato,4,1.0,30.0,89.85786437627121,38.14213562372879,,plate,0,1.0,30.0
3100,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.188018835610286,87.34382988687406,,tomato,4,1.0,30.0,88.97398089978816,39.02601910021184,,plate,0,1.0,30.0
3101,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.17270284843878,86.09392372218059,,tomato,4,1.0,30.0,88.04617444130974,39.80565318468376,,plate,0,1.0,30.0
3102,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.157386861267277,84.84401755748712,,tomato,4,1.0,30.0,86.79626611486532,39.820791727740755,,plate,0,1.0,30.0
3103,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.142070874095772,83.59411139279365,,tomato,4,1.0,30.0,85.54635778842089,39.835930270797746,,plate,0,1.0,30.0
3104,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.126754886924267,82.34420522810018,,tomato,4,1.0,30.0,84.29644946197647,39.85106881385474,,plate,0,1.0,30.0
3105,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.111438899752763,81.09429906340671,,tomato,4,1.0,30.0,83.04654113553204,39.86620735691173,,plate,0,1.0,30.0
