tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,33f13f608e89e818_score,player_13417f8e_x,player_13417f8e_y,player_13417f8e_move_target,player_13417f8e_item,player_13417f8e_score,player_13417f8e_cut_speed,player_13417f8e_speed,player_1062ffe2_x,player_1062ffe2_y,player_1062ffe2_move_target,player_1062ffe2_item,player_1062ffe2_score,player_1062ffe2_cut_speed,player_1062ffe2_speed
3952,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,54.64877560188004,102.29079562778469,,tomato,2,1.0,15.0,55.33065587437923,102.97004275039035,,tomato,2,0.5,30.0
3953,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,54.20140130897284,101.85435406005172,,tomato,2,1.0,15.0,54.43631650277757,102.09674034663637,,tomato,2,0.5,30.0
3954,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,53.75402701606564,101.41791249231875,,tomato,2,1.0,15.0,53.54197713117591,101.22343794288145,,tomato,2,0.5,30.0
3955,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,53.30665272315844,100.98147092458578,,tomato,2,1.0,15.0,52.64763775957425,100.35013553912651,,tomato,2,0.5,30.0
3956,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,52.859278430251244,100.54502935685281,,tomato,2,1.0,15.0,51.75329838797259,99.47683313537159,,tomato,2,0.5,30.0
3957,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,52.411904137344045,100.10858778911984,,tomato,2,1.0,15.0,50.85895901637093,98.60353073161667,,tomato,2,0.5,30.0
3958,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.964529844436846,99.67214622138687,,tomato,2,1.0,15.0,49.96461964476927,97.73022832786174,,tomato,2,0.5,30.0
3959,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.51715555152965,99.2357046536539,,tomato,2,1.0,15.0,49.07028027316761,96.85692592410682,,tomato,2,0.5,30.0
3960,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.06978125862245,98.79926308592093,,tomato,2,1.0,15.0,48.17594090156595,95.9836235203519,,tomato,2,0.5,30.0
3961,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,50.62240696571525,98.3628215181872,,tomato,2,1.0,15.0,47.28160152996429,95.11032111659698,,tomato,2,0.5,30.0
3962,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,50.17503267280805,97.92637995045347,,tomato,2,1.0,15.0,46.38726215836263,94.23701871284204,,tomato,2,0.5,30.0
3963,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.72765837990085,97.48993838271974,,tomato,2,1.0,15.0,45.49292278676097,93.36371630908712,,tomato,2,0.5,30.0
3964,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.28028408699365,97.053496814986,,tomato,2,1.0,15.0,44.59858341515931,92.4904139053322,,tomato,2,0.5,30.0
3965,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.832909794086454,96.61705524725227,,tomato,2,1.0,15.0,43.70424404355765,91.61711150157727,,tomato,2,0.5,30.0
3966,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.385535501179255,96.18061367951853,,tomato,2,1.0,15.0,42.80990467195599,90.74380909782235,,tomato,2,0.5,30.0
3967,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.93816120827206,95.74417211178479,,tomato,2,1.0,15.0,41.91556530035433,89.87050669406743,,tomato,2,0.5,30.0
3968,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.49078691536486,95.30773054405107,,tomato,2,1.0,15.0,41.02122592875267,88.99720429031251,,tomato,2,0.5,30.0
3969,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.04341262245766,94.87128897631733,,tomato,2,1.0,15.0,40.19720842790548,88.0937735856825,,tomato,2,0.5,30.0
3970,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.59603832955046,94.4348474085836,,tomato,2,1.0,15.0,40.181892440734686,86.84386742098903,,tomato,2,0.5,30.0
3971,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.14866403664326,93.99840584084986,,tomato,2,1.0,15.0,40.16657645356389,85.59396125629556,,tomato,2,0.5,30.0
3972,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.70128974373606,93.56196427311613,,tomato,2,1.0,15.0,40.1512604663931,84.34405509160209,,tomato,2,0.5,30.0
3973,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.25391545082886,93.1255227053824,,tomato,2,1.0,15.0,40.1359444792223,83.09414892690862,,tomato,2,0.5,30.0
3974,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.806541157921664,92.68908113764866,,tomato,2,1.0,15.0,40.12062849205151,81.84424276221515,,tomato,2,0.5,30.0
3975,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.359166865014465,92.25263956991492,,tomato,2,1.0,15.0,40.105312504880715,80.59433659752168,,tomato,2,0.5,30.0
3976,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.91179257210727,91.81619800218118,,tomato,2,1.0,15.0,40.08999651770992,79.3444304328282,,tomato,2,0.5,30.0
3977,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.46441827920007,91.37975643444746,,tomato,2,1.0,15.0,40.074680530539126,78.09452426813473,,tomato,2,0.5,30.0
3978,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.01704398629287,90.94331486671372,,tomato,2,1.0,15.0,40.05936454336833,76.84461810344126,,tomato,2,0.5,30.0
3979,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.56966969338567,90.50687329897998,,tomato,2,1.0,15.0,40.04404855619754,75.59471193874779,,tomato,2,0.5,30.0
3980,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.12229540047847,90.07043173124625,,tomato,2,1.0,15.0,40.028732569026744,74.34480577405432,,tomato,2,0.5,30.0
3981,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.67492110757127,89.63399016351251,,tomato,2,1.0,15.0,40.0134165818558,73.09489960936085,,tomato,2,0.5,30.0
3982,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.22754681466407,89.19754859577878,,tomato,2,1.0,15.0,40.00233743931928,71.84496717458981,,tomato,2,0.5,30.0
3983,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.780172521756874,88.76110702804505,,tomato,2,1.0,15.0,40.00215304012896,70.59496718819074,,tomato,2,0.5,30.0
3984,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.332798228849676,88.32466546031131,,tomato,2,1.0,15.0,40.00196864093864,69.34496720179166,,tomato,2,0.5,30.0
3985,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.19322122259137,87.75626588288824,,tomato,2,1.0,15.0,40.001784241748325,68.09496721539259,,tomato,2,0.5,30.0
3986,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.18555733918259,87.13131287274118,,tomato,2,1.0,15.0,40.00159984255801,66.84496722899351,,tomato,2,0.5,30.0
3987,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.177893455773805,86.50635986259411,,tomato,2,1.0,15.0,40.00141544336769,65.59496724259444,,tomato,2,0.5,30.0
3988,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.170229572365024,85.88140685244704,,tomato,2,1.0,15.0,40.00123104417737,64.34496725619536,,tomato,2,0.5,30.0
3989,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.16256568895624,85.25645384229998,,tomato,2,1.0,15.0,40.001046644987056,63.094967269796285,,tomato,2,0.5,30.0
3990,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.15490180554746,84.63150083215291,,tomato,2,1.0,15.0,40.00086224579674,61.84496728339721,,tomato,2,0.5,30.0
3991,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.14723792213868,84.00654782200584,,tomato,2,1.0,15.0,40.00067784660642,60.594967296998135,,tomato,2,0.5,30.0
3992,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.1395740387299,83.38159481185878,,tomato,2,1.0,15.0,40.000493447416105,59.34496731059906,,tomato,2,0.5,30.0
3993,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.131910155321115,82.75664180171171,,tomato,2,1.0,15.0,40.00030904822579,58.094967324199985,,tomato,2,0.5,30.0
3994,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.124246271912334,82.13168879156464,,tomato,2,1.0,15.0,40.00012464903547,56.84496733780091,,tomato,2,0.5,30.0
3995,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.11658238850355,81.50673578141758,,tomato,2,1.0,15.0,40.00002769588644,55.59496734487428,,tomato,2,0.5,30.0
3996,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.10891850509477,80.88178277127051,,tomato,2,1.0,15.0,40.000025475948426,54.344967344876125,,tomato,2,0.5,30.0
3997,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.10125462168599,80.25682976112344,,tomato,2,1.0,15.0,40.000023256010415,53.09496734487797,,tomato,2,0.5,30.0
3998,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.09359073827721,79.63187675097637,,tomato,2,1.0,15.0,40.000021036072404,51.84496734487982,,tomato,2,0.5,30.0
3999,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.085926854868426,79.00692374082931,,tomato,2,1.0,15.0,40.00001881613439,50.59496734488167,,tomato,2,0.5,30.0
4000,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.078262971459644,78.38197073068224,,tomato,2,1.0,15.0,40.00001659619638,49.344967344883514,,tomato,2,0.5,30.0
4001,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.07059908805086,77.75701772053517,,tomato,2,1.0,15.0,40.00001437625837,48.09496734488536,,tomato,2,0.5,30.0
4002,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.06293520464208,77.13206471038811,,tomato,2,1.0,15.0,40.00001215632061,46.84496734488721,,tomato,2,0.5,30.0
4003,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0552713212333,76.50711170024104,,tomato,2,1.0,15.0,40.00000993638295,45.59496734488906,,tomato,2,0.5,30.0
4004,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.047607437824674,75.88215869009397,,tomato,2,1.0,15.0,40.000007716445296,44.344967344890904,,tomato,2,0.5,30.0
4005,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.03994355441624,75.2572056799469,,tomato,2,1.0,15.0,40.00000549650764,43.09496734489275,,tomato,2,0.5,30.0
4006,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.03227967100781,74.63225266979984,,tomato,2,1.0,15.0,40.000003276569984,41.8449673448946,,tomato,2,0.5,30.0
4007,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.02461578759937,74.00729965965277,,tomato,2,1.0,15.0,40.00000105663233,40.594967344896446,,tomato,2,0.5,30.0
4008,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.01695190419094,73.3823466495057,,tomato,2,1.0,15.0,39.402610332154865,39.590297872328165,,tomato,2,0.5,30.0
4009,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.009288020782506,72.75739363935864,,tomato,2,1.0,15.0,38.52409560554102,38.70107805972688,,tomato,2,0.5,30.0
4010,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.002381300123886,72.13243593090718,,tomato,2,1.0,15.0,37.64558087892718,37.8118582471256,,tomato,2,0.5,30.0
4011,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0022890442136,71.50743593771617,,tomato,2,1.0,15.0,36.76706615231333,36.922638434524316,,tomato,2,0.5,30.0
4012,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00219678830331,70.88243594452516,,tomato,2,1.0,15.0,35.88855142569949,36.03341862192303,,tomato,2,0.5,30.0
4013,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00210453239302,70.25743595133414,,tomato,2,1.0,15.0,35.010036699085646,35.14419880932175,,tomato,2,0.5,30.0
4014,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00201227648273,69.63243595814313,,tomato,2,1.0,15.0,34.131521972472434,34.25497899672047,,tomato,2,0.5,30.0
4015,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00192002057244,69.00743596495212,,tomato,2,1.0,15.0,33.25300724585926,33.365759184119185,,tomato,2,0.5,30.0
4016,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00182776466215,68.38243597176111,,tomato,2,1.0,15.0,32.37449251924608,32.4765393715179,,tomato,2,0.5,30.0
4017,0,1,,0,2,,0,3,,1,0,None_cut,3.6666666666666754,3,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,plate,3,4,plate,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.001735508751864,67.7574359785701,,tomato,2,1.0,15.0,31.49597779263273,31.58731955891645,,tomato,2,0.5,30.0
