tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,4cee7414efadf153_score,player_0cdace60_x,player_0cdace60_y,player_0cdace60_move_target,player_0cdace60_item,player_0cdace60_score,player_0cdace60_cut_speed,player_0cdace60_speed,player_5153f21a_x,player_5153f21a_y,player_5153f21a_move_target,player_5153f21a_item,player_5153f21a_score,player_5153f21a_cut_speed,player_5153f21a_speed,d97b7e10b891d6e0_score,a5b0f2259253fdf3_message,ad73825a98aed21b_score
6219,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,107.50000000001535,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6220,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,108.75000000001563,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6221,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,110.00000000001592,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6222,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,111.2500000000162,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6223,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,112.50000000001648,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6224,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,113.75000000001677,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6225,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,115.00000000001705,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6226,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,116.25000000001734,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6227,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,117.50000000001762,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6228,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,118.7500000000179,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6229,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.140540251812297,119.94229700497795,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6230,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.018916825639153,120.8316532859767,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6231,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.897293399466008,121.72100956697545,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6232,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.775669973292864,122.61036584797421,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6233,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.65404654711972,123.49972212897296,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6234,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.532423120946575,124.38907840997172,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6235,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.41079969477343,125.27843469097047,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6236,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.289176268600286,126.16779097196923,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6237,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.167552842427142,127.05714725296798,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6238,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.04592941625402,127.94650353396673,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6239,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.92430599008123,128.8358598149655,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6240,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.80268256390844,129.72521609596424,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6241,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.68105913773565,130.614572376963,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6242,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.55943571156286,131.50392865796175,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6243,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.437812285389924,132.3932849389605,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6244,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.31618885921664,133.28264121995926,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6245,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.194565433043344,134.171997500958,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6246,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.07294200687006,135.06135378195677,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6247,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.95387262834076,135.66868467339486,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6248,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.84821199994242,134.7953822696395,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6249,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.74255137154408,133.92207986588414,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6250,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.63689074314574,133.04877746212878,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6251,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.5312301147474,132.17547505837342,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6252,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.42556948634906,131.30217265461806,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6253,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.31990885795072,130.4288702508627,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6254,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.21424822955238,129.55556784710734,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6255,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.10858760115404,128.68226544335198,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6256,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.0029269727557,127.80896303959693,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6257,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.89726634435736,126.93566063584299,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6258,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.79160571595902,126.06235823208905,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6259,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.68594508756068,125.18905582833484,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6260,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.58028445916234,124.31575342457992,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6261,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.474623830764,123.442451020825,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6262,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.36896320236566,122.56914861707008,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6263,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.26330257396732,121.69584621331515,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6264,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.15764194556898,120.82254380956023,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6265,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.80585476953,119.84379235274251,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6266,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.821170756700795,118.59388618804904,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6267,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.83648674387159,117.34398002335557,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6268,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.85180273104238,116.0940738586621,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6269,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.86711871821318,114.84416769396863,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6270,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.88243470538397,113.59426152927516,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6271,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.897750692554766,112.34435536458169,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
6272,test,False,0,1,None_cut,4.0,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,4.0,3,2,2,tomato_cut,2,3,tomato_cut,2,4,tomato_cut,2,5,tomato_cut,2,6,tomato_cut,2,7,tomato_cut,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.91306667972556,111.09444919988822,,tomato_cut,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
