tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b3d41ea5cd0bb321_score,player_11843aa3_x,player_11843aa3_y,player_11843aa3_move_target,player_11843aa3_item,player_11843aa3_score,player_11843aa3_cut_speed,player_11843aa3_speed,player_96d81ed9_x,player_96d81ed9_y,player_96d81ed9_move_target,player_96d81ed9_item,player_96d81ed9_score,player_96d81ed9_cut_speed,player_96d81ed9_speed
3325,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3326,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3327,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3328,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3329,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3330,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3331,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3332,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3333,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3334,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3335,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3336,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3337,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3338,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3339,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3340,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3341,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,tomato,0,0.2,30.0
3342,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,57.250000000000284,56.0,,tomato,0,0.2,30.0
3343,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,58.50000000000057,56.0,,tomato,0,0.2,30.0
3344,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,59.75000000000085,56.0,,tomato,0,0.2,30.0
3345,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,61.00000000000114,56.0,,tomato,0,0.2,30.0
3346,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,62.25000000000142,56.0,,tomato,0,0.2,30.0
3347,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,63.500000000001705,56.0,,tomato,0,0.2,30.0
3348,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,64.75000000000199,56.0,,tomato,0,0.2,30.0
3349,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,66.00000000000227,56.0,,tomato,0,0.2,30.0
3350,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,67.25000000000256,56.0,,tomato,0,0.2,30.0
3351,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,68.50000000000284,56.0,,tomato,0,0.2,30.0
3352,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,69.75000000000313,56.0,,tomato,0,0.2,30.0
3353,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,71.00000000000341,56.0,,tomato,0,0.2,30.0
3354,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,72.2500000000037,56.0,,tomato,0,0.2,30.0
3355,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,73.50000000000398,56.0,,tomato,0,0.2,30.0
3356,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,74.75000000000426,56.0,,tomato,0,0.2,30.0
3357,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,76.00000000000455,56.0,,tomato,0,0.2,30.0
3358,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,77.25000000000483,56.0,,tomato,0,0.2,30.0
3359,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,78.50000000000512,56.0,,tomato,0,0.2,30.0
3360,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,79.7500000000054,56.0,,tomato,0,0.2,30.0
3361,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,81.00000000000568,56.0,,tomato,0,0.2,30.0
3362,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,82.25000000000597,56.0,,tomato,0,0.2,30.0
3363,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3364,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3365,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3366,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3367,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3368,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3369,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3370,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3371,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3372,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3373,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3374,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3375,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3376,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3377,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3378,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3379,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3380,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3381,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3382,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3383,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3384,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3385,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3386,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3387,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3388,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3389,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3390,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3391,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3392,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3393,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3394,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3395,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3396,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3397,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3398,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3399,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3400,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3401,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3402,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3403,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.500000000000256,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
3404,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,57.00000000000051,,tomato_cut,0,1.0,12.0,88.0,56.0,,tomato,0,0.2,30.0
