tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,fa0d0f1e6e000507_score,player_1a19cdbc_x,player_1a19cdbc_y,player_1a19cdbc_move_target,player_1a19cdbc_item,player_1a19cdbc_score,player_1a19cdbc_cut_speed,player_1a19cdbc_speed,player_9f4bde33_x,player_9f4bde33_y,player_9f4bde33_move_target,player_9f4bde33_item,player_9f4bde33_score,player_9f4bde33_cut_speed,player_9f4bde33_speed
3855,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,88.0,42.249999999996874,,,11,1.0,30.0
3856,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,88.0,40.99999999999659,,,11,1.0,30.0
3857,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,87.6837844334222,39.8798317388366,,,11,1.0,30.0
3858,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,86.805407859595,38.990475457837135,,,11,1.0,30.0
3859,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,85.92703128576778,38.10111917683767,,,11,1.0,30.0
3860,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,85.04865471194057,37.211762895838206,,,11,1.0,30.0
3861,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,84.17027813811345,36.32240661483874,,,11,1.0,30.0
3862,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,83.29190156428673,35.433050333839276,,,11,1.0,30.0
3863,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,82.41352499046002,34.54369405283981,,,11,1.0,30.0
3864,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,81.5351484166333,33.654337771840346,,,11,1.0,30.0
3865,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,80.65677184280659,32.76498149084088,,,11,1.0,30.0
3866,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,79.77839526897993,31.875625209841466,,,11,1.0,30.0
3867,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,78.90001869515356,30.986268928842357,,,11,1.0,30.0
3868,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,78.0216421213272,30.096912647843247,,,11,1.0,30.0
3869,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,77.14326554750085,29.207556366844138,,,11,1.0,30.0
3870,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,76.26488897367449,28.318200085845028,,,11,1.0,30.0
3871,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,75.38651239984813,27.42884380484592,,,11,1.0,30.0
3872,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,74.50813582602177,26.53948752384681,,,11,1.0,30.0
3873,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,73.6297592521954,25.6501312428477,,,11,1.0,30.0
3874,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.75138267836904,24.76077496184859,,,11,1.0,30.0
3875,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,,11,1.0,30.0
3876,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3877,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3878,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3879,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3880,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3881,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3882,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3883,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3884,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3885,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3886,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3887,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,72.0,24.0,,tomato,11,1.0,30.0
3888,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,71.11611652351695,24.88388347648305,,tomato,11,1.0,30.0
3889,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,70.2322330470339,25.7677669529661,,tomato,11,1.0,30.0
3890,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,69.34834957055085,26.65165042944915,,tomato,11,1.0,30.0
3891,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,68.4644660940678,27.535533905932198,,tomato,11,1.0,30.0
3892,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,67.58058261758475,28.419417382415247,,tomato,11,1.0,30.0
3893,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,66.6966991411017,29.303300858898297,,tomato,11,1.0,30.0
3894,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,65.81281566461865,30.187184335381346,,tomato,11,1.0,30.0
3895,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,64.9289321881356,31.071067811864395,,tomato,11,1.0,30.0
3896,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,64.04504871165256,31.954951288347445,,tomato,11,1.0,30.0
3897,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,63.161165235169506,32.838834764830494,,tomato,11,1.0,30.0
3898,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,62.277281758686456,33.722718241313544,,tomato,11,1.0,30.0
3899,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,61.39339828220341,34.60660171779659,,tomato,11,1.0,30.0
3900,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,60.50951480572036,35.49048519427964,,tomato,11,1.0,30.0
3901,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,59.62563132923731,36.37436867076269,,tomato,11,1.0,30.0
3902,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,58.74174785275426,37.25825214724574,,tomato,11,1.0,30.0
3903,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,57.85786437627121,38.14213562372879,,tomato,11,1.0,30.0
3904,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.97398089978816,39.02601910021184,,tomato,11,1.0,30.0
3905,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,tomato,11,1.0,30.0
3906,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3907,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3908,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3909,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3910,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3911,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3912,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3913,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3914,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3915,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3916,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3917,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,40.0,,,11,1.0,30.0
3918,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,41.250000000000284,,,11,1.0,30.0
3919,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,42.50000000000057,,,11,1.0,30.0
3920,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,43.75000000000085,,,11,1.0,30.0
3921,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,56.0,,,1,1.0,30.0,56.0,45.00000000000114,,,11,1.0,30.0
3922,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,54.749999999999716,,,1,1.0,30.0,56.0,46.25000000000142,,,11,1.0,30.0
3923,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,53.49999999999943,,,1,1.0,30.0,56.0,47.500000000001705,,,11,1.0,30.0
3924,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,52.24999999999915,,,1,1.0,30.0,56.0,48.75000000000199,,,11,1.0,30.0
3925,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,50.99999999999886,,,1,1.0,30.0,56.0,50.000000000002274,,,11,1.0,30.0
3926,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,49.74999999999858,,,1,1.0,30.0,56.0,51.25000000000256,,,11,1.0,30.0
3927,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,48.499999999998295,,,1,1.0,30.0,56.0,52.50000000000284,,,11,1.0,30.0
3928,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,47.24999999999801,,,1,1.0,30.0,56.0,53.750000000003126,,,11,1.0,30.0
3929,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,45.999999999997726,,,1,1.0,30.0,56.0,55.00000000000341,,,11,1.0,30.0
3930,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,44.74999999999744,,,1,1.0,30.0,56.0,56.0,,,11,1.0,30.0
3931,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,43.49999999999716,,,1,1.0,30.0,56.0,56.0,,tomato_salad,11,1.0,30.0
3932,0,1,,0,2,None_cut,3.4583333333333295,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,12,24.0,42.249999999996874,,,1,1.0,30.0,56.0,56.0,,tomato_salad,11,1.0,30.0
