tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5de783074bdd2656_score,player_b8836c3c_x,player_b8836c3c_y,player_b8836c3c_move_target,player_b8836c3c_item,player_b8836c3c_score,player_b8836c3c_cut_speed,player_b8836c3c_speed,player_967cfb4d_x,player_967cfb4d_y,player_967cfb4d_move_target,player_967cfb4d_item,player_967cfb4d_score,player_967cfb4d_cut_speed,player_967cfb4d_speed
3057,0,1,,0,2,tomato,1.441666666666664,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.999999999985,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3058,0,1,,0,2,tomato,1.4499999999999973,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.49999999998454,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3059,0,1,,0,2,tomato,1.4583333333333306,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.99999999998408,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3060,0,1,,0,2,tomato,1.466666666666664,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.49999999998363,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3061,0,1,,0,2,tomato,1.4749999999999972,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.99999999998317,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3062,0,1,,0,2,tomato,1.4833333333333305,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.49999999998272,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3063,0,1,,0,2,tomato,1.4916666666666638,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3064,0,1,,0,2,tomato,1.4999999999999971,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3065,0,1,,0,2,tomato,1.5083333333333304,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3066,0,1,,0,2,tomato,1.5166666666666637,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3067,0,1,,0,2,tomato,1.5166666666666637,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3068,0,1,,0,2,tomato,1.5166666666666637,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3069,0,1,,0,2,tomato,1.5166666666666637,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3070,0,1,,0,2,tomato,1.5166666666666637,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3071,0,1,,0,2,tomato,1.524999999999997,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3072,0,1,,0,2,tomato,1.5333333333333303,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3073,0,1,,0,2,tomato,1.5416666666666636,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3074,0,1,,0,2,tomato,1.549999999999997,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3075,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3076,0,1,,0,2,tomato,1.5666666666666635,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3077,0,1,,0,2,tomato,1.5749999999999968,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3078,0,1,,0,2,tomato,1.5749999999999968,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3079,0,1,,0,2,tomato,1.5749999999999968,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3080,0,1,,0,2,tomato,1.5749999999999968,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3081,0,1,,0,2,tomato,1.5749999999999968,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3082,0,1,,0,2,tomato,1.5833333333333302,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3083,0,1,,0,2,tomato,1.5916666666666635,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3084,0,1,,0,2,tomato,1.5999999999999968,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3085,0,1,,0,2,tomato,1.60833333333333,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3086,0,1,,0,2,tomato,1.6166666666666634,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3087,0,1,,0,2,tomato,1.6249999999999967,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3088,0,1,,0,2,tomato,1.6249999999999967,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3089,0,1,,0,2,tomato,1.6249999999999967,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3090,0,1,,0,2,tomato,1.6249999999999967,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3091,0,1,,0,2,tomato,1.6249999999999967,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3092,0,1,,0,2,tomato,1.63333333333333,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3093,0,1,,0,2,tomato,1.6416666666666633,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3094,0,1,,0,2,tomato,1.6499999999999966,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3095,0,1,,0,2,tomato,1.6583333333333299,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3096,0,1,,0,2,tomato,1.6583333333333299,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3097,0,1,,0,2,tomato,1.6583333333333299,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3098,0,1,,0,2,tomato,1.6583333333333299,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3099,0,1,,0,2,tomato,1.6583333333333299,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3100,0,1,,0,2,tomato,1.6666666666666632,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3101,0,1,,0,2,tomato,1.6749999999999965,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3102,0,1,,0,2,tomato,1.6833333333333298,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3103,0,1,,0,2,tomato,1.691666666666663,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3104,0,1,,0,2,tomato,1.6999999999999964,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3105,0,1,,0,2,tomato,1.7083333333333297,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3106,0,1,,0,2,tomato,1.7083333333333297,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3107,0,1,,0,2,tomato,1.7083333333333297,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3108,0,1,,0,2,tomato,1.7083333333333297,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3109,0,1,,0,2,tomato,1.7083333333333297,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3110,0,1,,0,2,tomato,1.716666666666663,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3111,0,1,,0,2,tomato,1.7249999999999963,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3112,0,1,,0,2,tomato,1.7333333333333296,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3113,0,1,,0,2,tomato,1.741666666666663,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3114,0,1,,0,2,tomato,1.741666666666663,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3115,0,1,,0,2,tomato,1.741666666666663,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3116,0,1,,0,2,tomato,1.741666666666663,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3117,0,1,,0,2,tomato,1.741666666666663,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3118,0,1,,0,2,tomato,1.7499999999999962,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3119,0,1,,0,2,tomato,1.7583333333333295,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3120,0,1,,0,2,tomato,1.7666666666666628,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3121,0,1,,0,2,tomato,1.7749999999999961,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3122,0,1,,0,2,tomato,1.7833333333333294,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3123,0,1,,0,2,tomato,1.7916666666666627,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3124,0,1,,0,2,tomato,1.799999999999996,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3125,0,1,,0,2,tomato,1.8083333333333294,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3126,0,1,,0,2,tomato,1.8083333333333294,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3127,0,1,,0,2,tomato,1.8083333333333294,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3128,0,1,,0,2,tomato,1.8083333333333294,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3129,0,1,,0,2,tomato,1.8083333333333294,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3130,0,1,,0,2,tomato,1.8166666666666627,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3131,0,1,,0,2,tomato,1.824999999999996,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3132,0,1,,0,2,tomato,1.8333333333333293,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3133,0,1,,0,2,tomato,1.8416666666666626,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3134,0,1,,0,2,tomato,1.8499999999999959,1,0,3,None_cut,3.633333333333323,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
