tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,652bdc4936ee99e4_score,player_35074a07_x,player_35074a07_y,player_35074a07_move_target,player_35074a07_item,player_35074a07_score,player_35074a07_cut_speed,player_35074a07_speed,player_923c9be6_x,player_923c9be6_y,player_923c9be6_move_target,player_923c9be6_item,player_923c9be6_score,player_923c9be6_cut_speed,player_923c9be6_speed,a174e44d288dc2a4_score,8ec5c0db206a2c8e_message,3517dbd3b600b50f_score
5154,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99997630000198,85.3449673448784,,,0,1.0,30.0,88.0,40.0,,,1,1.0,30.0,,,1.0
5155,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999978519939994,84.09496734488096,,,0,1.0,30.0,86.74999999999972,40.0,,,1,1.0,30.0,,,1.0
5156,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999980739878005,82.84496734488351,,,0,1.0,30.0,85.49999999999943,40.0,,,1,1.0,30.0,,,1.0
5157,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999982959816016,81.59496734488607,,,0,1.0,30.0,84.24999999999915,40.0,,,1,1.0,30.0,,,1.0
5158,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998517975403,80.34496734488863,,,0,1.0,30.0,82.99999999999886,40.0,,,1,1.0,30.0,,,1.0
5159,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998739969186,79.09496734489119,,,0,1.0,30.0,81.74999999999858,40.0,,,1,1.0,30.0,,,1.0
5160,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998961962952,77.84496734489375,,,0,1.0,30.0,80.4999999999983,40.0,,,1,1.0,30.0,,,1.0
5161,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999183956717,76.5949673448963,,,0,1.0,30.0,79.24999999999801,40.0,,,1,1.0,30.0,,,1.0
5162,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999405950483,75.34496734489886,,,0,1.0,30.0,77.99999999999773,40.0,,,1,1.0,30.0,,,1.0
5163,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999996279442485,74.09496734490142,,,0,1.0,30.0,76.74999999999744,40.0,,,1,1.0,30.0,,,1.0
5164,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999849938014,72.84496734490398,,,0,1.0,30.0,75.49999999999716,40.0,,,1,1.0,30.0,,,1.0
5165,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999666575995,71.59496734490517,,,0,1.0,30.0,74.24999999999687,40.0,,,1,1.0,30.0,,,1.0
5166,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999693301284,70.34496734490489,,,0,1.0,30.0,72.99999999999659,40.0,,,1,1.0,30.0,,,1.0
5167,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999972002657,69.0949673449046,,,0,1.0,30.0,71.7499999999963,40.0,,,1,1.0,30.0,,,1.0
5168,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999974675186,67.84496734490432,,,0,1.0,30.0,70.49999999999602,40.0,,,1,1.0,30.0,,,1.0
5169,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999977347715,66.59496734490403,,,0,1.0,30.0,69.24999999999574,40.0,,,1,1.0,30.0,,,1.0
5170,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999980020244,65.34496734490375,,,0,1.0,30.0,67.99999999999545,40.0,,,1,1.0,30.0,,,1.0
5171,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999982692773,64.09496734490347,,,0,1.0,30.0,66.74999999999517,40.0,,,1,1.0,30.0,,,1.0
5172,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999853653016,62.84496734490318,,,0,1.0,30.0,65.49999999999488,40.0,,,1,1.0,30.0,,,1.0
5173,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999880378304,61.5949673449029,,,0,1.0,30.0,64.2499999999946,40.0,,,1,1.0,30.0,,,1.0
5174,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999990710359,60.344967344902614,,,0,1.0,30.0,62.999999999994316,40.0,,,1,1.0,30.0,,,1.0
5175,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999993382888,59.09496734490233,,,0,1.0,30.0,61.74999999999403,40.0,,,1,1.0,30.0,,,1.0
5176,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999996055417,57.844967344902045,,,0,1.0,30.0,60.49999999999375,40.0,,,1,1.0,30.0,,,1.0
5177,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999998727946,56.59496734490176,,,0,1.0,30.0,59.24999999999346,40.0,,,1,1.0,30.0,,,1.0
5178,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.59739000346513,55.59029786594675,,,0,1.0,30.0,57.99999999999318,40.0,,,1,1.0,30.0,,,1.0
5179,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.47590472057333,54.701078043954226,,,0,1.0,30.0,56.749999999992895,40.0,,,1,1.0,30.0,,,1.0
5180,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.354419437681535,53.8118582219617,,,0,1.0,30.0,56.0,40.0,,,1,1.0,30.0,,,1.0
5181,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.23293415478974,52.92263839996917,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5182,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.11144887189794,52.03341857797665,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5183,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.989963589006145,51.14419875598412,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5184,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.86847830611435,50.254978933991595,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5185,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.74699302322255,49.36575911199907,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5186,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.625507740330754,48.47653929000654,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5187,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.50402245743896,47.587319468014016,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5188,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.38253717454717,46.69809964602149,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5189,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.26105189165537,45.80887982402952,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5190,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.13956660876357,44.91966000203764,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5191,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.01808132587178,44.030440180045765,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5192,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.89659604297998,43.141220358053886,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5193,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.77511076008818,42.252000536062006,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5194,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.65362547719639,41.36278071407013,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5195,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.53214019430459,40.47356089207825,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5196,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.66691537018262,40.18736413073629,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5197,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.91682205652246,40.17209077345445,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5198,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.1667287428623,40.15681741617261,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5199,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.41663542920215,40.141544058890766,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5200,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.66654211554199,40.126270701608924,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5201,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.91644880188183,40.110997344326755,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5202,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.16635548822167,40.09572398704456,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5203,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.41626217456151,40.08045062976236,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5204,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.66616886090135,40.06517727248017,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5205,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.91607554724119,40.04990391519797,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5206,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.16598223358103,40.034630557915776,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5207,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.41588891992087,40.01935720063358,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5208,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.66579560626072,40.00408384335138,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5209,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.91578532950656,40.00223866657905,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5210,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.16578531574079,40.00205315256637,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5211,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.41578530197502,40.00186763855368,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5212,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.66578528820925,40.001682124541,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5213,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.91578527444348,40.001496610528314,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5214,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.16578526067771,40.00131109651563,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5215,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.41578524691194,40.001125582502944,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
5216,test,0,1,None_cut,3.666666666666662,3,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.66578523314617,40.00094006849026,,,0,1.0,30.0,56.0,40.0,,tomato_salad,1,1.0,30.0,,,1.0
