tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,949d18a8199a1c1c_score,player_e66911fc_x,player_e66911fc_y,player_e66911fc_move_target,player_e66911fc_item,player_e66911fc_score,player_e66911fc_cut_speed,player_e66911fc_speed,player_7962ead8_x,player_7962ead8_y,player_7962ead8_move_target,player_7962ead8_item,player_7962ead8_score,player_7962ead8_cut_speed,player_7962ead8_speed,4e104443587d4a0d_score,fa70c5212080818d_message,c3eb99f7debb49b3_score
7153,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.9612977423667,24.02330446925505,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7154,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.21128843415198,24.018480523910007,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7155,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.46127912593727,24.013656578564966,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7156,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.71126981772255,24.00883263321992,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7157,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.96126050950784,24.00400868787488,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7158,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.0957569122192,24.281901297253157,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7159,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.98482795064848,25.160566585418508,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7160,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.87389898907776,26.0392318735842,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7161,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.76297002750704,26.91789716174989,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7162,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.65204106593632,27.796562449915584,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7163,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.5411121043656,28.675227738081276,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7164,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.43018314279487,29.553893026246968,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7165,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.31925418122415,30.43255831441266,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7166,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.20832521965343,31.31122360257835,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7167,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.09739625808271,32.189888890743966,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7168,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.98646729651199,33.0685541789093,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7169,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.87553833494127,33.94721946707503,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7170,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.76460937337055,34.82588475524108,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7171,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.65368041179983,35.704550043407124,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7172,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.5427514502291,36.58321533157317,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7173,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.43182248865823,37.46188061973922,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7174,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.32089352708701,38.340545907905266,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7175,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.2099645655158,39.21921119607131,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7176,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7177,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7178,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7179,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7180,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7181,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7182,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7183,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7184,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7185,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,2.0
7186,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,55.11611652351695,39.11611652351695,,,0,1.0,30.0,,,2.0
7187,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,54.2322330470339,38.2322330470339,,,0,1.0,30.0,,,2.0
7188,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,53.34834957055085,37.34834957055085,,,0,1.0,30.0,,,2.0
7189,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,52.4644660940678,36.4644660940678,,,0,1.0,30.0,,,2.0
7190,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,51.58058261758475,35.58058261758475,,,0,1.0,30.0,,,2.0
7191,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,50.6966991411017,34.6966991411017,,,0,1.0,30.0,,,2.0
7192,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,49.812815664618654,33.812815664618654,,,0,1.0,30.0,,,2.0
7193,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,48.928932188135605,32.928932188135605,,,0,1.0,30.0,,,2.0
7194,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,48.045048711652555,32.045048711652555,,,0,1.0,30.0,,,2.0
7195,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,47.161165235169506,31.161165235169506,,,0,1.0,30.0,,,2.0
7196,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,46.277281758686456,30.277281758686456,,,0,1.0,30.0,,,2.0
7197,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,45.39339828220341,29.393398282203407,,,0,1.0,30.0,,,2.0
7198,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,44.50951480572036,28.509514805720357,,,0,1.0,30.0,,,2.0
7199,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,43.62563132923731,27.625631329237308,,,0,1.0,30.0,,,2.0
7200,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,42.74174785275426,26.74174785275426,,,0,1.0,30.0,,,2.0
7201,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,41.85786437627121,25.85786437627121,,,0,1.0,30.0,,,2.0
7202,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,40.97398089978816,24.97398089978816,,,0,1.0,30.0,,,2.0
7203,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,2,1.0,30.0,40.088805099494266,24.300921192559585,,,0,1.0,30.0,,,2.0
7204,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.74999999999972,40.0,,,2,1.0,30.0,39.19415225792085,25.173902459863825,,,0,1.0,30.0,,,2.0
7205,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.49999999999943,40.0,,,2,1.0,30.0,38.29949941634743,26.046883727168066,,,0,1.0,30.0,,,2.0
7206,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.24999999999915,40.0,,,2,1.0,30.0,37.40484657477391,26.919864994472306,,,0,1.0,30.0,,,2.0
7207,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.99999999999886,40.0,,,2,1.0,30.0,36.51019373320007,27.792846261776546,,,0,1.0,30.0,,,2.0
7208,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.74999999999858,40.0,,,2,1.0,30.0,35.6155408916262,28.665827529080786,,,0,1.0,30.0,,,2.0
7209,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.4999999999983,40.0,,,2,1.0,30.0,34.720888050052345,29.538808796385027,,,0,1.0,30.0,,,2.0
7210,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.24999999999801,40.0,,,2,1.0,30.0,33.82623520847849,30.411790063689267,,,0,1.0,30.0,,,2.0
7211,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.99999999999773,40.0,,,2,1.0,30.0,32.93158236690463,31.284771330993507,,,0,1.0,30.0,,,2.0
7212,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.74999999999744,40.0,,,2,1.0,30.0,32.036929525330834,32.157752598297684,,,0,1.0,30.0,,,2.0
7213,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.49999999999716,40.0,,,2,1.0,30.0,31.142276683757075,33.03073386560157,,,0,1.0,30.0,,,2.0
7214,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.24999999999687,40.0,,,2,1.0,30.0,30.2476238421833,33.903715132905454,,,0,1.0,30.0,,,2.0
7215,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.99999999999659,40.0,,,2,1.0,30.0,29.35297100060953,34.77669640020934,,,0,1.0,30.0,,,2.0
7216,test,True,0,1,tomato,0.7499999999999998,0,0,2,tomato,2.5833333333333326,2,1,0,,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.87983173883686,40.31621556657754,,,2,1.0,30.0,28.458318159035755,35.6496776675135,,,0,1.0,30.0,,,2.0
