tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,bde618a2d1243f93_score,player_b9b1c1c5_x,player_b9b1c1c5_y,player_b9b1c1c5_move_target,player_b9b1c1c5_item,player_b9b1c1c5_score,player_b9b1c1c5_cut_speed,player_b9b1c1c5_speed,player_d36e0109_x,player_d36e0109_y,player_d36e0109_move_target,player_d36e0109_item,player_d36e0109_score,player_d36e0109_cut_speed,player_d36e0109_speed
3354,0,1,,0,2,tomato,2.099999999999995,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3355,0,1,,0,2,tomato,2.1083333333333285,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3356,0,1,,0,2,tomato,2.116666666666662,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3357,0,1,,0,2,tomato,2.124999999999995,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3358,0,1,,0,2,tomato,2.1333333333333284,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3359,0,1,,0,2,tomato,2.1416666666666617,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3360,0,1,,0,2,tomato,2.149999999999995,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3361,0,1,,0,2,tomato,2.1583333333333283,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3362,0,1,,0,2,tomato,2.1666666666666616,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3363,0,1,,0,2,tomato,2.174999999999995,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3364,0,1,,0,2,tomato,2.1833333333333282,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3365,0,1,,0,2,tomato,2.1916666666666615,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3366,0,1,,0,2,tomato,2.199999999999995,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3367,0,1,,0,2,tomato,2.208333333333328,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3368,0,1,,0,2,tomato,2.2166666666666615,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3369,0,1,,0,2,tomato,2.2249999999999948,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3370,0,1,,0,2,tomato,2.233333333333328,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3371,0,1,,0,2,tomato,2.2416666666666614,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3372,0,1,,0,2,tomato,2.2499999999999947,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3373,0,1,,0,2,tomato,2.258333333333328,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,56.0,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3374,0,1,,0,2,tomato,2.2666666666666613,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,55.499999999999744,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3375,0,1,,0,2,tomato,2.2749999999999946,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,54.99999999999949,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3376,0,1,,0,2,tomato,2.283333333333328,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,54.49999999999923,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3377,0,1,,0,2,tomato,2.291666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,53.99999999999898,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3378,0,1,,0,2,tomato,2.2999999999999945,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,53.49999999999872,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3379,0,1,,0,2,tomato,2.308333333333328,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,52.999999999998465,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3380,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,52.49999999999821,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3381,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,51.999999999997954,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3382,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,51.4999999999977,,,2,1.0,12.0,24.0,40.0,,,1,0.2,30.0
3383,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,50.99999999999744,,,2,1.0,12.0,24.0,41.250000000000284,,,1,0.2,30.0
3384,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,50.499999999997186,,,2,1.0,12.0,24.0,42.50000000000057,,,1,0.2,30.0
3385,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,49.99999999999693,,,2,1.0,12.0,24.0,43.75000000000085,,,1,0.2,30.0
3386,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,49.499999999996675,,,2,1.0,12.0,24.0,45.00000000000114,,,1,0.2,30.0
3387,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,48.99999999999642,,,2,1.0,12.0,24.0,46.25000000000142,,,1,0.2,30.0
3388,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,48.49999999999616,,,2,1.0,12.0,24.0,47.500000000001705,,,1,0.2,30.0
3389,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,47.99999999999591,,,2,1.0,12.0,24.0,48.75000000000199,,,1,0.2,30.0
3390,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,47.49999999999565,,,2,1.0,12.0,24.0,50.000000000002274,,,1,0.2,30.0
3391,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,46.999999999995396,,,2,1.0,12.0,24.0,51.25000000000256,,,1,0.2,30.0
3392,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,46.49999999999514,,,2,1.0,12.0,24.0,52.50000000000284,,,1,0.2,30.0
3393,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,45.999999999994884,,,2,1.0,12.0,24.0,53.750000000003126,,,1,0.2,30.0
3394,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,45.49999999999463,,,2,1.0,12.0,24.0,55.00000000000341,,,1,0.2,30.0
3395,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,44.99999999999437,,,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3396,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,44.49999999999412,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3397,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,43.99999999999386,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3398,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,43.499999999993605,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3399,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,42.99999999999335,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3400,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,42.49999999999309,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3401,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,41.99999999999284,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3402,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,41.49999999999258,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3403,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.999999999992326,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3404,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.49999999999207,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3405,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3406,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3407,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3408,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3409,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3410,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3411,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3412,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3413,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3414,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3415,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3416,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,3.216666666666658,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,tomato,1,0.2,30.0
3417,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3418,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.008333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3419,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.016666666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3420,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.025,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3421,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.03333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3422,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3423,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.049999999999999996,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3424,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.05833333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3425,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.06666666666666667,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3426,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.075,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3427,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.08333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3428,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.09166666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3429,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.09999999999999999,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3430,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.10833333333333332,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
3431,0,1,,0,2,tomato,2.316666666666661,2,0,3,tomato,0.11666666666666665,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,40.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,1,0.2,30.0
