tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e113bed64c06e7dd_score,player_06737ef0_x,player_06737ef0_y,player_06737ef0_move_target,player_06737ef0_item,player_06737ef0_score,player_06737ef0_cut_speed,player_06737ef0_speed,player_9481588e_x,player_9481588e_y,player_9481588e_move_target,player_9481588e_item,player_9481588e_score,player_9481588e_cut_speed,player_9481588e_speed,f98420205e959499_score,fe67a236200c616d_message,bbcaa5290f8da7a4_score
5867,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.21666666666666665,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5868,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.22499999999999998,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5869,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.2333333333333333,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5870,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.24166666666666664,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5871,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.24999999999999997,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5872,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.2583333333333333,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5873,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.26666666666666666,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5874,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.275,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5875,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.2833333333333334,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5876,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.29166666666666674,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5877,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.3000000000000001,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5878,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.30833333333333346,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,87.50000000000045,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5879,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.3166666666666668,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,87.00000000000091,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5880,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.3250000000000002,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,86.50000000000136,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5881,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.33333333333333354,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,86.00000000000182,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5882,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.3416666666666669,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,85.50000000000227,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5883,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.35000000000000026,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,85.00000000000273,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5884,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.3583333333333336,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,84.50000000000318,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5885,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.366666666666667,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,84.00000000000364,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5886,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.37500000000000033,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,83.50000000000409,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5887,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.3833333333333337,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,83.00000000000455,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5888,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.39166666666666705,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,82.500000000005,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5889,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.4000000000000004,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,82.00000000000546,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5890,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.40833333333333377,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,81.50000000000591,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5891,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.41666666666666713,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,81.00000000000637,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5892,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.4250000000000005,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,80.50000000000682,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5893,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.43333333333333385,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,80.00000000000728,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5894,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.4416666666666672,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,79.50000000000773,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5895,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.45000000000000057,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,79.00000000000819,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5896,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.4583333333333339,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,78.50000000000864,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5897,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.4666666666666673,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,78.0000000000091,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5898,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.47500000000000064,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,77.50000000000955,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5899,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.483333333333334,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,77.00000000001,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5900,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.49166666666666736,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,76.50000000001046,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5901,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5000000000000007,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,76.00000000001091,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5902,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.508333333333334,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,75.50000000001137,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5903,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5166666666666673,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,75.00000000001182,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5904,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5250000000000006,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,74.50000000001228,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5905,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5333333333333339,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,74.00000000001273,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5906,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5416666666666672,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,73.50000000001319,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5907,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5500000000000005,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,73.00000000001364,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5908,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5583333333333338,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.5000000000141,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5909,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5666666666666671,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.00000000001455,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5910,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5750000000000004,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,71.500000000015,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5911,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.5833333333333337,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,71.00000000001546,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5912,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.591666666666667,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,70.50000000001592,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5913,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6000000000000003,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,70.00000000001637,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5914,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6083333333333336,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,69.50000000001683,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5915,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6166666666666669,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,69.00000000001728,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5916,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6250000000000002,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,68.50000000001774,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5917,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6333333333333335,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,68.00000000001819,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5918,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6416666666666668,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,67.50000000001864,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5919,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6500000000000001,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,67.0000000000191,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5920,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6583333333333334,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,66.50000000001955,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5921,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6666666666666667,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,66.00000000002001,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5922,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.675,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,65.50000000002046,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5923,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6833333333333333,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,65.00000000002092,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5924,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.6916666666666667,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,64.50000000002137,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5925,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.7,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,64.00000000002183,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5926,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.7083333333333333,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,63.50000000002157,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
5927,test,True,0,1,None_cut,3.358333333333328,3,0,2,tomato,0.7166666666666666,0,1,0,None_cut,3.2583333333333244,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,63.000000000021316,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0,,,2.0
