tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,80d7c35ab249cd60_score,player_e857c733_x,player_e857c733_y,player_e857c733_move_target,player_e857c733_item,player_e857c733_score,player_e857c733_cut_speed,player_e857c733_speed,player_8f198e6d_x,player_8f198e6d_y,player_8f198e6d_move_target,player_8f198e6d_item,player_8f198e6d_score,player_8f198e6d_cut_speed,player_8f198e6d_speed,7398d489a56265ba_score,4be7e6f21f3c30ad_message,cf7f363945f4897f_score
6903,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,3.0
6904,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,3.0
6905,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,3.0
6906,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,3.0
6907,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,3.0
6908,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,3.0
6909,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,3.0
6910,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,3.0
6911,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,3.0
6912,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,103.11611652351695,39.11611652351695,,,1,1.0,30.0,,,3.0
6913,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,102.2322330470339,38.2322330470339,,,1,1.0,30.0,,,3.0
6914,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,101.34834957055085,37.34834957055085,,,1,1.0,30.0,,,3.0
6915,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,100.4644660940678,36.4644660940678,,,1,1.0,30.0,,,3.0
6916,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,99.58058261758475,35.58058261758475,,,1,1.0,30.0,,,3.0
6917,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,98.6966991411017,34.6966991411017,,,1,1.0,30.0,,,3.0
6918,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,97.81281566461865,33.812815664618654,,,1,1.0,30.0,,,3.0
6919,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,96.9289321881356,32.928932188135605,,,1,1.0,30.0,,,3.0
6920,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,96.04504871165256,32.045048711652555,,,1,1.0,30.0,,,3.0
6921,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,95.1611652351695,31.161165235169506,,,1,1.0,30.0,,,3.0
6922,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,94.27728175868646,30.277281758686456,,,1,1.0,30.0,,,3.0
6923,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,93.3933982822034,29.393398282203407,,,1,1.0,30.0,,,3.0
6924,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,92.50951480572036,28.509514805720357,,,1,1.0,30.0,,,3.0
6925,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,91.62563132923731,27.625631329237308,,,1,1.0,30.0,,,3.0
6926,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,90.74174785275426,26.74174785275426,,,1,1.0,30.0,,,3.0
6927,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,89.85786437627121,25.85786437627121,,,1,1.0,30.0,,,3.0
6928,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.97398089978816,24.97398089978816,,,1,1.0,30.0,,,3.0
6929,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,,1,1.0,30.0,,,3.0
6930,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6931,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6932,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6933,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6934,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6935,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6936,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6937,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6938,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6939,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6940,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6941,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6942,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6943,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6944,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6945,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6946,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6947,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6948,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6949,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6950,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6951,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6952,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6953,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6954,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6955,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,24.0,,tomato,1,1.0,30.0,,,3.0
6956,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,86.74999999999972,24.0,,tomato,1,1.0,30.0,,,3.0
6957,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,85.49999999999943,24.0,,tomato,1,1.0,30.0,,,3.0
6958,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,84.24999999999915,24.0,,tomato,1,1.0,30.0,,,3.0
6959,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,82.99999999999886,24.0,,tomato,1,1.0,30.0,,,3.0
6960,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,81.74999999999858,24.0,,tomato,1,1.0,30.0,,,3.0
6961,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,80.4999999999983,24.0,,tomato,1,1.0,30.0,,,3.0
6962,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,79.24999999999801,24.0,,tomato,1,1.0,30.0,,,3.0
6963,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,77.99999999999773,24.0,,tomato,1,1.0,30.0,,,3.0
6964,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,76.74999999999744,24.0,,tomato,1,1.0,30.0,,,3.0
6965,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,75.49999999999716,24.0,,tomato,1,1.0,30.0,,,3.0
6966,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,74.24999999999687,24.0,,tomato,1,1.0,30.0,,,3.0
6967,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.75000000000114,24.0,,plate,2,1.0,30.0,72.99999999999659,24.0,,tomato,1,1.0,30.0,,,3.0
6968,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.50000000000227,24.0,,plate,2,1.0,30.0,71.87983173883686,24.31621556657754,,tomato,1,1.0,30.0,,,3.0
6969,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.2500000000034,24.0,,plate,2,1.0,30.0,70.9904754578381,25.19459214040404,,tomato,1,1.0,30.0,,,3.0
6970,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.00000000000455,24.0,,plate,2,1.0,30.0,70.10111917683935,26.07296871423054,,tomato,1,1.0,30.0,,,3.0
6971,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.75000000000568,24.0,,plate,2,1.0,30.0,69.2117628958406,26.95134528805704,,tomato,1,1.0,30.0,,,3.0
