tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0ff6a4aabb27309e_score,player_7986d26c_x,player_7986d26c_y,player_7986d26c_move_target,player_7986d26c_item,player_7986d26c_score,player_7986d26c_cut_speed,player_7986d26c_speed,player_d2673e8f_x,player_d2673e8f_y,player_d2673e8f_move_target,player_d2673e8f_item,player_d2673e8f_score,player_d2673e8f_cut_speed,player_d2673e8f_speed
3248,0,1,,0,2,,0,3,,1,0,tomato,0.45833333333333337,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,35.49999999998806,,,2,1.0,30.0
3249,0,1,,0,2,,0,3,,1,0,tomato,0.5,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,34.24999999998778,,,2,1.0,30.0
3250,0,1,,0,2,,0,3,,1,0,tomato,0.5416666666666666,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,32.999999999987494,,,2,1.0,30.0
3251,0,1,,0,2,,0,3,,1,0,tomato,0.5833333333333333,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,31.749999999987285,,,2,1.0,30.0
3252,0,1,,0,2,,0,3,,1,0,tomato,0.6249999999999999,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,30.499999999987356,,,2,1.0,30.0
3253,0,1,,0,2,,0,3,,1,0,tomato,0.6666666666666665,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,29.249999999987427,,,2,1.0,30.0
3254,0,1,,0,2,,0,3,,1,0,tomato,0.7083333333333331,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,27.999999999987498,,,2,1.0,30.0
3255,0,1,,0,2,,0,3,,1,0,tomato,0.7499999999999998,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,26.74999999998757,,,2,1.0,30.0
3256,0,1,,0,2,,0,3,,1,0,tomato,0.7916666666666664,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,25.49999999998764,,,2,1.0,30.0
3257,0,1,,0,2,,0,3,,1,0,tomato,0.833333333333333,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.24999999998771,,,2,1.0,30.0
3258,0,1,,0,2,,0,3,,1,0,tomato,0.8749999999999997,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,,2,1.0,30.0
3259,0,1,,0,2,,0,3,,1,0,tomato,0.9166666666666663,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3260,0,1,,0,2,,0,3,,1,0,tomato,0.9583333333333329,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3261,0,1,,0,2,,0,3,,1,0,tomato,0.9999999999999996,0,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3262,0,1,,0,2,,0,3,,1,0,tomato,1.0416666666666663,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3263,0,1,,0,2,,0,3,,1,0,tomato,1.083333333333333,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3264,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3265,0,1,,0,2,,0,3,,1,0,tomato,1.1666666666666665,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3266,0,1,,0,2,,0,3,,1,0,tomato,1.2083333333333333,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3267,0,1,,0,2,,0,3,,1,0,tomato,1.25,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3268,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3269,0,1,,0,2,,0,3,,1,0,tomato,1.3333333333333335,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3270,0,1,,0,2,,0,3,,1,0,tomato,1.3750000000000002,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3271,0,1,,0,2,,0,3,,1,0,tomato,1.416666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3272,0,1,,0,2,,0,3,,1,0,tomato,1.4583333333333337,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3273,0,1,,0,2,,0,3,,1,0,tomato,1.5000000000000004,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3274,0,1,,0,2,,0,3,,1,0,tomato,1.5416666666666672,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3275,0,1,,0,2,,0,3,,1,0,tomato,1.583333333333334,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3276,0,1,,0,2,,0,3,,1,0,tomato,1.6250000000000007,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3277,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3278,0,1,,0,2,,0,3,,1,0,tomato,1.7083333333333341,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3279,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3280,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666676,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3281,0,1,,0,2,,0,3,,1,0,tomato,1.8333333333333344,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3282,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3283,0,1,,0,2,,0,3,,1,0,tomato,1.9166666666666679,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3284,0,1,,0,2,,0,3,,1,0,tomato,1.9583333333333346,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3285,0,1,,0,2,,0,3,,1,0,tomato,2.0000000000000013,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3286,0,1,,0,2,,0,3,,1,0,tomato,2.041666666666668,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3287,0,1,,0,2,,0,3,,1,0,tomato,2.0833333333333344,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3288,0,1,,0,2,,0,3,,1,0,tomato,2.125000000000001,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3289,0,1,,0,2,,0,3,,1,0,tomato,2.1666666666666674,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3290,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3291,0,1,,0,2,,0,3,,1,0,tomato,2.2500000000000004,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3292,0,1,,0,2,,0,3,,1,0,tomato,2.291666666666667,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3293,0,1,,0,2,,0,3,,1,0,tomato,2.3333333333333335,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3294,0,1,,0,2,,0,3,,1,0,tomato,2.375,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3295,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3296,0,1,,0,2,,0,3,,1,0,tomato,2.458333333333333,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3297,0,1,,0,2,,0,3,,1,0,tomato,2.4999999999999996,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3298,0,1,,0,2,,0,3,,1,0,tomato,2.541666666666666,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3299,0,1,,0,2,,0,3,,1,0,tomato,2.5833333333333326,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3300,0,1,,0,2,,0,3,,1,0,tomato,2.624999999999999,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3301,0,1,,0,2,,0,3,,1,0,tomato,2.6666666666666656,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3302,0,1,,0,2,,0,3,,1,0,tomato,2.708333333333332,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3303,0,1,,0,2,,0,3,,1,0,tomato,2.7499999999999987,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3304,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3305,0,1,,0,2,,0,3,,1,0,tomato,2.8333333333333317,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3306,0,1,,0,2,,0,3,,1,0,tomato,2.8749999999999982,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3307,0,1,,0,2,,0,3,,1,0,tomato,2.9166666666666647,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3308,0,1,,0,2,,0,3,,1,0,tomato,2.9583333333333313,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3309,0,1,,0,2,,0,3,,1,0,tomato,2.999999999999998,2,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3310,0,1,,0,2,,0,3,,1,0,tomato_cut,3.0416666666666643,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3311,0,1,,0,2,,0,3,,1,0,tomato_cut,3.083333333333331,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3312,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3313,0,1,,0,2,,0,3,,1,0,tomato_cut,3.166666666666664,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3314,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2083333333333304,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3315,0,1,,0,2,,0,3,,1,0,tomato_cut,3.249999999999997,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3316,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2916666666666634,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3317,0,1,,0,2,,0,3,,1,0,tomato_cut,3.33333333333333,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3318,0,1,,0,2,,0,3,,1,0,tomato_cut,3.3749999999999964,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3319,0,1,,0,2,,0,3,,1,0,tomato_cut,3.416666666666663,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3320,0,1,,0,2,,0,3,,1,0,tomato_cut,3.4583333333333295,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
3321,0,1,,0,2,,0,3,,1,0,tomato_cut,3.499999999999996,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,tomato,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,24.0,,,3,1.0,30.0,72.0,24.0,,tomato,2,1.0,30.0
