tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c8162bc6c16428e8_score,player_6899bd80_x,player_6899bd80_y,player_6899bd80_move_target,player_6899bd80_item,player_6899bd80_score,player_6899bd80_cut_speed,player_6899bd80_speed,player_c1ef807d_x,player_c1ef807d_y,player_c1ef807d_move_target,player_c1ef807d_item,player_c1ef807d_score,player_c1ef807d_cut_speed,player_c1ef807d_speed,87ccff86a42f1346_score,2fcd453657f84cd6_message,4e62d4bf7b8723ad_score
5535,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,tomato_cut,3,1.0,30.0,,,3.0
5536,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5537,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5538,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5539,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5540,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5541,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5542,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5543,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5544,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5545,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5546,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5547,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5548,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5549,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5550,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5551,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5552,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5553,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5554,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5555,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5556,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,72.0,,,3,1.0,30.0,,,3.0
5557,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,70.74999999999972,,,3,1.0,30.0,,,3.0
5558,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,69.49999999999943,,,3,1.0,30.0,,,3.0
5559,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,68.24999999999915,,,3,1.0,30.0,,,3.0
5560,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,66.99999999999886,,,3,1.0,30.0,,,3.0
5561,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,65.74999999999858,,,3,1.0,30.0,,,3.0
5562,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,tomato_salad,0,1.0,30.0,24.0,64.4999999999983,,,3,1.0,30.0,,,3.0
5563,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.250000000000284,40.0,,tomato_salad,0,1.0,30.0,24.0,63.24999999999801,,,3,1.0,30.0,,,3.0
5564,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.50000000000057,40.0,,tomato_salad,0,1.0,30.0,24.0,61.999999999997726,,,3,1.0,30.0,,,3.0
5565,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.75000000000085,40.0,,tomato_salad,0,1.0,30.0,24.0,60.74999999999744,,,3,1.0,30.0,,,3.0
5566,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.00000000000114,40.0,,tomato_salad,0,1.0,30.0,24.0,59.49999999999716,,,3,1.0,30.0,,,3.0
5567,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.25000000000142,40.0,,tomato_salad,0,1.0,30.0,24.0,58.249999999996874,,,3,1.0,30.0,,,3.0
5568,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.500000000001705,40.0,,tomato_salad,0,1.0,30.0,24.0,56.99999999999659,,,3,1.0,30.0,,,3.0
5569,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.75000000000199,40.0,,tomato_salad,0,1.0,30.0,24.0,55.749999999996305,,,3,1.0,30.0,,,3.0
5570,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.00000000000227,40.0,,tomato_salad,0,1.0,30.0,24.0,54.49999999999602,,,3,1.0,30.0,,,3.0
5571,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.25000000000256,40.0,,tomato_salad,0,1.0,30.0,24.0,53.24999999999574,,,3,1.0,30.0,,,3.0
5572,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.50000000000284,40.0,,tomato_salad,0,1.0,30.0,24.0,51.99999999999545,,,3,1.0,30.0,,,3.0
5573,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.75000000000313,40.0,,tomato_salad,0,1.0,30.0,24.0,50.74999999999517,,,3,1.0,30.0,,,3.0
5574,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.00000000000341,40.0,,tomato_salad,0,1.0,30.0,24.0,49.499999999994884,,,3,1.0,30.0,,,3.0
5575,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.2500000000037,40.0,,tomato_salad,0,1.0,30.0,24.0,48.2499999999946,,,3,1.0,30.0,,,3.0
5576,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.50000000000398,40.0,,tomato_salad,0,1.0,30.0,24.0,46.999999999994316,,,3,1.0,30.0,,,3.0
5577,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.75000000000426,40.0,,tomato_salad,0,1.0,30.0,24.0,45.74999999999403,,,3,1.0,30.0,,,3.0
5578,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.00000000000455,40.0,,tomato_salad,0,1.0,30.0,24.0,44.49999999999375,,,3,1.0,30.0,,,3.0
5579,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.25000000000483,40.0,,tomato_salad,0,1.0,30.0,24.0,43.24999999999346,,,3,1.0,30.0,,,3.0
5580,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.50000000000512,40.0,,tomato_salad,0,1.0,30.0,24.0,41.99999999999318,,,3,1.0,30.0,,,3.0
5581,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.7500000000054,40.0,,tomato_salad,0,1.0,30.0,24.0,40.749999999992895,,,3,1.0,30.0,,,3.0
5582,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.00000000000568,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,,3,1.0,30.0,,,3.0
5583,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.25000000000597,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,3.0
5584,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.50000000000625,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,3.0
5585,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.75000000000654,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,3.0
5586,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.00000000000682,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,3.0
5587,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.2500000000071,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,3.0
5588,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_salad,0,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,3.0
5589,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,4.0
5590,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,4.0
5591,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,4.0
5592,test,True,0,1,None_cut,3.7083333333333286,3,0,2,None_cut,3.8749999999999947,3,1,0,None_cut,3.7083333333333286,3,2,2,,2,3,,2,4,tomato_salad,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,24.0,40.0,,tomato_cut,3,1.0,30.0,,,4.0
