tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,cd751abdbb052b19_score,player_faa3c6b9_x,player_faa3c6b9_y,player_faa3c6b9_move_target,player_faa3c6b9_item,player_faa3c6b9_score,player_faa3c6b9_cut_speed,player_faa3c6b9_speed,player_875bfcce_x,player_875bfcce_y,player_875bfcce_move_target,player_875bfcce_item,player_875bfcce_score,player_875bfcce_cut_speed,player_875bfcce_speed,d3e3231bacd48511_score,2bd2750151ffe5c0_message,c48ad2ea53bdad8b_score
5433,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.24999999999687,24.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5434,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.99999999999659,24.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5435,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.7499999999963,24.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5436,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.49999999999602,24.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5437,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.24999999999574,24.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5438,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.99999999999545,24.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5439,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.74999999999517,24.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5440,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.49999999999488,24.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5441,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.2499999999946,24.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5442,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.34621797023578,24.84324151087344,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5443,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.45686168923703,25.72161808469994,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5444,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.56750540823828,26.59999465852644,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5445,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.67814912723952,27.47837123235294,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5446,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.78879284624077,28.356747806179442,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5447,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.89943656524201,29.235124380005942,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5448,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.01008028424326,30.113500953832443,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5449,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.1207240032445,30.991877527658943,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5450,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.23136772224575,31.870254101485443,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5451,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.34201144124647,32.748630675311944,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5452,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.452655160247005,33.627007249138444,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5453,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.56329887924754,34.505383822964944,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5454,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.673942598248075,35.383760396791445,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5455,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.78458631724861,36.262136970617945,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5456,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.895230036249146,37.140513544444445,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5457,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.00587375524984,38.018890118270946,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5458,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.11651747425088,38.897266692097446,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5459,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.22716119325191,39.77564326592395,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5460,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,plate,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5461,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5462,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5463,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5464,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5465,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5466,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5467,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5468,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5469,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5470,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5471,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5472,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5473,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5474,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5475,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5476,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5477,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5478,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,2,1.0,30.0,88.0,40.0,,,3,1.0,30.0,,,5.0
5479,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.11611652351695,39.11611652351695,,,2,1.0,30.0,89.25000000000028,40.0,,,3,1.0,30.0,,,5.0
5480,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.2322330470339,38.2322330470339,,,2,1.0,30.0,90.50000000000057,40.0,,,3,1.0,30.0,,,5.0
5481,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.34834957055085,37.34834957055085,,,2,1.0,30.0,91.75000000000085,40.0,,,3,1.0,30.0,,,5.0
5482,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.4644660940678,36.4644660940678,,,2,1.0,30.0,93.00000000000114,40.0,,,3,1.0,30.0,,,5.0
5483,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.58058261758475,35.58058261758475,,,2,1.0,30.0,94.25000000000142,40.0,,,3,1.0,30.0,,,5.0
5484,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.6966991411017,34.6966991411017,,,2,1.0,30.0,95.5000000000017,40.0,,,3,1.0,30.0,,,5.0
5485,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.812815664618654,33.812815664618654,,,2,1.0,30.0,96.75000000000199,40.0,,,3,1.0,30.0,,,5.0
5486,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.928932188135605,32.928932188135605,,,2,1.0,30.0,98.00000000000227,40.0,,,3,1.0,30.0,,,5.0
5487,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.045048711652555,32.045048711652555,,,2,1.0,30.0,99.25000000000256,40.0,,,3,1.0,30.0,,,5.0
5488,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.161165235169506,31.161165235169506,,,2,1.0,30.0,100.50000000000284,40.0,,,3,1.0,30.0,,,5.0
5489,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.277281758686456,30.277281758686456,,,2,1.0,30.0,101.75000000000313,40.0,,,3,1.0,30.0,,,5.0
5490,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.39339828220341,29.393398282203407,,,2,1.0,30.0,103.00000000000341,40.0,,,3,1.0,30.0,,,5.0
5491,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.50951480572036,28.509514805720357,,,2,1.0,30.0,104.2500000000037,40.0,,,3,1.0,30.0,,,5.0
5492,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.62563132923731,27.625631329237308,,,2,1.0,30.0,105.50000000000398,40.0,,,3,1.0,30.0,,,5.0
5493,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.74174785275426,26.74174785275426,,,2,1.0,30.0,106.75000000000426,40.0,,,3,1.0,30.0,,,5.0
5494,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.85786437627121,25.85786437627121,,,2,1.0,30.0,108.00000000000455,40.0,,,3,1.0,30.0,,,5.0
5495,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.97398089978816,24.97398089978816,,,2,1.0,30.0,109.25000000000483,40.0,,,3,1.0,30.0,,,5.0
5496,test,True,0,1,None_cut,3.7083333333333286,3,0,2,tomato_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.04617444130983,24.194346815316237,,,2,1.0,30.0,110.50000000000512,40.0,,,3,1.0,30.0,,,5.0
