tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,79c074ebe465e122_score,player_e64d24ba_x,player_e64d24ba_y,player_e64d24ba_move_target,player_e64d24ba_item,player_e64d24ba_score,player_e64d24ba_cut_speed,player_e64d24ba_speed,player_3a3c9e36_x,player_3a3c9e36_y,player_3a3c9e36_move_target,player_3a3c9e36_item,player_3a3c9e36_score,player_3a3c9e36_cut_speed,player_3a3c9e36_speed,21711e4bb92e923a_score,a05dc42d59b2fcda_message,dac2955081bf7b83_score
5799,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.50701856623805,24.000016160865073,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5800,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.75701856623691,24.000014032863298,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5801,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.00701856623577,24.000011904861523,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5802,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.25701856623463,24.00000977685975,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5803,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.5070185662335,24.000007648857974,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5804,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.75701856623236,24.0000055208562,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5805,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.00701856623122,24.000003392854424,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5806,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.25701856623009,24.00000126485265,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5807,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.50701856622975,24.00000031432988,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5808,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.75701856623003,24.00000028896919,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5809,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.00701856623031,24.0000002636085,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5810,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.2570185662306,24.000000238247807,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5811,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.50701856623088,24.000000212887116,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5812,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.75701856623117,24.000000187526425,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5813,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.00701856623145,24.000000162165733,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5814,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.25701856623174,24.000000136805042,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5815,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.50701856623202,24.00000011144435,,,2,1.0,30.0,56.0,56.0,,tomato_salad,4,1.0,30.0,,,6.0
5816,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.7570185662323,24.00000008608366,,,2,1.0,30.0,56.88388347648305,55.11611652351695,,tomato_salad,4,1.0,30.0,,,6.0
5817,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.00701856623259,24.000000060722968,,,2,1.0,30.0,57.7677669529661,54.2322330470339,,tomato_salad,4,1.0,30.0,,,6.0
5818,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.25701856623287,24.000000035362323,,,2,1.0,30.0,58.65165042944915,53.34834957055085,,tomato_salad,4,1.0,30.0,,,6.0
5819,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.50701856623316,24.00000001000181,,,2,1.0,30.0,59.5355339059322,52.4644660940678,,tomato_salad,4,1.0,30.0,,,6.0
5820,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.75701856623344,24.00000000368551,,,2,1.0,30.0,60.41941738241525,51.58058261758475,,tomato_salad,4,1.0,30.0,,,6.0
5821,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.00701856623373,24.000000003383175,,,2,1.0,30.0,61.3033008588983,50.6966991411017,,tomato_salad,4,1.0,30.0,,,6.0
5822,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.25701856623401,24.00000000308084,,,2,1.0,30.0,62.187184335381346,49.812815664618654,,tomato_salad,4,1.0,30.0,,,6.0
5823,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.5070185662343,24.000000002778503,,,2,1.0,30.0,63.071067811864395,48.928932188135605,,tomato_salad,4,1.0,30.0,,,6.0
5824,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.75701856623458,24.000000002476167,,,2,1.0,30.0,63.954951288347445,48.045048711652555,,tomato_salad,4,1.0,30.0,,,6.0
5825,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.00701856623486,24.00000000217384,,,2,1.0,30.0,64.8388347648305,47.161165235169506,,tomato_salad,4,1.0,30.0,,,6.0
5826,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.25701856623515,24.000000001871683,,,2,1.0,30.0,65.72271824131354,46.277281758686456,,tomato_salad,4,1.0,30.0,,,6.0
5827,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.50701856623543,24.000000001569525,,,2,1.0,30.0,66.6066017177966,45.39339828220341,,tomato_salad,4,1.0,30.0,,,6.0
5828,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.75701856623571,24.000000001267367,,,2,1.0,30.0,67.49048519427964,44.50951480572036,,tomato_salad,4,1.0,30.0,,,6.0
5829,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.007018566236,24.00000000096521,,,2,1.0,30.0,68.37436867076269,43.62563132923731,,tomato_salad,4,1.0,30.0,,,6.0
5830,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.25701856623628,24.00000000066305,,,2,1.0,30.0,69.25825214724574,42.74174785275426,,tomato_salad,4,1.0,30.0,,,6.0
5831,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.50701856623657,24.00000000036089,,,2,1.0,30.0,70.14213562372879,41.85786437627121,,tomato_salad,4,1.0,30.0,,,6.0
5832,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.75701856623685,24.000000000058733,,,2,1.0,30.0,71.02601910021184,40.97398089978816,,tomato_salad,4,1.0,30.0,,,6.0
5833,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.00701856623714,24.000000000043237,,,2,1.0,30.0,71.95382555869026,40.19434681531624,,tomato_salad,4,1.0,30.0,,,6.0
5834,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.25701856623742,24.000000000039684,,,2,1.0,30.0,73.20373388513468,40.179208272259245,,tomato_salad,4,1.0,30.0,,,6.0
5835,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.5070185662377,24.00000000003613,,,2,1.0,30.0,74.45364221157911,40.164069729202254,,tomato_salad,4,1.0,30.0,,,6.0
5836,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.75701856623799,24.00000000003258,,,2,1.0,30.0,75.70355053802353,40.14893118614526,,tomato_salad,4,1.0,30.0,,,6.0
5837,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.00701856623827,24.000000000029026,,,2,1.0,30.0,76.95345886446796,40.13379264308827,,tomato_salad,4,1.0,30.0,,,6.0
5838,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.25701856623856,24.000000000025473,,,2,1.0,30.0,78.20336719091239,40.11865410003128,,tomato_salad,4,1.0,30.0,,,6.0
5839,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.50701856623826,24.00000000002192,,,2,1.0,30.0,79.45327551735681,40.10351555697429,,tomato_salad,4,1.0,30.0,,,6.0
5840,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.75701856623712,24.000000000018368,,,2,1.0,30.0,80.70318384380124,40.088377013917295,,tomato_salad,4,1.0,30.0,,,6.0
5841,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.00701856623598,24.000000000014815,,,2,1.0,30.0,81.95309217024567,40.0732384708603,,tomato_salad,4,1.0,30.0,,,6.0
5842,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.25701856623485,24.00000000001117,,,2,1.0,30.0,83.2030004966901,40.05809992780313,,tomato_salad,4,1.0,30.0,,,6.0
5843,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.5070185662337,24.00000000000744,,,2,1.0,30.0,84.45290882313452,40.04296138474578,,tomato_salad,4,1.0,30.0,,,6.0
5844,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.75701856623257,24.00000000000371,,,2,1.0,30.0,85.70281714957895,40.027822841688426,,tomato_salad,4,1.0,30.0,,,6.0
5845,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,2,1.0,30.0,86.95272547602337,40.01268429863107,,tomato_salad,4,1.0,30.0,,,6.0
5846,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,tomato_salad,4,1.0,30.0,,,6.0
5847,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5848,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5849,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5850,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5851,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5852,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5853,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5854,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5855,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5856,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5857,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5858,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5859,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5860,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5861,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5862,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
5863,test,True,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.75000000000114,24.0,,plate,2,1.0,30.0,88.0,40.0,,,5,1.0,30.0,,,7.0
