tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,25f06638b8a897cc_score,player_6180c6d8_x,player_6180c6d8_y,player_6180c6d8_move_target,player_6180c6d8_item,player_6180c6d8_score,player_6180c6d8_cut_speed,player_6180c6d8_speed,player_d33023ac_x,player_d33023ac_y,player_d33023ac_move_target,player_d33023ac_item,player_d33023ac_score,player_d33023ac_cut_speed,player_d33023ac_speed,a803f1a33369268a_score,0fba9bd9fc424812_message,2ada98219c948565_score
5645,test,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.66901247588821,37.39564020212214,,,4,1.0,30.0,77.75000000000995,24.0,,,1,1.0,30.0,,,5.0
5646,test,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.774359634314436,38.268621469426456,,,4,1.0,30.0,79.00000000001023,24.0,,,1,1.0,30.0,,,5.0
5647,test,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.879706792740663,39.141602736730775,,,4,1.0,30.0,80.25000000001052,24.0,,,1,1.0,30.0,,,5.0
5648,test,0,1,tomato_cut,4.0,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,81.5000000000108,24.0,,,1,1.0,30.0,,,5.0
5649,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,82.75000000001108,24.0,,,1,1.0,30.0,,,5.0
5650,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,84.00000000001137,24.0,,,1,1.0,30.0,,,5.0
5651,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,85.25000000001165,24.0,,,1,1.0,30.0,,,5.0
5652,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,86.50000000001194,24.0,,,1,1.0,30.0,,,5.0
5653,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,87.75000000001222,24.0,,,1,1.0,30.0,,,5.0
5654,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,89.0000000000125,24.0,,,1,1.0,30.0,,,5.0
5655,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,90.25000000001279,24.0,,,1,1.0,30.0,,,5.0
5656,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,91.50000000001307,24.0,,,1,1.0,30.0,,,5.0
5657,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,92.75000000001336,24.0,,,1,1.0,30.0,,,5.0
5658,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,94.00000000001364,24.0,,,1,1.0,30.0,,,5.0
5659,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,95.25000000001393,24.0,,,1,1.0,30.0,,,5.0
5660,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,96.50000000001421,24.0,,,1,1.0,30.0,,,5.0
5661,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,97.7500000000145,24.0,,,1,1.0,30.0,,,5.0
5662,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,99.00000000001478,24.0,,,1,1.0,30.0,,,5.0
5663,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,100.25000000001506,24.0,,,1,1.0,30.0,,,5.0
5664,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,101.50000000001535,24.0,,,1,1.0,30.0,,,5.0
5665,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,102.75000000001563,24.0,,,1,1.0,30.0,,,5.0
5666,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,104.00000000001592,24.0,,,1,1.0,30.0,,,5.0
5667,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,105.2500000000162,24.0,,,1,1.0,30.0,,,5.0
5668,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,106.50000000001648,24.0,,,1,1.0,30.0,,,5.0
5669,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,107.75000000001677,24.0,,,1,1.0,30.0,,,5.0
5670,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,109.00000000001705,24.0,,,1,1.0,30.0,,,5.0
5671,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,4,1.0,30.0,110.25000000001734,24.0,,,1,1.0,30.0,,,5.0
5672,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,111.50000000001762,24.0,,,1,1.0,30.0,,,5.0
5673,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,112.7500000000179,24.0,,,1,1.0,30.0,,,5.0
5674,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,114.00000000001819,24.0,,,1,1.0,30.0,,,5.0
5675,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,115.25000000001847,24.0,,,1,1.0,30.0,,,5.0
5676,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,116.50000000001876,24.0,,,1,1.0,30.0,,,5.0
5677,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,117.75000000001904,24.0,,,1,1.0,30.0,,,5.0
5678,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,119.00000000001933,24.0,,,1,1.0,30.0,,,5.0
5679,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,120.25000000001961,24.0,,,1,1.0,30.0,,,5.0
5680,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,121.5000000000199,24.0,,,1,1.0,30.0,,,5.0
5681,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,122.75000000002018,24.0,,,1,1.0,30.0,,,5.0
5682,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,124.00000000002046,24.0,,,1,1.0,30.0,,,5.0
5683,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,125.25000000002075,24.0,,,1,1.0,30.0,,,5.0
5684,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,126.50000000002103,24.0,,,1,1.0,30.0,,,5.0
5685,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,127.75000000002132,24.0,,,1,1.0,30.0,,,5.0
5686,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,129.00000000002046,24.0,,,1,1.0,30.0,,,5.0
5687,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,130.25000000001933,24.0,,,1,1.0,30.0,,,5.0
5688,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,131.5000000000182,24.0,,,1,1.0,30.0,,,5.0
5689,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,132.75000000001705,24.0,,,1,1.0,30.0,,,5.0
5690,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,134.00000000001592,24.0,,,1,1.0,30.0,,,5.0
5691,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,135.25000000001478,24.0,,,1,1.0,30.0,,,5.0
5692,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,136.0,24.0,,,1,1.0,30.0,,,5.0
5693,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5694,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5695,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5696,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5697,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5698,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5699,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5700,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5701,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5702,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5703,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,5.0
5704,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,134.75000000000114,24.0,,plate,1,1.0,30.0,,,5.0
5705,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,133.50000000000227,24.0,,plate,1,1.0,30.0,,,5.0
5706,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,132.2500000000034,24.0,,plate,1,1.0,30.0,,,5.0
5707,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,131.00000000000455,24.0,,plate,1,1.0,30.0,,,5.0
5708,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,129.75000000000568,24.0,,plate,1,1.0,30.0,,,5.0
5709,test,0,1,tomato_cut,4.0,3,0,2,None_cut,4.0,3,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_salad,4,1.0,30.0,128.50000000000682,24.0,,plate,1,1.0,30.0,,,5.0
