tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c7a181a523857c43_score,player_d2529476_x,player_d2529476_y,player_d2529476_move_target,player_d2529476_item,player_d2529476_score,player_d2529476_cut_speed,player_d2529476_speed,player_d6b1c39d_x,player_d6b1c39d_y,player_d6b1c39d_move_target,player_d6b1c39d_item,player_d6b1c39d_score,player_d6b1c39d_cut_speed,player_d6b1c39d_speed,6e4c666bd0e58f7c_score,432e0062c4bb5d14_message,2f2a341a916d3d0b_score
5867,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.76610140532189,124.08750888270234,,tomato,2,1.0,30.0,56.00032636823773,85.82593362257055,,tomato,2,1.0,30.0,,,4.0
5868,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.88769920631945,124.97683985415748,,tomato,2,1.0,30.0,56.00013871973867,87.07593360848645,,tomato,2,1.0,30.0,,,4.0
5869,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.009297007317016,125.86617082561261,,tomato,2,1.0,30.0,56.000028915103094,88.3259336003166,,tomato,2,1.0,30.0,,,4.0
5870,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.13089480831458,126.75550179706775,,tomato,2,1.0,30.0,56.00002660913612,89.57593360031404,,tomato,2,1.0,30.0,,,4.0
5871,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.25249260931214,127.64483276852289,,tomato,2,1.0,30.0,56.00002430316915,90.82593360031149,,tomato,2,1.0,30.0,,,4.0
5872,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.374090410309705,128.53416373997803,,tomato,2,1.0,30.0,56.000021997202175,92.07593360030893,,tomato,2,1.0,30.0,,,4.0
5873,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.49568821130727,129.42349471143316,,tomato,2,1.0,30.0,56.0000196912352,93.32593360030637,,tomato,2,1.0,30.0,,,4.0
5874,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.61728601230483,130.3128256828883,,tomato,2,1.0,30.0,56.00001738526823,94.57593360030381,,tomato,2,1.0,30.0,,,4.0
5875,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.738883813302394,131.20215665434344,,tomato,2,1.0,30.0,56.00001507930126,95.82593360030125,,tomato,2,1.0,30.0,,,4.0
5876,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.86048161429996,132.09148762579858,,tomato,2,1.0,30.0,56.000012773334284,97.0759336002987,,tomato,2,1.0,30.0,,,4.0
5877,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.98207941529752,132.98081859725372,,tomato,2,1.0,30.0,56.00001046736731,98.32593360029614,,tomato,2,1.0,30.0,,,4.0
5878,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.10367721629508,133.87014956870885,,tomato,2,1.0,30.0,56.00000816140034,99.57593360029358,,tomato,2,1.0,30.0,,,4.0
5879,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.225275017292006,134.75948054016354,,tomato,2,1.0,30.0,56.000005855433365,100.82593360029102,,tomato,2,1.0,30.0,,,4.0
5880,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.34687281828886,135.64881151161748,,tomato,2,1.0,30.0,56.00000354946639,102.07593360028847,,tomato,2,1.0,30.0,,,4.0
5881,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.45542316060772,135.092761586761,,tomato,2,1.0,30.0,56.000001243499696,103.32593360028591,,tomato,2,1.0,30.0,,,4.0
5882,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.56110942663146,134.21943292856807,,tomato,2,1.0,30.0,56.000000349663345,104.57593360028511,,tomato,2,1.0,30.0,,,4.0
5883,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.66679569265587,133.34610427037515,,tomato,2,1.0,30.0,56.00000032132619,105.8259336002854,,tomato,2,1.0,30.0,,,4.0
5884,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.772481958680274,132.47277561218223,,tomato,2,1.0,30.0,56.00000029298869,107.07593360028568,,tomato,2,1.0,30.0,,,4.0
5885,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.87816822470468,131.59944695398931,,tomato,2,1.0,30.0,56.00000026465118,108.32593360028596,,tomato,2,1.0,30.0,,,4.0
5886,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.98385449072909,130.7261182957964,,tomato,2,1.0,30.0,56.00000023631367,109.57593360028625,,tomato,2,1.0,30.0,,,4.0
5887,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.08954075675349,129.85278963760348,,tomato,2,1.0,30.0,56.00000020797616,110.82593360028653,,tomato,2,1.0,30.0,,,4.0
5888,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.1952270227779,128.97946097941056,,tomato,2,1.0,30.0,56.00000017963865,112.07593360028682,,tomato,2,1.0,30.0,,,4.0
5889,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.300913288802306,128.10613232121764,,tomato,2,1.0,30.0,56.00000015130114,113.3259336002871,,tomato,2,1.0,30.0,,,4.0
5890,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.406599554826474,127.23280366302473,,tomato,2,1.0,30.0,56.00000012296363,114.57593360028739,,tomato,2,1.0,30.0,,,4.0
5891,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.512285820850526,126.35947500483175,,tomato,2,1.0,30.0,56.00000009462612,115.82593360028767,,tomato,2,1.0,30.0,,,4.0
5892,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.617972086874577,125.48614634663798,,tomato,2,1.0,30.0,56.00000006628861,117.07593360028795,,tomato,2,1.0,30.0,,,4.0
5893,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.723658352898628,124.61281768844418,,tomato,2,1.0,30.0,56.0000000379511,118.32593360028824,,tomato,2,1.0,30.0,,,4.0
5894,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.82934461892268,123.7394890302504,,tomato,2,1.0,30.0,56.000000009613586,119.57593360028852,,tomato,2,1.0,30.0,,,4.0
5895,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.93503088494673,122.86616037205661,,tomato,2,1.0,30.0,55.27971020133142,120.53018499688179,,tomato,2,1.0,30.0,,,4.0
5896,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.04071715097078,121.99283171386283,,tomato,2,1.0,30.0,54.4013080023292,121.41951596833692,,tomato,2,1.0,30.0,,,4.0
5897,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.146403416994833,121.11950305566904,,tomato,2,1.0,30.0,53.522905803326765,122.30884693979206,,tomato,2,1.0,30.0,,,4.0
5898,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.252089683018884,120.24617439747526,,tomato,2,1.0,30.0,52.64450360432433,123.1981779112472,,tomato,2,1.0,30.0,,,4.0
5899,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.184034045276977,119.01886288054689,,tomato,2,1.0,30.0,51.76610140532189,124.08750888270234,,tomato,2,1.0,30.0,,,4.0
5900,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.168718286018095,117.76895671306099,,tomato,2,1.0,30.0,50.88769920631945,124.97683985415748,,tomato,2,1.0,30.0,,,4.0
5901,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.153402526759212,116.51905054557508,,tomato,2,1.0,30.0,50.009297007317016,125.86617082561261,,tomato,2,1.0,30.0,,,4.0
5902,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.13808676750033,115.26914437808918,,tomato,2,1.0,30.0,49.13089480831458,126.75550179706775,,tomato,2,1.0,30.0,,,4.0
5903,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.122771008241447,114.01923821060328,,tomato,2,1.0,30.0,48.25249260931214,127.64483276852289,,tomato,2,1.0,30.0,,,4.0
5904,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.107455248982593,112.76933204311737,,tomato,2,1.0,30.0,47.374090410309705,128.53416373997803,,tomato,2,1.0,30.0,,,4.0
5905,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.09213948972388,111.51942587563147,,tomato,2,1.0,30.0,46.49568821130727,129.42349471143316,,tomato,2,1.0,30.0,,,4.0
5906,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.076823730465172,110.26951970814557,,tomato,2,1.0,30.0,45.61728601230483,130.3128256828883,,tomato,2,1.0,30.0,,,4.0
5907,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.061507971206463,109.01961354065966,,tomato,2,1.0,30.0,44.738883813302394,131.20215665434344,,tomato,2,1.0,30.0,,,4.0
5908,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.04619221194775,107.76970737317376,,tomato,2,1.0,30.0,43.86048161429996,132.09148762579858,,tomato,2,1.0,30.0,,,4.0
5909,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.030876452689043,106.51980120568786,,tomato,2,1.0,30.0,42.98207941529752,132.98081859725372,,tomato,2,1.0,30.0,,,4.0
5910,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.015560693430334,105.26989503820195,,tomato,2,1.0,30.0,42.10367721629508,133.87014956870885,,tomato,2,1.0,30.0,,,4.0
5911,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.002363323845177,104.0199757360684,,tomato,2,1.0,30.0,41.225275017292006,134.75948054016354,,tomato,2,1.0,30.0,,,4.0
5912,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.002178919397554,102.76997574967075,,tomato,2,1.0,30.0,40.34687281828886,135.64881151161748,,tomato,2,1.0,30.0,,,4.0
5913,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00199451494993,101.5199757632731,,tomato,2,1.0,30.0,39.45542316060772,135.092761586761,,tomato,2,1.0,30.0,,,4.0
5914,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001810110502337,100.26997577687544,,tomato,2,1.0,30.0,38.56110942663146,134.21943292856807,,tomato,2,1.0,30.0,,,4.0
5915,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00162570605489,99.01997579047779,,tomato,2,1.0,30.0,37.66679569265587,133.34610427037515,,tomato,2,1.0,30.0,,,4.0
5916,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001441301607446,97.76997580408013,,tomato,2,1.0,30.0,36.772481958680274,132.47277561218223,,tomato,2,1.0,30.0,,,4.0
5917,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00125689716,96.51997581768248,,tomato,2,1.0,30.0,35.87816822470468,131.59944695398931,,tomato,2,1.0,30.0,,,4.0
5918,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.001072492712556,95.26997583128482,,tomato,2,1.0,30.0,34.98385449072909,130.7261182957964,,tomato,2,1.0,30.0,,,4.0
5919,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00088808826511,94.01997584488717,,tomato,2,1.0,30.0,34.08954075675349,129.85278963760348,,tomato,2,1.0,30.0,,,4.0
5920,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000703683817665,92.76997585848952,,tomato,2,1.0,30.0,33.1952270227779,128.97946097941056,,tomato,2,1.0,30.0,,,4.0
5921,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00051927937022,91.51997587209186,,tomato,2,1.0,30.0,32.300913288802306,128.10613232121764,,tomato,2,1.0,30.0,,,4.0
5922,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000334874922775,90.26997588569421,,tomato,2,1.0,30.0,31.406599554826474,127.23280366302473,,tomato,2,1.0,30.0,,,4.0
5923,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.00015047047533,89.01997589929655,,tomato,2,1.0,30.0,30.512285820850526,126.35947500483175,,tomato,2,1.0,30.0,,,4.0
5924,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000028008706856,87.76997590827497,,tomato,2,1.0,30.0,29.617972086874577,125.48614634663798,,tomato,2,1.0,30.0,,,4.0
5925,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000025788609328,86.51997590827753,,tomato,2,1.0,30.0,28.723658352898628,124.61281768844418,,tomato,2,1.0,30.0,,,4.0
5926,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0000235685118,85.26997590828009,,tomato,2,1.0,30.0,27.82934461892268,123.7394890302504,,tomato,2,1.0,30.0,,,4.0
5927,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000021348414272,84.01997590828265,,tomato,2,1.0,30.0,26.93503088494673,122.86616037205661,,tomato,2,1.0,30.0,,,4.0
5928,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000019128316744,82.7699759082852,,tomato,2,1.0,30.0,26.04071715097078,121.99283171386283,,tomato,2,1.0,30.0,,,4.0
5929,test,False,0,1,None_cut,4.0,3,0,2,None_cut,4.0,3,1,0,,0,0,2,2,tomato,2,3,,2,4,plate,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.000016908219216,81.51997590828776,,tomato,2,1.0,30.0,25.146403416994833,121.11950305566904,,tomato,2,1.0,30.0,,,4.0
