tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,82df5b733d0e2f42_score,player_773028b2_x,player_773028b2_y,player_773028b2_move_target,player_773028b2_item,player_773028b2_score,player_773028b2_cut_speed,player_773028b2_speed,player_1cdcfb22_x,player_1cdcfb22_y,player_1cdcfb22_move_target,player_1cdcfb22_item,player_1cdcfb22_score,player_1cdcfb22_cut_speed,player_1cdcfb22_speed,34aee3e34a32e786_score,9368ab665242fa67_message,e2f4a10a8c6e6449_score
6740,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.04727452398058,39.98731570136888,,tomato,2,1.0,30.0,96.80266304001753,24.00106204362931,,,3,1.0,30.0,,,5.0
6741,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.91274496185617,39.71652727089023,,tomato,2,1.0,30.0,98.05266302640808,24.000877592834584,,,3,1.0,30.0,,,5.0
6742,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.023395273910275,38.8381440216476,,tomato,2,1.0,30.0,99.30266301279863,24.000693142039857,,,3,1.0,30.0,,,5.0
6743,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.13404558596438,37.95976077240497,,tomato,2,1.0,30.0,100.55266299918918,24.00050869124513,,,3,1.0,30.0,,,5.0
6744,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.244695898018485,37.08137752316234,,tomato,2,1.0,30.0,101.80266298557973,24.000324240450404,,,3,1.0,30.0,,,5.0
6745,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.35534621007259,36.20299427391971,,tomato,2,1.0,30.0,103.05266297197028,24.000139789655677,,,3,1.0,30.0,,,5.0
6746,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.46599652212641,35.324611024677075,,tomato,2,1.0,30.0,104.30266296380358,24.00002822029098,,,3,1.0,30.0,,,5.0
6747,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.57664683418008,34.446227775434444,,tomato,2,1.0,30.0,105.55266296380103,24.000025973071324,,,3,1.0,30.0,,,5.0
6748,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.68729714623376,33.56784452619181,,tomato,2,1.0,30.0,106.80266296379847,24.00002372585167,,,3,1.0,30.0,,,5.0
6749,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.797947458287425,32.68946127694918,,tomato,2,1.0,30.0,108.05266296379591,24.000021478632014,,,3,1.0,30.0,,,5.0
6750,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.9085977703411,31.81107802770655,,tomato,2,1.0,30.0,109.30266296379335,24.00001923141236,,,3,1.0,30.0,,,5.0
6751,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.01924808239477,30.93269477846392,,tomato,2,1.0,30.0,110.5526629637908,24.000016984192705,,,3,1.0,30.0,,,5.0
6752,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.12989839444844,30.054311529221287,,tomato,2,1.0,30.0,111.80266296378824,24.00001473697305,,,3,1.0,30.0,,,5.0
6753,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.24054870650211,29.175928279978656,,tomato,2,1.0,30.0,113.05266296378568,24.000012489753395,,,3,1.0,30.0,,,5.0
6754,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.35119901855579,28.297545030736025,,tomato,2,1.0,30.0,114.30266296378312,24.00001024253374,,,3,1.0,30.0,,,5.0
6755,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.46184933060945,27.419161781493393,,tomato,2,1.0,30.0,115.55266296378056,24.000007995314085,,,3,1.0,30.0,,,5.0
6756,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.57249964266313,26.540778532250762,,tomato,2,1.0,30.0,116.802662963778,24.000005748094452,,,3,1.0,30.0,,,5.0
6757,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.6831499547168,25.66239528300813,,tomato,2,1.0,30.0,118.05266296377545,24.000003500874975,,,3,1.0,30.0,,,5.0
6758,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.79380026677047,24.7840120337655,,tomato,2,1.0,30.0,119.30266296377289,24.000001253655498,,,3,1.0,30.0,,,5.0
6759,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.78546601582427,24.190517096539118,,tomato,2,1.0,30.0,120.55266296377204,24.000000338340527,,,3,1.0,30.0,,,5.0
6760,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.535557046060134,24.175431762497098,,tomato,2,1.0,30.0,121.80266296377232,24.000000310961894,,,3,1.0,30.0,,,5.0
6761,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.285648076296,24.160346428455078,,tomato,2,1.0,30.0,123.0526629637726,24.00000028358326,,,3,1.0,30.0,,,5.0
6762,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.035739106531864,24.14526109441306,,tomato,2,1.0,30.0,124.30266296377289,24.00000025620463,,,3,1.0,30.0,,,5.0
6763,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.78583013676773,24.13017576037104,,tomato,2,1.0,30.0,125.55266296377317,24.000000228825996,,,3,1.0,30.0,,,5.0
6764,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.53592116700359,24.11509042632902,,tomato,2,1.0,30.0,126.80266296377346,24.000000201447364,,,3,1.0,30.0,,,5.0
6765,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.28601219723946,24.100005092287,,tomato,2,1.0,30.0,128.05266296377368,24.00000017406873,,,3,1.0,30.0,,,5.0
6766,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.036103227475323,24.08491975824498,,tomato,2,1.0,30.0,129.30266296377255,24.000000146690194,,,3,1.0,30.0,,,5.0
6767,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.786194257711188,24.06983442420296,,tomato,2,1.0,30.0,130.5526629637714,24.00000011931174,,,3,1.0,30.0,,,5.0
6768,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.536285287947052,24.05474909016094,,tomato,2,1.0,30.0,131.80266296377027,24.000000091933284,,,3,1.0,30.0,,,5.0
6769,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.286376318182917,24.03966375611892,,tomato,2,1.0,30.0,133.05266296376914,24.00000006455483,,,3,1.0,30.0,,,5.0
6770,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.036467348418782,24.0245784220769,,tomato,2,1.0,30.0,134.302662963768,24.000000037176374,,,3,1.0,30.0,,,5.0
6771,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.786558378654647,24.00949308803488,,tomato,2,1.0,30.0,135.55266296376686,24.00000000979792,,,3,1.0,30.0,,,5.0
6772,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato,2,1.0,30.0,136.0,24.0,,,3,1.0,30.0,,,5.0
6773,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.0,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6774,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.041666666666666664,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6775,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.08333333333333333,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6776,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.125,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6777,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.16666666666666666,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6778,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.20833333333333331,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6779,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.24999999999999997,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6780,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.29166666666666663,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6781,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.3333333333333333,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6782,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.375,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6783,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.4166666666666667,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6784,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.45833333333333337,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6785,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.5,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6786,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.5416666666666666,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6787,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.5833333333333333,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6788,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.6249999999999999,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,5.0
6789,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.6666666666666665,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,134.75000000000114,24.0,,plate,3,1.0,30.0,,,5.0
6790,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,133.50000000000227,24.0,,plate,3,1.0,30.0,,,5.0
6791,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.7499999999999998,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,132.2500000000034,24.0,,plate,3,1.0,30.0,,,5.0
6792,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.7916666666666664,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,131.00000000000455,24.0,,plate,3,1.0,30.0,,,5.0
6793,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.833333333333333,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,129.75000000000568,24.0,,plate,3,1.0,30.0,,,5.0
6794,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.8749999999999997,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,128.50000000000682,24.0,,plate,3,1.0,30.0,,,5.0
6795,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.9166666666666663,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,127.2500000000071,24.0,,plate,3,1.0,30.0,,,5.0
6796,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.9583333333333329,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,126.00000000000682,24.0,,plate,3,1.0,30.0,,,5.0
6797,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,0.9999999999999996,0,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,124.75000000000654,24.0,,plate,3,1.0,30.0,,,5.0
6798,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,123.50000000000625,24.0,,plate,3,1.0,30.0,,,5.0
6799,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.083333333333333,1,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,122.25000000000597,24.0,,plate,3,1.0,30.0,,,5.0
6800,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato_cut,4.0,3,1,0,tomato,1.1249999999999998,1,2,2,plate,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,2,1.0,30.0,121.00000000000568,24.0,,plate,3,1.0,30.0,,,5.0
