tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,fe18460a9a210c1a_score,player_66f4aa0d_x,player_66f4aa0d_y,player_66f4aa0d_move_target,player_66f4aa0d_item,player_66f4aa0d_score,player_66f4aa0d_cut_speed,player_66f4aa0d_speed,player_cd24f9e3_x,player_cd24f9e3_y,player_cd24f9e3_move_target,player_cd24f9e3_item,player_cd24f9e3_score,player_cd24f9e3_cut_speed,player_cd24f9e3_speed,5ca924147e1d26a5_score,598a45dc75d4fd1a_message,3625d2e4b69eaae5_score
6955,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.7674831230307,32.944187355151975,,tomato_salad,4,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,8.0
6956,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.66222919480421,33.81707306762852,,tomato_salad,4,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,8.0
6957,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.55697526657772,34.689958780105044,,tomato_salad,4,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,8.0
6958,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.45172133835123,35.56284449258088,,tomato_salad,4,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,8.0
6959,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.34646741012475,36.435730205056714,,tomato_salad,4,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,8.0
6960,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,tomato_salad,4,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,8.0
6961,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6962,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6963,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6964,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6965,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6966,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6967,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6968,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6969,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6970,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6971,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6972,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6973,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6974,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6975,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6976,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6977,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6978,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6979,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6980,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,40.0,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6981,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.11611652351695,39.11611652351695,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6982,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.2322330470339,38.2322330470339,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6983,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.34834957055085,37.34834957055085,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6984,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.4644660940678,36.4644660940678,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6985,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.58058261758475,35.58058261758475,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6986,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.6966991411017,34.6966991411017,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6987,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.81281566461865,33.812815664618654,,,5,1.0,30.0,104.0,24.0,,tomato,4,1.0,30.0,,,9.0
6988,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.9289321881356,32.928932188135605,,,5,1.0,30.0,102.74999999999972,24.0,,tomato,4,1.0,30.0,,,9.0
6989,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.04504871165256,32.045048711652555,,,5,1.0,30.0,101.49999999999943,24.0,,tomato,4,1.0,30.0,,,9.0
6990,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.1611652351695,31.161165235169506,,,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
6991,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.27728175868646,30.277281758686456,,,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
6992,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.3933982822034,29.393398282203407,,,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
6993,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.50951480572036,28.509514805720357,,,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
6994,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.62563132923731,27.625631329237308,,,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
6995,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.74174785275426,26.74174785275426,,,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
6996,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.85786437627121,25.85786437627121,,,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
6997,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.97398089978816,24.97398089978816,,,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
6998,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
6999,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7000,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7001,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7002,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7003,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7004,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7005,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7006,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7007,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7008,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7009,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7010,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7011,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7012,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7013,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7014,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7015,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7016,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
7017,test,True,0,1,None_cut,3.749999999999995,3,0,2,None_cut,3.833333333333328,3,1,0,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,5,1.0,30.0,100.24999999999915,24.0,,tomato,4,1.0,30.0,,,9.0
