tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7269fa437d1e74b9_score,player_1fb44e25_x,player_1fb44e25_y,player_1fb44e25_move_target,player_1fb44e25_item,player_1fb44e25_score,player_1fb44e25_cut_speed,player_1fb44e25_speed,player_f6d518fb_x,player_f6d518fb_y,player_f6d518fb_move_target,player_f6d518fb_item,player_f6d518fb_score,player_f6d518fb_cut_speed,player_f6d518fb_speed
3804,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,65.2497548210838,78.74821663517653,,tomato_salad,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,7,0.2,30.0
3805,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,65.60336133955423,78.39471638044472,,tomato_salad,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,7,0.2,30.0
3806,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,65.95696785802465,78.04121612571292,,tomato_salad,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,7,0.2,30.0
3807,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,66.31057437649508,77.68771587098112,,tomato_salad,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,7,0.2,30.0
3808,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,66.66418089496551,77.33421561624932,,tomato_salad,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,7,0.2,30.0
3809,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,67.01778741343594,76.98071536151751,,tomato_salad,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,7,0.2,30.0
3810,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,67.37139393190637,76.62721510678571,,tomato_salad,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,7,0.2,30.0
3811,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,67.7250004503768,76.27371485205391,,tomato_salad,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,7,0.2,30.0
3812,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,68.07860696884723,75.9202145973221,,tomato_salad,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,7,0.2,30.0
3813,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,68.43221348731765,75.5667143425903,,tomato_salad,0,1.0,12.0,88.04617444130974,39.80565318468376,,plate,7,0.2,30.0
3814,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,68.78582000578808,75.2132140878585,,tomato_salad,0,1.0,12.0,86.79626611486532,39.820791727740755,,plate,7,0.2,30.0
3815,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,69.13942652425851,74.8597138331267,,tomato_salad,0,1.0,12.0,85.54635778842089,39.835930270797746,,plate,7,0.2,30.0
3816,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,69.49303304272894,74.50621357839489,,tomato_salad,0,1.0,12.0,84.29644946197647,39.85106881385474,,plate,7,0.2,30.0
3817,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,69.84663956119937,74.1527133236631,,tomato_salad,0,1.0,12.0,83.04654113553204,39.86620735691173,,plate,7,0.2,30.0
3818,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,70.2002460796698,73.7992130689313,,tomato_salad,0,1.0,12.0,81.79663280908761,39.88134589996872,,plate,7,0.2,30.0
3819,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,70.55385259814022,73.44571281419948,,tomato_salad,0,1.0,12.0,80.54672448264319,39.89648444302571,,plate,7,0.2,30.0
3820,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,70.90745911661065,73.09221255946768,,tomato_salad,0,1.0,12.0,79.29681615619876,39.911622986082705,,plate,7,0.2,30.0
3821,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,71.26106563508108,72.73871230473588,,tomato_salad,0,1.0,12.0,78.04690782975433,39.9267615291397,,plate,7,0.2,30.0
3822,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,71.61467215355151,72.38521205000409,,tomato_salad,0,1.0,12.0,76.7969995033099,39.94190007219687,,plate,7,0.2,30.0
3823,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,71.96825400699764,72.03168712649607,,tomato_salad,0,1.0,12.0,75.54709117686548,39.95703861525422,,plate,7,0.2,30.0
3824,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.32180804669296,71.67813438500637,,tomato_salad,0,1.0,12.0,74.29718285042105,39.972177158311574,,plate,7,0.2,30.0
3825,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,72.67536208638829,71.32458164351668,,tomato_salad,0,1.0,12.0,73.04727452397663,39.98731570136893,,plate,7,0.2,30.0
3826,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,73.02891612608362,70.97102890202699,,tomato_salad,0,1.0,12.0,71.91278695016098,40.27873505658064,,plate,7,0.2,30.0
3827,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,73.38247016577894,70.6174761605373,,tomato_salad,0,1.0,12.0,71.02356847568149,41.15725113762039,,plate,7,0.2,30.0
3828,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,73.73602420547427,70.2639234190476,,tomato_salad,0,1.0,12.0,70.134350001202,42.03576721866014,,plate,7,0.2,30.0
3829,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,74.08957824516959,69.9103706775579,,tomato_salad,0,1.0,12.0,69.2451315267225,42.91428329969989,,plate,7,0.2,30.0
3830,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,74.44313228486492,69.55681793606821,,tomato_salad,0,1.0,12.0,68.35591305224301,43.79279938073964,,plate,7,0.2,30.0
3831,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,74.79668632456024,69.20326519457852,,tomato_salad,0,1.0,12.0,67.46669457776352,44.671315461779386,,plate,7,0.2,30.0
3832,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,75.15024036425557,68.84971245308883,,tomato_salad,0,1.0,12.0,66.57747610328403,45.549831542819135,,plate,7,0.2,30.0
3833,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,75.50379440395089,68.49615971159913,,tomato_salad,0,1.0,12.0,65.68825762880454,46.42834762385888,,plate,7,0.2,30.0
3834,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,75.85734844364622,68.14260697010944,,tomato_salad,0,1.0,12.0,64.79903915432504,47.30686370489863,,plate,7,0.2,30.0
3835,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,76.21090248334154,67.78905422861975,,tomato_salad,0,1.0,12.0,63.90982067984555,48.18537978593838,,plate,7,0.2,30.0
3836,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,76.56445652303687,67.43550148713005,,tomato_salad,0,1.0,12.0,63.02060220536606,49.06389586697813,,plate,7,0.2,30.0
3837,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,76.91801056273219,67.08194874564036,,tomato_salad,0,1.0,12.0,62.13138373088657,49.94241194801788,,plate,7,0.2,30.0
3838,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,77.27156460242752,66.72839600415008,,tomato_salad,0,1.0,12.0,61.24216525640708,50.82092802905757,,plate,7,0.2,30.0
3839,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,77.62511864212284,66.37484326265931,,tomato_salad,0,1.0,12.0,60.352946781927585,51.69944411009722,,plate,7,0.2,30.0
3840,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,77.97867268181817,66.02129052116854,,tomato_salad,0,1.0,12.0,59.46372830744809,52.57796019113686,,plate,7,0.2,30.0
3841,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,78.33222672151349,65.66773777967775,,tomato_salad,0,1.0,12.0,58.5745098329686,53.4564762721765,,plate,7,0.2,30.0
3842,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,78.68578076120882,65.31418503818698,,tomato_salad,0,1.0,12.0,57.68529135848911,54.334992353216144,,plate,7,0.2,30.0
3843,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,79.03933480090414,64.9606322966962,,tomato_salad,0,1.0,12.0,56.79607288400962,55.213508434255786,,plate,7,0.2,30.0
3844,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,79.39288884059947,64.60707955520542,,tomato_salad,0,1.0,12.0,56.0,56.0,,plate,7,0.2,30.0
3845,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,79.7464428802948,64.25352681371464,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3846,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,80.09999691999012,63.899974072223976,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3847,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,80.45355095968544,63.54642133073357,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3848,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,80.80710499938077,63.19286858924317,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3849,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,81.1606590390761,62.839315847752765,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3850,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,81.51421307877142,62.48576310626236,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3851,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,81.86776711846674,62.13221036477196,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3852,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,82.22132115816207,61.77865762328155,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3853,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,82.5748751978574,61.42510488179115,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3854,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,82.92842923755272,61.071552140300746,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3855,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,83.28198327724805,60.71799939881034,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3856,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,83.63553731694337,60.36444665731994,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3857,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,83.9890913566387,60.010893915829534,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3858,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,84.34264539633402,59.65734117433913,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3859,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,84.69619943602935,59.30378843284873,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3860,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,85.04975347572467,58.95023569135832,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3861,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,85.40330751541924,58.59668294986792,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3862,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,85.75686155511352,58.243130208377515,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3863,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,86.1104155948078,57.88957746688711,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3864,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,86.46396963450208,57.53602472539671,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3865,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,86.81752367419635,57.182471983906304,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3866,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,87.17107771389063,56.8289192424159,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3867,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,87.52463175358491,56.475366500925496,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3868,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,tomato_salad,0,1.0,12.0,56.0,56.0,,,7,0.2,30.0
3869,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,54.749999999999716,,,7,0.2,30.0
3870,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,53.49999999999943,,,7,0.2,30.0
3871,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,52.24999999999915,,,7,0.2,30.0
3872,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,50.99999999999886,,,7,0.2,30.0
3873,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,49.74999999999858,,,7,0.2,30.0
3874,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,48.499999999998295,,,7,0.2,30.0
3875,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,47.24999999999801,,,7,0.2,30.0
3876,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,45.999999999997726,,,7,0.2,30.0
3877,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,44.74999999999744,,,7,0.2,30.0
3878,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,43.49999999999716,,,7,0.2,30.0
3879,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,42.249999999996874,,,7,0.2,30.0
3880,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,8,88.0,56.0,,,1,1.0,12.0,56.0,40.99999999999659,,,7,0.2,30.0
