tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d7f84187029c0995_score,player_4399b014_x,player_4399b014_y,player_4399b014_move_target,player_4399b014_item,player_4399b014_score,player_4399b014_cut_speed,player_4399b014_speed,player_f616568c_x,player_f616568c_y,player_f616568c_move_target,player_f616568c_item,player_f616568c_score,player_f616568c_cut_speed,player_f616568c_speed
1324,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.10050506338985,33.899494936610154,,plate,1,1.0,12.0,99.58058261758475,28.419417382415247,,plate,0,0.2,30.0
1325,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.74695167279663,34.25304832720337,,plate,1,1.0,12.0,98.6966991411017,29.303300858898297,,plate,0,0.2,30.0
1326,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.3933982822034,34.60660171779659,,plate,1,1.0,12.0,97.81281566461865,30.187184335381346,,plate,0,0.2,30.0
1327,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.03984489161019,34.96015510838981,,plate,1,1.0,12.0,96.9289321881356,31.071067811864395,,plate,0,0.2,30.0
1328,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.68629150101697,35.31370849898303,,plate,1,1.0,12.0,96.04504871165256,31.954951288347445,,plate,0,0.2,30.0
1329,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.33273811042375,35.66726188957625,,plate,1,1.0,12.0,95.1611652351695,32.838834764830494,,plate,0,0.2,30.0
1330,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.97918471983053,36.02081528016947,,plate,1,1.0,12.0,94.27728175868646,33.722718241313544,,plate,0,0.2,30.0
1331,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.62563132923731,36.37436867076269,,plate,1,1.0,12.0,93.3933982822034,34.60660171779659,,plate,0,0.2,30.0
1332,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.27207793864409,36.72792206135591,,plate,1,1.0,12.0,92.50951480572036,35.49048519427964,,plate,0,0.2,30.0
1333,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.91852454805087,37.08147545194913,,plate,1,1.0,12.0,91.62563132923731,36.37436867076269,,plate,0,0.2,30.0
1334,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.56497115745765,37.43502884254235,,plate,1,1.0,12.0,90.74174785275426,37.25825214724574,,plate,0,0.2,30.0
1335,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.21141776686443,37.78858223313557,,plate,1,1.0,12.0,89.85786437627121,38.14213562372879,,plate,0,0.2,30.0
1336,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.85786437627121,38.14213562372879,,plate,1,1.0,12.0,88.97398089978816,39.02601910021184,,plate,0,0.2,30.0
1337,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.50431098567799,38.49568901432201,,plate,1,1.0,12.0,88.09009742330511,39.90990257669489,,plate,0,0.2,30.0
1338,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.15075759508477,38.84924240491523,,plate,1,1.0,12.0,87.20621394682206,40.79378605317794,,plate,0,0.2,30.0
1339,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.79720420449155,39.20279579550845,,plate,1,1.0,12.0,86.32233047033901,41.67766952966099,,plate,0,0.2,30.0
1340,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.44365081389833,39.55634918610167,,plate,1,1.0,12.0,85.43844699385596,42.56155300614404,,plate,0,0.2,30.0
1341,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.04471075017727,39.80221161601552,,plate,1,1.0,12.0,84.55456351737291,43.44543648262709,,plate,0,0.2,30.0
1342,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.54474873659103,39.808374810868834,,plate,1,1.0,12.0,83.67068004088986,44.32931995911014,,plate,0,0.2,30.0
1343,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.04478672300479,39.81453800572215,,plate,1,1.0,12.0,82.78679656440681,45.213203435593186,,plate,0,0.2,30.0
1344,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.54482470941855,39.82070120057546,,plate,1,1.0,12.0,81.90291308792376,46.097086912076236,,plate,0,0.2,30.0
1345,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.04486269583231,39.82686439542878,,plate,1,1.0,12.0,81.01902961144071,46.980970388559285,,plate,0,0.2,30.0
1346,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.54490068224607,39.83302759028209,,plate,1,1.0,12.0,80.13514613495767,47.864853865042335,,plate,0,0.2,30.0
1347,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.04493866865982,39.83919078513541,,plate,1,1.0,12.0,79.25126265847462,48.748737341525384,,plate,0,0.2,30.0
1348,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.54497665507358,39.84535397998872,,plate,1,1.0,12.0,78.36737918199157,49.632620818008434,,plate,0,0.2,30.0
1349,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.04501464148734,39.85151717484204,,plate,1,1.0,12.0,77.48349570550852,50.51650429449148,,plate,0,0.2,30.0
1350,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.5450526279011,39.85768036969535,,plate,1,1.0,12.0,76.59961222902547,51.40038777097453,,plate,0,0.2,30.0
1351,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.04509061431486,39.86384356454867,,plate,1,1.0,12.0,75.71572875254242,52.28427124745758,,plate,0,0.2,30.0
1352,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.54512860072862,39.87000675940198,,plate,1,1.0,12.0,74.83184527605937,53.16815472394063,,plate,0,0.2,30.0
1353,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.04516658714238,39.876169954255296,,plate,1,1.0,12.0,73.94796179957632,54.05203820042368,,plate,0,0.2,30.0
1354,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.54520457355613,39.88233314910861,,plate,1,1.0,12.0,73.06407832309327,54.93592167690673,,plate,0,0.2,30.0
1355,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.04524255996989,39.888496343961926,,plate,1,1.0,12.0,72.18019484661022,55.81980515338978,,plate,0,0.2,30.0
1356,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.54528054638365,39.89465953881524,,plate,1,1.0,12.0,71.29631137012717,56.70368862987283,,plate,0,0.2,30.0
1357,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.04531853279741,39.900822733668555,,plate,1,1.0,12.0,70.41242789364412,57.58757210635588,,plate,0,0.2,30.0
1358,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.54535651921117,39.90698592852187,,plate,1,1.0,12.0,69.52854441716107,58.47145558283893,,plate,0,0.2,30.0
1359,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.04539450562493,39.913149123375185,,plate,1,1.0,12.0,68.64466094067802,59.35533905932198,,plate,0,0.2,30.0
1360,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.54543249203869,39.91931231822871,,plate,1,1.0,12.0,67.76077746419497,60.23922253580503,,plate,0,0.2,30.0
1361,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.04547047845244,39.92547551308238,,plate,1,1.0,12.0,66.87689398771192,61.123106012288076,,plate,0,0.2,30.0
1362,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.5455084648662,39.93163870793605,,plate,1,1.0,12.0,65.99301051122887,62.006989488771126,,plate,0,0.2,30.0
1363,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.04554645127996,39.93780190278972,,plate,1,1.0,12.0,65.10912703474582,62.890872965254175,,plate,0,0.2,30.0
1364,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.54558443769372,39.94396509764339,,plate,1,1.0,12.0,64.22524355826278,63.774756441737225,,plate,0,0.2,30.0
1365,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.04562242410748,39.95012829249706,,plate,1,1.0,12.0,63.341360081779726,64.65863991822027,,plate,0,0.2,30.0
1366,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.54566041052124,39.95629148735073,,plate,1,1.0,12.0,62.45747660529668,65.54252339470332,,plate,0,0.2,30.0
1367,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.045698396935,39.9624546822044,,plate,1,1.0,12.0,61.57359312881363,66.42640687118637,,plate,0,0.2,30.0
1368,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.54573638334875,39.96861787705807,,plate,1,1.0,12.0,60.68970965233058,67.31029034766942,,plate,0,0.2,30.0
1369,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.04577436976251,39.97478107191174,,plate,1,1.0,12.0,59.80582617584753,68.19417382415247,,plate,0,0.2,30.0
1370,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.54581235617627,39.98094426676541,,plate,1,1.0,12.0,58.92194269936448,69.07805730063552,,plate,0,0.2,30.0
1371,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.04585034259003,39.98710746161908,,plate,1,1.0,12.0,58.03805922288143,69.96194077711857,,plate,0,0.2,30.0
1372,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.54588832900379,39.99327065647275,,plate,1,1.0,12.0,57.15417574639838,70.84582425360162,,plate,0,0.2,30.0
1373,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.08921341235464,40.10301158955734,,plate,1,1.0,12.0,56.27029226991533,71.72970773008467,,plate,0,0.2,30.0
1374,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.73354172189204,40.4544339118474,,plate,1,1.0,12.0,56.0,72.0,,plate,0,0.2,30.0
1375,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.3778700314304,40.805856234137465,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1376,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.02219834096886,41.15727855642753,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1377,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.66652665050732,41.50870087871759,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1378,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.31085496004577,41.86012320100765,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1379,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.95518326958423,42.211545523297715,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1380,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.59951157912269,42.56296784558778,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1381,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.24383988866114,42.91439016787784,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1382,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.88816819819961,43.2658124901679,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1383,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.53249650773806,43.617234812457966,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1384,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.17682481727653,43.96865713474803,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1385,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.82115312681498,44.32007945703809,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1386,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.46548143635344,44.67150177932815,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1387,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.1098097458919,45.022924101618216,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1388,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.75413805543036,45.37434642390828,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1389,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.39846636496881,45.72576874619834,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1390,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.04279467450726,46.0771910684884,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1391,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.68712298404573,46.428613390778466,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1392,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.33145129358418,46.78003571306853,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1393,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.97577960312265,47.13145803535859,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1394,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.6201079126611,47.482880357648654,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
1395,0,1,,0,2,None_cut,3.0416666666666643,3,0,3,tomato_cut,3.216666666666658,3,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.26443622219956,47.834302679938716,,plate,1,1.0,12.0,56.0,72.0,,,0,0.2,30.0
