tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e8d01824caabd6f4_score,player_05902f17_x,player_05902f17_y,player_05902f17_move_target,player_05902f17_item,player_05902f17_score,player_05902f17_cut_speed,player_05902f17_speed,player_e1848c98_x,player_e1848c98_y,player_e1848c98_move_target,player_e1848c98_item,player_e1848c98_score,player_e1848c98_cut_speed,player_e1848c98_speed
3480,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.750000000000002,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,84.81631040900518,52.81631040900422,,tomato_salad,6,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3481,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.7708333333333357,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,85.25825214724658,53.25825214724574,,tomato_salad,6,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3482,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.791666666666669,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,85.70019388548798,53.700193885487266,,tomato_salad,6,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3483,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.8125000000000027,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,86.14213562372936,54.14213562372879,,tomato_salad,6,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3484,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.833333333333336,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,86.58407736197076,54.584077361970316,,tomato_salad,6,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3485,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.8541666666666696,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,87.02601910021214,55.02601910021184,,tomato_salad,6,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3486,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.875000000000003,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,87.46796083845354,55.467960838453365,,tomato_salad,6,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3487,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.8958333333333366,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,88.0,56.0,,tomato_salad,6,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3488,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.91666666666667,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3489,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.9375000000000036,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3490,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.958333333333337,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3491,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.9791666666666705,2,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3492,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.000000000000004,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3493,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.0208333333333375,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3494,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.041666666666671,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3495,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.0625000000000044,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3496,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.083333333333338,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3497,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.1041666666666714,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3498,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.125000000000005,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3499,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.1458333333333384,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3500,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.166666666666672,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3501,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.1875000000000053,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,56.0,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3502,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,55.37499999999986,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3503,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.2291666666666723,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,54.749999999999716,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3504,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.2500000000000058,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,54.124999999999574,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3505,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.2708333333333393,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,53.49999999999943,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3506,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.2916666666666727,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,52.87499999999929,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3507,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.312500000000006,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,52.24999999999915,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3508,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.3333333333333397,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,51.624999999999005,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3509,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.354166666666673,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,50.99999999999886,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3510,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.3750000000000067,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,50.37499999999872,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3511,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.39583333333334,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,49.74999999999858,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3512,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.4166666666666736,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,49.12499999999844,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3513,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.437500000000007,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,48.499999999998295,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3514,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.4583333333333406,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,47.87499999999815,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3515,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.479166666666674,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,47.24999999999801,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3516,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.5000000000000075,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,46.62499999999787,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3517,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.520833333333341,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,45.999999999997726,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3518,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.5416666666666745,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,45.374999999997584,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3519,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.562500000000008,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,44.74999999999744,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3520,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.5833333333333415,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,44.1249999999973,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3521,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.604166666666675,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,43.49999999999716,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3522,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.6250000000000084,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,42.874999999997016,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3523,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.645833333333342,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,42.249999999996874,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3524,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.6666666666666754,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,41.62499999999673,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3525,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.687500000000009,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,40.99999999999659,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3526,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.7083333333333424,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.0,40.37499999999645,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3527,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.729166666666676,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.31621556657728,39.879831738836856,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3528,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.7500000000000093,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,88.75540385349018,39.43515359833748,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3529,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.770833333333343,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,89.19459214040307,38.9904754578381,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3530,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.7916666666666763,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,89.63378042731597,38.545797317338724,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3531,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.8125000000000098,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,90.07296871422886,38.10111917683935,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3532,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.8333333333333433,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,90.51215700114176,37.65644103633997,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3533,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.8541666666666767,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,90.95134528805465,37.21176289584059,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3534,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.87500000000001,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,91.39053357496755,36.767084755341216,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3535,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.8958333333333437,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,91.82972186188044,36.32240661484184,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3536,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.916666666666677,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,92.26891014879334,35.87772847434246,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3537,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.9375000000000107,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,92.70809843570623,35.433050333843084,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3538,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.958333333333344,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,93.14728672261913,34.98837219334371,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3539,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.9791666666666776,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,93.58647500953202,34.54369405284433,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3540,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,94.02566329644492,34.09901591234495,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3541,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,94.46485158335781,33.654337771845576,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3542,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,94.90403987027071,33.2096596313462,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3543,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,95.3432281571836,32.76498149084682,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3544,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,95.7824164440965,32.320303350347444,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3545,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,96.22160473100939,31.875625209848067,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3546,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,96.66079301792229,31.43094706934869,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3547,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,97.09998130483518,30.986268928849313,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3548,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,97.53916959174808,30.541590788349936,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3549,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,97.97835787866097,30.09691264785056,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3550,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,98.41754616557387,29.65223450735118,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3551,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,98.85673445248676,29.207556366851804,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3552,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,99.29592273939966,28.762878226352427,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3553,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,99.73511102631255,28.31820008585305,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3554,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,100.17429931322545,27.873521945353673,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3555,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,100.61348760013834,27.428843804854296,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
3556,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,101.05267588705189,26.98416566435492,,,7,1.0,15.0,40.0,24.0,,,0,0.5,30.0
