tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,50a0e8a199a000d3_score,player_63f2058c_x,player_63f2058c_y,player_63f2058c_move_target,player_63f2058c_item,player_63f2058c_score,player_63f2058c_cut_speed,player_63f2058c_speed,player_2f4657b9_x,player_2f4657b9_y,player_2f4657b9_move_target,player_2f4657b9_item,player_2f4657b9_score,player_2f4657b9_cut_speed,player_2f4657b9_speed,b87dd91827dd50da_score,6757694697b33c4d_message,dd7e206c09f1aa5e_score
6777,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.18827143978616,56.13287773211651,,tomato,1,1.0,30.0,,,1.0
6778,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.17344060084949,57.382789747506266,,tomato,1,1.0,30.0,,,1.0
6779,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.158609761912814,58.63270176289602,,tomato,1,1.0,30.0,,,1.0
6780,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.143778922976146,59.88261377828577,,tomato,1,1.0,30.0,,,1.0
6781,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.12894808403947,61.132525793675526,,tomato,1,1.0,30.0,,,1.0
6782,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.114117245102804,62.38243780906528,,tomato,1,1.0,30.0,,,1.0
6783,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.09928640616613,63.632349824455034,,tomato,1,1.0,30.0,,,1.0
6784,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.084455567229455,64.88226183984528,,tomato,1,1.0,30.0,,,1.0
6785,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.06962472829277,66.13217385523575,,tomato,1,1.0,30.0,,,1.0
6786,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.0547938893561,67.38208587062621,,tomato,1,1.0,30.0,,,1.0
6787,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.039963050419416,68.63199788601668,,tomato,1,1.0,30.0,,,1.0
6788,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.025132211482735,69.88190990140714,,tomato,1,1.0,30.0,,,1.0
6789,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.01030137254606,71.1318219167976,,tomato,1,1.0,30.0,,,1.0
6790,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00221130808645,72.38177439934492,,tomato,1,1.0,30.0,,,1.0
6791,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00203432670898,73.6317743868155,,tomato,1,1.0,30.0,,,1.0
6792,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.001857345331516,74.88177437428607,,tomato,1,1.0,30.0,,,1.0
6793,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00168036395405,76.13177436175664,,tomato,1,1.0,30.0,,,1.0
6794,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00150338257659,77.38177434922721,,tomato,1,1.0,30.0,,,1.0
6795,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00132640119912,78.63177433669779,,tomato,1,1.0,30.0,,,1.0
6796,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00114941982166,79.88177432416836,,tomato,1,1.0,30.0,,,1.0
6797,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000972438444194,81.13177431163894,,tomato,1,1.0,30.0,,,1.0
6798,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00079545706673,82.38177429910951,,tomato,1,1.0,30.0,,,1.0
6799,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000618475689265,83.63177428658008,,tomato,1,1.0,30.0,,,1.0
6800,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.0004414943118,84.88177427405066,,tomato,1,1.0,30.0,,,1.0
6801,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000264512934336,86.13177426152123,,tomato,1,1.0,30.0,,,1.0
6802,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00008753155687,87.3817742489918,,tomato,1,1.0,30.0,,,1.0
6803,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00002596408003,88.63177424473105,,tomato,1,1.0,30.0,,,1.0
6804,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000023852248965,89.88177424472991,,tomato,1,1.0,30.0,,,1.0
6805,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.0000217404179,91.13177424472877,,tomato,1,1.0,30.0,,,1.0
6806,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000019628586834,92.38177424472764,,tomato,1,1.0,30.0,,,1.0
6807,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00001751675577,93.6317742447265,,tomato,1,1.0,30.0,,,1.0
6808,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000015404924525,94.88177424472536,,tomato,1,1.0,30.0,,,1.0
6809,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000013293093104,96.13177424472423,,tomato,1,1.0,30.0,,,1.0
6810,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000011181261684,97.38177424472309,,tomato,1,1.0,30.0,,,1.0
6811,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000906943026,98.63177424472195,,tomato,1,1.0,30.0,,,1.0
6812,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000695759884,99.88177424472082,,tomato,1,1.0,30.0,,,1.0
6813,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000484576742,101.13177424471968,,tomato,1,1.0,30.0,,,1.0
6814,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000002733936,102.38177424471854,,tomato,1,1.0,30.0,,,1.0
6815,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000062210458,103.6317742447174,,tomato,1,1.0,30.0,,,1.0
6816,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.0000003047767,104.88177424471749,,tomato,1,1.0,30.0,,,1.0
6817,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.0000002795773,106.13177424471777,,tomato,1,1.0,30.0,,,1.0
6818,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.0000002543779,107.38177424471806,,tomato,1,1.0,30.0,,,1.0
6819,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000000229178504,108.63177424471834,,tomato,1,1.0,30.0,,,1.0
6820,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000000203979106,109.88177424471863,,tomato,1,1.0,30.0,,,1.0
6821,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000017877971,111.13177424471891,,tomato,1,1.0,30.0,,,1.0
6822,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000015358031,112.3817742447192,,tomato,1,1.0,30.0,,,1.0
6823,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000012838091,113.63177424471948,,tomato,1,1.0,30.0,,,1.0
6824,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000010318151,114.88177424471976,,tomato,1,1.0,30.0,,,1.0
6825,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000000077982115,116.13177424472005,,tomato,1,1.0,30.0,,,1.0
6826,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000005278272,117.38177424472033,,tomato,1,1.0,30.0,,,1.0
6827,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00000002758316,118.63177424472062,,tomato,1,1.0,30.0,,,1.0
6828,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,55.94728625222713,119.86012459978119,,tomato,1,1.0,30.0,,,1.0
6829,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,55.068723724422725,120.74929718411957,,tomato,1,1.0,30.0,,,1.0
6830,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,54.19016119661832,121.6384697684572,,tomato,1,1.0,30.0,,,1.0
6831,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,53.311598668813915,122.52764235279476,,tomato,1,1.0,30.0,,,1.0
6832,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,52.43303614100951,123.41681493713232,,tomato,1,1.0,30.0,,,1.0
6833,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,51.554473613205104,124.30598752146987,,tomato,1,1.0,30.0,,,1.0
6834,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,50.6759110854007,125.19516010580742,,tomato,1,1.0,30.0,,,1.0
6835,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,49.797348557596294,126.08433269014498,,tomato,1,1.0,30.0,,,1.0
6836,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,48.91878602979189,126.97350527448253,,tomato,1,1.0,30.0,,,1.0
6837,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,48.040223501987484,127.86267785882009,,tomato,1,1.0,30.0,,,1.0
6838,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,47.16166097418308,128.75185044315714,,tomato,1,1.0,30.0,,,1.0
6839,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,46.28309844637867,129.6410230274941,,tomato,1,1.0,30.0,,,1.0
6840,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,45.40453591857427,130.53019561183106,,tomato,1,1.0,30.0,,,1.0
6841,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,44.52597339076986,131.41936819616802,,tomato,1,1.0,30.0,,,1.0
6842,test,True,0,1,,0,0,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,43.64741086296546,132.30854078050498,,tomato,1,1.0,30.0,,,1.0
