tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e92af1f6d38f4ee0_score,player_cf795cc2_x,player_cf795cc2_y,player_cf795cc2_move_target,player_cf795cc2_item,player_cf795cc2_score,player_cf795cc2_cut_speed,player_cf795cc2_speed,player_98c2daad_x,player_98c2daad_y,player_98c2daad_move_target,player_98c2daad_item,player_98c2daad_score,player_98c2daad_cut_speed,player_98c2daad_speed
3047,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,40.0,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3048,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,40.500000000000256,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3049,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,41.00000000000051,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3050,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,41.50000000000077,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3051,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,42.00000000000102,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3052,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,42.50000000000128,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3053,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,43.000000000001535,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3054,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,43.50000000000179,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3055,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,44.000000000002046,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3056,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,44.5000000000023,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3057,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,45.00000000000256,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3058,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,45.500000000002814,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3059,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,46.00000000000307,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3060,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,46.500000000003325,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3061,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,47.00000000000358,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3062,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,47.50000000000384,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3063,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,48.00000000000409,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3064,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,48.50000000000435,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3065,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,49.000000000004604,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3066,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,49.50000000000486,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3067,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,50.000000000005116,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3068,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,50.50000000000537,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3069,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,51.00000000000563,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3070,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,51.50000000000588,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3071,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,52.00000000000614,,tomato,2,1.0,12.0,88.0,24.0,,tomato,5,0.2,30.0
3072,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,52.500000000006395,,tomato,2,1.0,12.0,86.74999999999972,24.0,,tomato,5,0.2,30.0
3073,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,53.00000000000665,,tomato,2,1.0,12.0,85.49999999999943,24.0,,tomato,5,0.2,30.0
3074,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,53.50000000000691,,tomato,2,1.0,12.0,84.24999999999915,24.0,,tomato,5,0.2,30.0
3075,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,54.00000000000716,,tomato,2,1.0,12.0,82.99999999999886,24.0,,tomato,5,0.2,30.0
3076,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,54.50000000000742,,tomato,2,1.0,12.0,81.74999999999858,24.0,,tomato,5,0.2,30.0
3077,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,55.000000000007674,,tomato,2,1.0,12.0,80.4999999999983,24.0,,tomato,5,0.2,30.0
3078,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,55.50000000000793,,tomato,2,1.0,12.0,79.24999999999801,24.0,,tomato,5,0.2,30.0
3079,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,56.000000000008185,,tomato,2,1.0,12.0,77.99999999999773,24.0,,tomato,5,0.2,30.0
3080,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,56.50000000000844,,tomato,2,1.0,12.0,76.74999999999744,24.0,,tomato,5,0.2,30.0
3081,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,57.0000000000087,,tomato,2,1.0,12.0,75.49999999999716,24.0,,tomato,5,0.2,30.0
3082,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,57.50000000000895,,tomato,2,1.0,12.0,74.24999999999687,24.0,,tomato,5,0.2,30.0
3083,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,58.00000000000921,,tomato,2,1.0,12.0,72.99999999999659,24.0,,tomato,5,0.2,30.0
3084,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,58.500000000009464,,tomato,2,1.0,12.0,71.87983173883686,24.31621556657754,,tomato,5,0.2,30.0
3085,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,59.00000000000972,,tomato,2,1.0,12.0,70.9904754578381,25.19459214040404,,tomato,5,0.2,30.0
3086,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,59.500000000009976,,tomato,2,1.0,12.0,70.10111917683935,26.07296871423054,,tomato,5,0.2,30.0
3087,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,60.00000000001023,,tomato,2,1.0,12.0,69.2117628958406,26.95134528805704,,tomato,5,0.2,30.0
3088,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,60.50000000001049,,tomato,2,1.0,12.0,68.32240661484184,27.82972186188354,,tomato,5,0.2,30.0
3089,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,61.00000000001074,,tomato,2,1.0,12.0,67.43305033384308,28.708098435710042,,tomato,5,0.2,30.0
3090,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,61.500000000011,,tomato,2,1.0,12.0,66.54369405284433,29.586475009536542,,tomato,5,0.2,30.0
3091,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,62.000000000011255,,tomato,2,1.0,12.0,65.65433777184558,30.464851583363043,,tomato,5,0.2,30.0
3092,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,62.50000000001151,,tomato,2,1.0,12.0,64.76498149084682,31.343228157189543,,tomato,5,0.2,30.0
3093,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,63.00000000001177,,tomato,2,1.0,12.0,63.87562520984797,32.22160473101604,,tomato,5,0.2,30.0
3094,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,63.50000000001202,,tomato,2,1.0,12.0,62.9862689288485,33.099981304842544,,tomato,5,0.2,30.0
3095,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,64.00000000001228,,tomato,2,1.0,12.0,62.09691264784904,33.978357878669044,,tomato,5,0.2,30.0
3096,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,64.50000000001182,,tomato,2,1.0,12.0,61.20755636684957,34.856734452495544,,tomato,5,0.2,30.0
3097,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,65.00000000001137,,tomato,2,1.0,12.0,60.31820008585011,35.735111026322045,,tomato,5,0.2,30.0
3098,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,65.50000000001091,,tomato,2,1.0,12.0,59.42884380485064,36.613487600148545,,tomato,5,0.2,30.0
3099,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,66.00000000001046,,tomato,2,1.0,12.0,58.53948752385118,37.491864173975046,,tomato,5,0.2,30.0
3100,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,66.50000000001,,tomato,2,1.0,12.0,57.650131242851714,38.370240747801546,,tomato,5,0.2,30.0
3101,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,67.00000000000955,,tomato,2,1.0,12.0,56.76077496185225,39.24861732162794,,tomato,5,0.2,30.0
3102,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,67.5000000000091,,tomato,2,1.0,12.0,56.0,40.0,,tomato,5,0.2,30.0
3103,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,68.00000000000864,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3104,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,68.50000000000819,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3105,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,69.00000000000773,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3106,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,69.50000000000728,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3107,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,70.00000000000682,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3108,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,70.50000000000637,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3109,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,71.00000000000591,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3110,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,71.50000000000546,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3111,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,72.000000000005,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3112,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,72.50000000000455,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3113,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,73.00000000000409,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3114,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,73.50000000000364,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3115,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,74.00000000000318,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3116,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,74.50000000000273,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3117,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,75.00000000000227,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3118,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,75.50000000000182,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3119,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,76.00000000000136,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3120,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,76.50000000000091,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3121,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,77.00000000000045,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
3122,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7916666666666616,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,56.0,77.5,,tomato,2,1.0,12.0,56.0,40.0,,,5,0.2,30.0
