tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,71d471df941244e1_score,player_008fc5c3_x,player_008fc5c3_y,player_008fc5c3_move_target,player_008fc5c3_item,player_008fc5c3_score,player_008fc5c3_cut_speed,player_008fc5c3_speed,player_e7ffa768_x,player_e7ffa768_y,player_e7ffa768_move_target,player_e7ffa768_item,player_e7ffa768_score,player_e7ffa768_cut_speed,player_e7ffa768_speed
486,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.833333333333336,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.18677754378768,40.57877972191247,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
487,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.8541666666666696,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.17920827225919,41.20373388513468,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
488,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.875000000000003,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.17163900073069,41.828688048356895,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
489,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.8958333333333366,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.1640697292022,42.45364221157911,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
490,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.91666666666667,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.1565004576737,43.07859637480132,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
491,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.9375000000000036,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.1489311861452,43.703550538023535,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
492,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.958333333333337,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.14136191461671,44.32850470124575,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
493,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato,2.9791666666666705,2,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.13379264308821,44.95345886446796,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
494,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.000000000000004,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.12622337155972,45.578413027690175,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
495,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.0208333333333375,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.11865410003122,46.20336719091239,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
496,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.041666666666671,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.11108482850273,46.8283213541346,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
497,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.0625000000000044,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.10351555697423,47.453275517356815,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
498,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.083333333333338,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.09594628544573,48.07822968057903,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
499,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.08837701391724,48.70318384380124,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
500,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.125000000000005,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.08080774238874,49.328138007023455,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
501,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.1458333333333384,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.07323847086025,49.95309217024567,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
502,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.166666666666672,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.06566919933175,50.57804633346788,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
503,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.1875000000000053,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.05809992780326,51.203000496690095,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
504,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.208333333333339,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.05053065627476,51.82795465991231,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
505,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.2291666666666723,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.04296138474626,52.45290882313452,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
506,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.2500000000000058,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.03539211321777,53.077862986356735,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
507,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.2708333333333393,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.02782284168927,53.70281714957895,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
508,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.2916666666666727,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.02025357016078,54.32777131280116,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
509,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.312500000000006,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.01268429863197,54.952725476023375,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
510,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.3333333333333397,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00511502710276,55.57767963924559,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
511,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.354166666666673,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00233106509788,56.20266313365056,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
512,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.3750000000000067,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00223883970042,56.827663126845835,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
513,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.39583333333334,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00214661430297,57.45266312004111,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
514,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.4166666666666736,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00205438890552,58.07766311323638,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
515,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.437500000000007,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00196216350807,58.70266310643166,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
516,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.4583333333333406,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00186993811062,59.32766309962693,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
517,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.479166666666674,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00177771271316,59.952663092822206,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
518,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.5000000000000075,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00168548731571,60.57766308601748,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
519,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.520833333333341,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00159326191826,61.202663079212755,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
520,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.5416666666666745,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0015010365208,61.82766307240803,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
521,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.562500000000008,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00140881112335,62.4526630656033,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
522,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.5833333333333415,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0013165857259,63.07766305879858,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
523,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.604166666666675,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00122436032845,63.70266305199385,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
524,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.6250000000000084,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.001132134931,64.32766304518913,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
525,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.645833333333342,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00103990953355,64.9526630383844,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
526,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.6666666666666754,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0009476841361,65.57766303157968,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
527,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.687500000000009,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00085545873864,66.20266302477495,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
528,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.7083333333333424,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00076323334119,66.82766301797022,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
529,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.729166666666676,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00067100794374,67.4526630111655,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
530,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.7500000000000093,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00057878254628,68.07766300436077,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
531,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.770833333333343,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00048655714883,68.70266299755605,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
532,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00039433175138,69.32766299075132,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
533,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.8125000000000098,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00030210635393,69.9526629839466,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
534,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.8333333333333433,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00020988095648,70.57766297714187,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
535,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.8541666666666767,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00011765555952,71.20266297033714,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
536,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.87500000000001,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00002907423426,71.82766296380458,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
537,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.8958333333333437,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00002795062461,72.45266296380402,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
538,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.916666666666677,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00002682701496,73.07766296380345,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
539,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.9375000000000107,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00002570340531,73.70266296380288,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
540,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.958333333333344,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00002457979566,74.32766296380231,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
541,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,3.9791666666666776,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00002345618601,74.95266296380174,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
542,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00002233257636,75.57766296380117,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
543,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00002120896671,76.2026629638006,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
544,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00002008535706,76.82766296380004,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
545,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00001896174741,77.45266296379947,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
546,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00001783813777,78.0776629637989,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
547,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00001671452812,78.70266296379833,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
548,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00001559091847,79.32766296379776,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
549,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00001446730882,79.9526629637972,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
550,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00001334369917,80.57766296379663,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
551,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00001222008952,81.20266296379606,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
552,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00001109647987,81.82766296379549,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
553,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00000997287022,82.45266296379492,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
554,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00000884926057,83.07766296379435,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
555,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00000772565092,83.70266296379378,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
556,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00000660204127,84.32766296379322,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
557,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00000547843115,84.95266296379265,,tomato,0,1.0,15.0,40.0,24.0,,,0,0.5,30.0
558,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00000435482079,85.57766296379208,,tomato,0,1.0,15.0,40.0,25.24999999999993,,,0,0.5,30.0
559,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00000323121043,86.20266296379151,,tomato,0,1.0,15.0,40.0,26.499999999999858,,,0,0.5,30.0
560,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00000210760007,86.82766296379094,,tomato,0,1.0,15.0,40.0,27.749999999999787,,,0,0.5,30.0
561,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,tomato_cut,4.0,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.00000098398971,87.45266296379037,,tomato,0,1.0,15.0,40.0,28.999999999999716,,,0,0.5,30.0
