tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,6c99f9cf31f706b7_score,player_622c33c3_x,player_622c33c3_y,player_622c33c3_move_target,player_622c33c3_item,player_622c33c3_score,player_622c33c3_cut_speed,player_622c33c3_speed,player_9410710e_x,player_9410710e_y,player_9410710e_move_target,player_9410710e_item,player_9410710e_score,player_9410710e_cut_speed,player_9410710e_speed
3602,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,60.31820008585011,67.7351110263205,,,1,1.0,30.0
3603,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,59.42884380485064,68.61348760014721,,,1,1.0,30.0
3604,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,58.53948752385118,69.49186417397391,,,1,1.0,30.0
3605,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,57.650131242851714,70.37024074780062,,,1,1.0,30.0
3606,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.76077496185225,71.24861732162734,,,1,1.0,30.0
3607,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3608,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3609,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3610,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3611,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3612,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3613,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3614,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3615,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3616,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.74999999999972,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3617,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.49999999999943,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3618,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.24999999999915,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3619,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.99999999999886,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3620,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.74999999999858,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3621,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.4999999999983,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3622,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.24999999999801,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3623,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.99999999999773,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3624,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.74999999999744,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3625,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.49999999999716,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3626,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.24999999999687,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3627,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.99999999999659,56.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3628,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.87983173883686,55.68378443342246,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3629,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.9904754578381,54.80540785959596,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3630,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.10111917683935,53.92703128576946,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3631,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.2117628958406,53.04865471194296,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3632,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.32240661484184,52.17027813811646,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3633,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.43305033384308,51.29190156428996,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3634,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.54369405284433,50.41352499046346,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3635,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.65433777184558,49.53514841663696,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3636,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.76498149084682,48.65677184281046,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3637,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.87562520984797,47.77839526898396,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3638,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.9862689288485,46.900018695157456,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3639,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.09691264784904,46.021642121330956,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3640,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.20755636684957,45.143265547504456,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3641,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.31820008585011,44.264888973677955,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3642,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.42884380485064,43.386512399851455,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3643,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.53948752385118,42.508135826024954,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3644,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.650131242851714,41.629759252198454,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3645,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.76077496185225,40.75138267837206,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3646,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3647,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3648,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3649,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3650,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3651,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3652,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3653,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3654,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3655,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3656,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3657,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3658,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3659,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3660,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3661,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3662,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3663,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3664,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3665,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3666,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3667,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3668,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3669,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3670,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3671,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3672,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3673,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3674,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3675,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,tomato_cut,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3676,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3677,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3678,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
3679,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,tomato_cut,1,1.0,30.0,56.0,72.0,,,1,1.0,30.0
