tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,3b4629b435768f1e_score,player_f2b0a017_x,player_f2b0a017_y,player_f2b0a017_move_target,player_f2b0a017_item,player_f2b0a017_score,player_f2b0a017_cut_speed,player_f2b0a017_speed,player_4230d1ad_x,player_4230d1ad_y,player_4230d1ad_move_target,player_4230d1ad_item,player_4230d1ad_score,player_4230d1ad_cut_speed,player_4230d1ad_speed,d671fbd0cae85b48_score,6e7feed32fb99402_message,126a131b47e29000_score
6761,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato,2.7499999999999987,2,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,28.999999999999716,24.0,,tomato_cut,4,1.0,30.0,,,7.0
6762,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato,2.791666666666665,2,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,30.249999999999645,24.0,,tomato_cut,4,1.0,30.0,,,7.0
6763,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato,2.8333333333333317,2,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,31.499999999999574,24.0,,tomato_cut,4,1.0,30.0,,,7.0
6764,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato,2.8749999999999982,2,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,32.749999999999716,24.0,,tomato_cut,4,1.0,30.0,,,7.0
6765,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato,2.9166666666666647,2,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,34.0,24.0,,tomato_cut,4,1.0,30.0,,,7.0
6766,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato,2.9583333333333313,2,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,35.250000000000284,24.0,,tomato_cut,4,1.0,30.0,,,7.0
6767,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato,2.999999999999998,2,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,36.50000000000057,24.0,,tomato_cut,4,1.0,30.0,,,7.0
6768,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.0416666666666643,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,37.75000000000085,24.0,,tomato_cut,4,1.0,30.0,,,7.0
6769,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.083333333333331,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,39.00000000000114,24.0,,tomato_cut,4,1.0,30.0,,,7.0
6770,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.1249999999999973,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,40.120168261161126,24.31621556657754,,tomato_cut,4,1.0,30.0,,,7.0
6771,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.166666666666664,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,41.00952454216059,25.19459214040404,,tomato_cut,4,1.0,30.0,,,7.0
6772,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.2083333333333304,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,41.898880823160056,26.07296871423054,,tomato_cut,4,1.0,30.0,,,7.0
6773,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.249999999999997,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,42.78823710415952,26.95134528805704,,tomato_cut,4,1.0,30.0,,,7.0
6774,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.2916666666666634,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,43.677593385158985,27.82972186188354,,tomato_cut,4,1.0,30.0,,,7.0
6775,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,44.56694966615845,28.708098435710042,,tomato_cut,4,1.0,30.0,,,7.0
6776,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.3749999999999964,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,45.456305947157915,29.586475009536542,,tomato_cut,4,1.0,30.0,,,7.0
6777,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.416666666666663,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,46.34566222815738,30.464851583363043,,tomato_cut,4,1.0,30.0,,,7.0
6778,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.4583333333333295,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,47.235018509156845,31.343228157189543,,tomato_cut,4,1.0,30.0,,,7.0
6779,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.499999999999996,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,48.12437479015631,32.22160473101604,,tomato_cut,4,1.0,30.0,,,7.0
6780,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.5416666666666625,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,49.013731071155775,33.099981304842544,,tomato_cut,4,1.0,30.0,,,7.0
6781,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,49.90308735215493,33.978357878669044,,tomato_cut,4,1.0,30.0,,,7.0
6782,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.6249999999999956,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,50.79244363315389,34.856734452495544,,tomato_cut,4,1.0,30.0,,,7.0
6783,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.666666666666662,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,51.681799914152855,35.735111026322045,,tomato_cut,4,1.0,30.0,,,7.0
6784,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,52.571156195151815,36.613487600148545,,tomato_cut,4,1.0,30.0,,,7.0
6785,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,53.46051247615078,37.491864173975046,,tomato_cut,4,1.0,30.0,,,7.0
6786,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,54.34986875714975,38.370240747801546,,tomato_cut,4,1.0,30.0,,,7.0
6787,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.833333333333328,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,55.23922503814871,39.248617321628046,,tomato_cut,4,1.0,30.0,,,7.0
6788,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,55.81373808776351,40.26074682117161,,tomato_cut,4,1.0,30.0,,,7.0
6789,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.916666666666661,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,55.8285298371398,41.510659299767724,,tomato_cut,4,1.0,30.0,,,7.0
6790,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.9583333333333277,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,55.84332158651608,42.76057177836384,,tomato_cut,4,1.0,30.0,,,7.0
6791,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,3.9999999999999942,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,55.85811333589237,44.010484256959955,,tomato_cut,4,1.0,30.0,,,7.0
6792,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,55.872905085268656,45.26039673555607,,tomato_cut,4,1.0,30.0,,,7.0
6793,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,55.88769683464494,46.51030921415219,,tomato_cut,4,1.0,30.0,,,7.0
6794,test,True,0,1,None_cut,3.916666666666661,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,3,1.0,30.0,55.90248858402123,47.7602216927483,,tomato_cut,4,1.0,30.0,,,7.0
6795,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.917280333397514,49.01013417134442,,tomato_cut,4,1.0,30.0,,,7.0
6796,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.9320720827738,50.260046649940534,,tomato_cut,4,1.0,30.0,,,7.0
6797,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.946863832150086,51.50995912853665,,tomato_cut,4,1.0,30.0,,,7.0
6798,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.96165558152637,52.759871607132766,,tomato_cut,4,1.0,30.0,,,7.0
6799,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.97644733090266,54.00978408572888,,tomato_cut,4,1.0,30.0,,,7.0
6800,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.991239080279065,55.259696564325,,tomato_cut,4,1.0,30.0,,,7.0
6801,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.997844840473014,56.50965804813234,,tomato_cut,4,1.0,30.0,,,7.0
6802,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99801875202342,57.75965803603421,,tomato_cut,4,1.0,30.0,,,7.0
6803,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.998192663573825,59.00965802393608,,tomato_cut,4,1.0,30.0,,,7.0
6804,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99836657512423,60.259658011837956,,tomato_cut,4,1.0,30.0,,,7.0
6805,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.998540486674635,61.50965799973983,,tomato_cut,4,1.0,30.0,,,7.0
6806,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99871439822504,62.7596579876417,,tomato_cut,4,1.0,30.0,,,7.0
6807,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.998888309775445,64.00965797554358,,tomato_cut,4,1.0,30.0,,,7.0
6808,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99906222132577,65.25965796344616,,tomato_cut,4,1.0,30.0,,,7.0
6809,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99923613287582,66.50965795134874,,tomato_cut,4,1.0,30.0,,,7.0
6810,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99941004442587,67.75965793925133,,tomato_cut,4,1.0,30.0,,,7.0
6811,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99958395597592,69.00965792715391,,tomato_cut,4,1.0,30.0,,,7.0
6812,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99975786752597,70.2596579150565,,tomato_cut,4,1.0,30.0,,,7.0
6813,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99993177907602,71.50965790295908,,tomato_cut,4,1.0,30.0,,,7.0
6814,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99997507173988,72.75965790005483,,tomato_cut,4,1.0,30.0,,,7.0
6815,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99997711633442,74.0096579000537,,tomato_cut,4,1.0,30.0,,,7.0
6816,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99997916092928,75.25965790005256,,tomato_cut,4,1.0,30.0,,,7.0
6817,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99998120552417,76.50965790005142,,tomato_cut,4,1.0,30.0,,,7.0
6818,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.999983250119065,77.75965790005029,,tomato_cut,4,1.0,30.0,,,7.0
6819,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato_cut,3,1.0,30.0,55.99998529471396,79.00965790004915,,tomato_cut,4,1.0,30.0,,,7.0
6820,test,True,0,1,None_cut,3.916666666666661,3,0,2,None_cut,4.0,3,1,0,None_cut,3.833333333333328,3,2,2,,2,3,plate,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.250000000000284,,tomato_cut,3,1.0,30.0,55.99998733930885,80.25965790004801,,tomato_cut,4,1.0,30.0,,,7.0
