tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0d186cdce58f3164_score,player_63be8bac_x,player_63be8bac_y,player_63be8bac_move_target,player_63be8bac_item,player_63be8bac_score,player_63be8bac_cut_speed,player_63be8bac_speed,player_a29083f5_x,player_a29083f5_y,player_a29083f5_move_target,player_a29083f5_item,player_a29083f5_score,player_a29083f5_cut_speed,player_a29083f5_speed
3679,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,48.50000000000435,,,0,1.0,12.0,75.70355053802353,40.14893118614526,,,11,0.2,30.0
3680,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,49.000000000004604,,,0,1.0,12.0,76.95345886446796,40.13379264308827,,,11,0.2,30.0
3681,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,49.50000000000486,,,0,1.0,12.0,78.20336719091239,40.11865410003128,,,11,0.2,30.0
3682,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,50.000000000005116,,,0,1.0,12.0,79.45327551735681,40.10351555697429,,,11,0.2,30.0
3683,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,50.50000000000537,,,0,1.0,12.0,80.70318384380124,40.088377013917295,,,11,0.2,30.0
3684,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,51.00000000000563,,,0,1.0,12.0,81.95309217024567,40.0732384708603,,,11,0.2,30.0
3685,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,51.50000000000588,,,0,1.0,12.0,83.2030004966901,40.05809992780313,,,11,0.2,30.0
3686,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,52.00000000000614,,,0,1.0,12.0,84.45290882313452,40.04296138474578,,,11,0.2,30.0
3687,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,52.500000000006395,,,0,1.0,12.0,85.70281714957895,40.027822841688426,,,11,0.2,30.0
3688,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,53.00000000000665,,,0,1.0,12.0,86.95272547602337,40.01268429863107,,,11,0.2,30.0
3689,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,53.50000000000691,,,0,1.0,12.0,88.08721304983902,39.72126494341936,,,11,0.2,30.0
3690,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,54.00000000000716,,,0,1.0,12.0,88.97643152431851,38.84274886237961,,,11,0.2,30.0
3691,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,54.50000000000742,,,0,1.0,12.0,89.865649998798,37.96423278133986,,,11,0.2,30.0
3692,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,55.000000000007674,,,0,1.0,12.0,90.7548684732775,37.08571670030011,,,11,0.2,30.0
3693,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,55.50000000000793,,,0,1.0,12.0,91.64408694775699,36.20720061926036,,,11,0.2,30.0
3694,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,92.53330542223648,35.328684538220614,,,11,0.2,30.0
3695,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,93.42252389671597,34.450168457180865,,,11,0.2,30.0
3696,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,94.31174237119546,33.57165237614112,,,11,0.2,30.0
3697,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,95.20096084567496,32.69313629510137,,,11,0.2,30.0
3698,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,96.09017932015445,31.814620214061698,,,11,0.2,30.0
3699,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,96.97939779463394,30.936104133022305,,,11,0.2,30.0
3700,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,97.86861626911343,30.05758805198291,,,11,0.2,30.0
3701,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,98.75783474359292,29.179071970943518,,,11,0.2,30.0
3702,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,99.64705321807241,28.300555889904125,,,11,0.2,30.0
3703,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,100.5362716925519,27.4220398088646,,,11,0.2,30.0
3704,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,101.4254901670314,26.54352372782485,,,11,0.2,30.0
3705,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,102.31470864151089,25.665007646785103,,,11,0.2,30.0
3706,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,103.20392711599006,24.786491565745354,,,11,0.2,30.0
3707,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,,11,0.2,30.0
3708,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3709,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3710,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3711,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3712,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3713,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3714,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3715,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3716,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3717,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3718,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.0,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3719,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.041666666666666664,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3720,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.08333333333333333,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3721,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.125,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3722,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.16666666666666666,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3723,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.20833333333333331,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3724,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.24999999999999997,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,104.0,24.0,,plate,11,0.2,30.0
3725,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.29166666666666663,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,11,0.2,30.0
3726,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.3333333333333333,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,11,0.2,30.0
3727,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.375,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,11,0.2,30.0
3728,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.4166666666666667,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,11,0.2,30.0
3729,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.45833333333333337,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,11,0.2,30.0
3730,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.5,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,11,0.2,30.0
3731,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.5416666666666666,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,11,0.2,30.0
3732,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.5833333333333333,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,11,0.2,30.0
3733,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.6249999999999999,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,11,0.2,30.0
3734,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.6666666666666665,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,11,0.2,30.0
3735,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.7083333333333331,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,11,0.2,30.0
3736,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,11,0.2,30.0
3737,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.7916666666666664,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,11,0.2,30.0
3738,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.833333333333333,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,11,0.2,30.0
3739,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.8749999999999997,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,11,0.2,30.0
3740,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.9166666666666663,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,11,0.2,30.0
3741,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.9583333333333329,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,11,0.2,30.0
3742,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,0.9999999999999996,0,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,88.04617444130974,39.80565318468376,,plate,11,0.2,30.0
3743,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.0416666666666663,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,86.79626611486532,39.820791727740755,,plate,11,0.2,30.0
3744,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.083333333333333,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,85.54635778842089,39.835930270797746,,plate,11,0.2,30.0
3745,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.1249999999999998,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,84.29644946197647,39.85106881385474,,plate,11,0.2,30.0
3746,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.1666666666666665,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,83.04654113553204,39.86620735691173,,plate,11,0.2,30.0
3747,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.2083333333333333,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,81.79663280908761,39.88134589996872,,plate,11,0.2,30.0
3748,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.25,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,80.54672448264319,39.89648444302571,,plate,11,0.2,30.0
3749,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.2916666666666667,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,79.29681615619876,39.911622986082705,,plate,11,0.2,30.0
3750,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.3333333333333335,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,78.04690782975433,39.9267615291397,,plate,11,0.2,30.0
3751,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,76.7969995033099,39.94190007219687,,plate,11,0.2,30.0
3752,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,75.54709117686548,39.95703861525422,,plate,11,0.2,30.0
3753,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.4583333333333337,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,74.29718285042105,39.972177158311574,,plate,11,0.2,30.0
3754,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.5000000000000004,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,73.04727452397663,39.98731570136893,,plate,11,0.2,30.0
3755,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,1.5416666666666672,1,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,11,24.0,56.0,,,0,1.0,12.0,71.91278695016098,40.27873505658064,,plate,11,0.2,30.0
